chr_name	start	end	val	color	gene	transcript
chr1	1682670	1709909	1	lightgray	NADK	NM_001353642.2
chr1	1682670	1709909	1	lightgray	NADK	NM_023018.5
chr1	1682670	1710255	1	lightgray	NADK	NM_001198993.2
chr1	1682670	1711470	1	lightgray	NADK	NM_001198994.2
chr1	1682670	1711470	1	lightgray	NADK	NM_001353641.2
chr1	1716724	1822526	1	lightgray	GNB1	NM_002074.5
chr1	1716724	1822526	1	lightgray	GNB1	NM_001282538.2
chr1	1716724	1822526	1	lightgray	GNB1	NM_001282539.2
chr1	1846698	1848735	1	lightgray	CALML6	NM_001330313.2
chr1	1846698	1848735	1	lightgray	CALML6	NM_138705.4
chr1	1849029	1850718	1	lightgray	TMEM52	NM_178545.4
chr1	1853395	1935225	1	lightgray	CFAP74	NM_001304360.2
chr1	1950783	1962197	1	lightgray	GABRD	NM_000815.5
chr1	1981849	2116834	1	lightgray	PRKCZ	NM_002744.6
chr1	2005102	2116834	1	lightgray	PRKCZ	NM_001033581.3
chr1	2005102	2116834	1	lightgray	PRKCZ	NM_001350803.2
chr1	2005102	2116834	1	lightgray	PRKCZ	NM_001350806.2
chr1	2005102	2116834	1	lightgray	PRKCZ	NM_001350804.2
chr1	2005509	2116834	1	lightgray	PRKCZ	NM_001242874.3
chr1	2005509	2116834	1	lightgray	PRKCZ	NM_001350805.2
chr1	2036154	2116834	1	lightgray	PRKCZ	NM_001033582.3
chr1	2115915	2126211	1	lightgray	FAAP20	NM_001282671.2
chr1	2115915	2126211	1	lightgray	FAAP20	NM_001282672.2
chr1	2115915	2126211	1	lightgray	FAAP20	NM_001282673.2
chr1	2115915	2126211	1	lightgray	FAAP20	NM_001256945.2
chr1	2115915	2139172	1	lightgray	FAAP20	NM_001146310.2
chr1	2120986	2126211	1	lightgray	FAAP20	NM_182533.4
chr1	2120986	2126211	1	lightgray	FAAP20	NM_001256947.2
chr1	2120986	2144159	1	lightgray	FAAP20	NM_001282670.2
chr1	2123339	2126211	1	lightgray	FAAP20	NM_001256946.2
chr1	2159757	2241652	1	lightgray	SKI	NM_003036.4
chr1	2252691	2322993	1	lightgray	MORN1	NM_024848.3
chr1	2286593	2322993	1	lightgray	MORN1	NM_001301060.2
chr1	2323279	2336875	1	lightgray	RER1	NM_007033.5
chr1	2335412	2344003	1	lightgray	PEX10	NM_153818.2
chr1	2335412	2344003	1	lightgray	PEX10	NM_001374425.1
chr1	2335412	2344003	1	lightgray	PEX10	NM_002617.4
chr1	2335412	2345266	1	lightgray	PEX10	NM_001374426.1
chr1	2335412	2345266	1	lightgray	PEX10	NM_001374427.1
chr1	2398889	2436971	1	lightgray	PLCH2	NM_001303012.2
chr1	2407727	2436971	1	lightgray	PLCH2	NM_014638.4
chr1	2407753	2436969	1	lightgray	PLCH2	NM_001303013.1
chr1	2439975	2458035	1	lightgray	PANK4	NM_018216.4
chr1	2460183	2461702	1	lightgray	HES5	NM_001010926.4
chr1	2487809	2495268	1	lightgray	TNFRSF14	NM_001297605.2
chr1	2487809	2495268	1	lightgray	TNFRSF14	NM_003820.4
chr1	2518215	2522907	1	lightgray	PRXL2B	NM_001195741.3
chr1	2518215	2522907	1	lightgray	PRXL2B	NM_001195740.3
chr1	2518215	2522907	1	lightgray	PRXL2B	NM_001195738.3
chr1	2518215	2522907	1	lightgray	PRXL2B	NM_152371.5
chr1	2518215	2522907	1	lightgray	PRXL2B	NM_001195737.3
chr1	2518215	2522907	1	lightgray	PRXL2B	NM_001195736.3
chr1	2522077	2564455	1	lightgray	MMEL1	NM_033467.4
chr1	2568424	2718258	1	lightgray	TTC34	NM_001242672.3
chr1	2938030	2939467	1	lightgray	ACTRT2	NM_080431.5
chr1	2985766	3355185	1	lightgray	PRDM16	NM_199454.3
chr1	2985766	3355185	1	lightgray	PRDM16	NM_022114.4
chr1	3371228	3397677	1	lightgray	ARHGEF16	NM_014448.4
chr1	3404514	3528072	1	lightgray	MEGF6	NM_001409.4
chr1	3541578	3546691	1	lightgray	TPRG1L	NM_182752.4
chr1	3547333	3566667	1	lightgray	WRAP73	NM_017818.4
chr1	3569079	3652765	1	lightgray	TP73	NM_001204186.2
chr1	3569079	3652765	1	lightgray	TP73	NM_001204188.2
chr1	3569079	3652765	1	lightgray	TP73	NM_001204187.2
chr1	3569079	3652765	1	lightgray	TP73	NM_001204185.2
chr1	3569079	3652765	1	lightgray	TP73	NM_001204184.2
chr1	3569079	3652765	1	lightgray	TP73	NM_005427.4
chr1	3607235	3652765	1	lightgray	TP73	NM_001204189.2
chr1	3607235	3652765	1	lightgray	TP73	NM_001204191.2
chr1	3607235	3652765	1	lightgray	TP73	NM_001204190.2
chr1	3607235	3652765	1	lightgray	TP73	NM_001126242.3
chr1	3607235	3652765	1	lightgray	TP73	NM_001126241.3
chr1	3607235	3652765	1	lightgray	TP73	NM_001126240.3
chr1	3614609	3652765	1	lightgray	TP73	NM_001204192.2
chr1	3669013	3688209	1	lightgray	CCDC27	NM_152492.3
chr1	3689312	3692520	1	lightgray	SMIM1	NM_001379691.1
chr1	3689312	3692520	1	lightgray	SMIM1	NM_001288583.2
chr1	3689312	3692520	1	lightgray	SMIM1	NM_001379690.1
chr1	3689312	3692520	1	lightgray	SMIM1	NM_001163724.3
chr1	3695122	3713062	1	lightgray	LRRC47	NM_020710.3
chr1	3728649	3773775	1	lightgray	CEP104	NM_014704.4
chr1	3774039	3801993	1	lightgray	DFFB	NM_004402.4
chr1	3774039	3801993	1	lightgray	DFFB	NM_001320136.2
chr1	3774039	3801993	1	lightgray	DFFB	NM_001320132.2
chr1	3774039	3801993	1	lightgray	DFFB	NM_001282669.2
chr1	3805696	3816836	1	lightgray	C1orf174	NM_207356.3
chr1	4714668	4837855	1	lightgray	AJAP1	NM_001042478.2
chr1	4714668	4852594	1	lightgray	AJAP1	NM_018836.4
chr1	5922870	6052485	1	lightgray	NPHP4	NM_015102.5
chr1	5922870	6052485	1	lightgray	NPHP4	NM_001291593.2
chr1	5922870	6052485	1	lightgray	NPHP4	NM_001291594.2
chr1	6052735	6161240	1	lightgray	KCNAB2	NM_001199861.2
chr1	6086392	6161240	1	lightgray	KCNAB2	NM_172130.3
chr1	6086392	6161240	1	lightgray	KCNAB2	NM_003636.4
chr1	6094747	6161240	1	lightgray	KCNAB2	NM_001199860.2
chr1	6105947	6161240	1	lightgray	KCNAB2	NM_001199863.2
chr1	6105947	6161240	1	lightgray	KCNAB2	NM_001199862.2
chr1	6161846	6240381	1	lightgray	CHD5	NM_015557.3
chr1	6245079	6259655	1	lightgray	RPL22	NM_000983.4
chr1	6266178	6281359	1	lightgray	RNF207	NM_207396.3
chr1	6281252	6296024	1	lightgray	ICMT	NM_012405.4
chr1	6304238	6305638	1	lightgray	HES3	NM_001024598.4
chr1	6307412	6321158	1	lightgray	GPR153	NM_207370.4
chr1	6324331	6418989	1	lightgray	ACOT7	NM_181866.3
chr1	6324331	6420774	1	lightgray	ACOT7	NM_181865.3
chr1	6324331	6445828	1	lightgray	ACOT7	NM_181864.3
chr1	6324331	6453827	1	lightgray	ACOT7	NM_007274.4
chr1	6475291	6479979	1	lightgray	HES2	NM_019089.5
chr1	6484835	6521004	1	lightgray	ESPN	NM_001367473.1
chr1	6484835	6521004	1	lightgray	ESPN	NM_001367474.1
chr1	6484835	6521004	1	lightgray	ESPN	NM_031475.3
chr1	6520845	6526233	1	lightgray	TNFRSF25	NM_148965.2
chr1	6520845	6526233	1	lightgray	TNFRSF25	NM_003790.3
chr1	6520845	6526233	1	lightgray	TNFRSF25	NM_148966.2
chr1	6520845	6526233	1	lightgray	TNFRSF25	NM_148967.2
chr1	6520845	6526233	1	lightgray	TNFRSF25	NM_148970.2
chr1	6524170	6526233	1	lightgray	TNFRSF25	NM_001039664.2
chr1	6526151	6545529	1	lightgray	PLEKHG5	NM_001265593.1
chr1	6526151	6546014	1	lightgray	PLEKHG5	NM_001042665.1
chr1	6526151	6550640	1	lightgray	PLEKHG5	NM_001042664.1
chr1	6526151	6550640	1	lightgray	PLEKHG5	NM_001265594.2
chr1	6527181	6551727	1	lightgray	PLEKHG5	NM_020631.6
chr1	6527181	6557291	1	lightgray	PLEKHG5	NM_001265592.2
chr1	6527181	6557472	1	lightgray	PLEKHG5	NM_001042663.3
chr1	6527181	6580152	1	lightgray	PLEKHG5	NM_198681.4
chr1	6581406	6614573	1	lightgray	NOL9	NM_024654.5
chr1	6615366	6639815	1	lightgray	TAS1R1	NM_177540.3
chr1	6615366	6639815	1	lightgray	TAS1R1	NM_138697.4
chr1	6640053	6649340	1	lightgray	ZBTB48	NM_001278647.2
chr1	6640053	6649340	1	lightgray	ZBTB48	NM_001278648.2
chr1	6640053	6649340	1	lightgray	ZBTB48	NM_005341.4
chr1	6650783	6662929	1	lightgray	KLHL21	NM_001324309.2
chr1	6650783	6662929	1	lightgray	KLHL21	NM_014851.4
chr1	6673790	6684090	1	lightgray	PHF13	NM_153812.3
chr1	6684927	6693622	1	lightgray	THAP3	NM_001195752.2
chr1	6684927	6693622	1	lightgray	THAP3	NM_001195753.2
chr1	6685242	6693622	1	lightgray	THAP3	NM_001394500.1
chr1	6685242	6693622	1	lightgray	THAP3	NM_001394499.1
chr1	6685242	6693622	1	lightgray	THAP3	NM_001394496.1
chr1	6685242	6695655	1	lightgray	THAP3	NM_001394498.1
chr1	6685242	6695655	1	lightgray	THAP3	NM_001394497.1
chr1	6685242	6695655	1	lightgray	THAP3	NM_138350.4
chr1	6694229	6761876	1	lightgray	DNAJC11	NM_018198.4
chr1	6845513	6932076	1	lightgray	CAMTA1	NM_001195563.2
chr1	6845513	6932076	1	lightgray	CAMTA1	NM_001349627.2
chr1	6845513	6948261	1	lightgray	CAMTA1	NM_001242701.2
chr1	6845513	7829766	1	lightgray	CAMTA1	NM_001349612.2
chr1	6845513	7829766	1	lightgray	CAMTA1	NM_001349608.2
chr1	6845513	7829766	1	lightgray	CAMTA1	NM_001349610.2
chr1	6845513	7829766	1	lightgray	CAMTA1	NM_001349609.2
chr1	6845513	7829766	1	lightgray	CAMTA1	NM_015215.4
chr1	7729789	7829766	1	lightgray	CAMTA1	NM_001349623.1
chr1	7729789	7829766	1	lightgray	CAMTA1	NM_001349625.2
chr1	7729789	7829766	1	lightgray	CAMTA1	NM_001349621.1
chr1	7729789	7829766	1	lightgray	CAMTA1	NM_001349620.1
chr1	7729789	7829766	1	lightgray	CAMTA1	NM_001349614.1
chr1	7729824	7829766	1	lightgray	CAMTA1	NM_001349617.1
chr1	7740147	7829766	1	lightgray	CAMTA1	NM_001349613.1
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349624.3
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349626.2
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349622.2
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349619.2
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349618.2
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349615.2
chr1	7764795	7829766	1	lightgray	CAMTA1	NM_001349616.2
chr1	7831355	7841492	1	lightgray	VAMP3	NM_004781.4
chr1	7844350	7905237	1	lightgray	PER3	NM_001377276.1
chr1	7844350	7905237	1	lightgray	PER3	NM_001377275.1
chr1	7844350	7905237	1	lightgray	PER3	NM_016831.4
chr1	7844350	7905237	1	lightgray	PER3	NM_001289864.3
chr1	7844350	7905237	1	lightgray	PER3	NM_001289863.3
chr1	7844350	7905237	1	lightgray	PER3	NM_001289861.2
chr1	7844488	7905237	1	lightgray	PER3	NM_001289862.2
chr1	7907671	7913125	1	lightgray	UTS2	NM_006786.4
chr1	7907671	7913551	1	lightgray	UTS2	NM_021995.2
chr1	7975930	8000899	1	lightgray	TNFRSF9	NM_001561.6
chr1	8021770	8045565	1	lightgray	PARK7	NM_001123377.2
chr1	8021770	8045565	1	lightgray	PARK7	NM_007262.5
chr1	8071786	8086369	1	lightgray	ERRFI1	NM_018948.4
chr1	8378173	8404225	1	lightgray	SLC45A1	NM_001379618.1
chr1	8378173	8404225	1	lightgray	SLC45A1	NM_001379617.1
chr1	8378173	8404225	1	lightgray	SLC45A1	NM_001379616.1
chr1	8378173	8404225	1	lightgray	SLC45A1	NM_001379615.1
chr1	8378173	8404225	1	lightgray	SLC45A1	NM_001080397.3
chr1	8378173	8404225	1	lightgray	SLC45A1	NM_001379614.1
chr1	8412463	8483892	1	lightgray	RERE	NM_001042682.2
chr1	8412463	8877699	1	lightgray	RERE	NM_012102.4
chr1	8412463	8877699	1	lightgray	RERE	NM_001042681.2
chr1	8921058	8938745	1	lightgray	ENO1	NM_001201483.4
chr1	8921058	8938745	1	lightgray	ENO1	NM_001353346.3
chr1	8921058	8938745	1	lightgray	ENO1	NM_001428.5
chr1	9005926	9034503	1	lightgray	CA6	NM_001270500.2
chr1	9005926	9035151	1	lightgray	CA6	NM_001270502.2
chr1	9005926	9035151	1	lightgray	CA6	NM_001270501.2
chr1	9005926	9035151	1	lightgray	CA6	NM_001215.4
chr1	9063031	9086482	1	lightgray	SLC2A7	NM_207420.3
chr1	9095164	9129694	1	lightgray	SLC2A5	NM_003039.3
chr1	9095164	9129694	1	lightgray	SLC2A5	NM_001328620.2
chr1	9095164	9129694	1	lightgray	SLC2A5	NM_001328621.2
chr1	9095164	9132318	1	lightgray	SLC2A5	NM_001328619.2
chr1	9100138	9129694	1	lightgray	SLC2A5	NM_001135585.2
chr1	9160363	9189161	1	lightgray	GPR157	NM_024980.5
chr1	9294832	9331396	1	lightgray	H6PD	NM_004285.4
chr1	9299905	9331396	1	lightgray	H6PD	NM_001282587.2
chr1	9352952	9429591	1	lightgray	SPSB1	NM_025106.4
chr1	9599523	9645231	1	lightgray	SLC25A33	NM_032315.3
chr1	9648968	9665007	1	lightgray	TMEM201	NM_001010866.4
chr1	9648968	9674935	1	lightgray	TMEM201	NM_001130924.3
chr1	9711788	9789172	1	lightgray	PIK3CD	NM_005026.5
chr1	9749601	9789172	1	lightgray	PIK3CD	NM_001350234.2
chr1	9751524	9788983	1	lightgray	PIK3CD	NM_001350235.1
chr1	9788983	9884023	1	lightgray	CLSTN1	NM_001009566.3
chr1	9789078	9884584	1	lightgray	CLSTN1	NM_001302883.1
chr1	9789078	9884584	1	lightgray	CLSTN1	NM_014944.4
chr1	9908333	9970327	1	lightgray	CTNNBIP1	NM_020248.3
chr1	9908333	9970327	1	lightgray	CTNNBIP1	NM_001012329.2
chr1	9982175	10003449	1	lightgray	LZIC	NM_001316975.2
chr1	9986350	10003449	1	lightgray	LZIC	NM_032368.5
chr1	9986350	10003449	1	lightgray	LZIC	NM_001316973.2
chr1	9986350	10003449	1	lightgray	LZIC	NM_001316976.2
chr1	9986350	10003449	1	lightgray	LZIC	NM_001316974.2
chr1	10002980	10045556	1	lightgray	NMNAT1	NM_001297778.1
chr1	10003532	10041824	1	lightgray	NMNAT1	NM_001297779.2
chr1	10003532	10045556	1	lightgray	NMNAT1	NM_022787.4
chr1	10057285	10076079	1	lightgray	RBP7	NM_052960.3
chr1	10093015	10241297	1	lightgray	UBE4B	NM_006048.5
chr1	10093015	10241297	1	lightgray	UBE4B	NM_001105562.3
chr1	10270627	10368655	1	lightgray	KIF1B	NM_183416.4
chr1	10270627	10441661	1	lightgray	KIF1B	NM_001365951.3
chr1	10270763	10441661	1	lightgray	KIF1B	NM_015074.3
chr1	10271673	10441661	1	lightgray	KIF1B	NM_001365952.1
chr1	10290821	10368655	1	lightgray	KIF1B	NM_001365953.1
chr1	10459120	10480568	1	lightgray	PGD	NM_001304451.2
chr1	10459120	10480568	1	lightgray	PGD	NM_002631.4
chr1	10459120	10480568	1	lightgray	PGD	NM_001304452.2
chr1	10490489	10502865	1	lightgray	CENPS	NM_199294.3
chr1	10490489	10512210	1	lightgray	CENPS-CORT	NM_199006.3
chr1	10490489	10512210	1	lightgray	CENPS-CORT	NM_198544.4
chr1	10490489	10512210	1	lightgray	CENPS-CORT	NM_001270517.2
chr1	10490806	10512210	1	lightgray	CENPS-CORT	NM_001243768.2
chr1	10510087	10512055	1	lightgray	CORT	NM_001302.5
chr1	10516578	10532586	1	lightgray	DFFA	NM_004401.3
chr1	10520587	10532586	1	lightgray	DFFA	NM_213566.2
chr1	10535006	10690815	1	lightgray	PEX14	NM_004565.3
chr1	10696660	10856703	1	lightgray	CASZ1	NM_001079843.3
chr1	10707267	10856703	1	lightgray	CASZ1	NM_017766.5
chr1	11006531	11026744	1	lightgray	C1orf127	NM_001366227.2
chr1	11006531	11042133	1	lightgray	C1orf127	NM_001170754.2
chr1	11072710	11085549	1	lightgray	TARDBP	NM_007375.4
chr1	11086579	11107296	1	lightgray	MASP2	NM_006610.4
chr1	11104854	11107296	1	lightgray	MASP2	NM_139208.3
chr1	11114645	11120075	1	lightgray	SRM	NM_003132.3
chr1	11126674	11159926	1	lightgray	EXOSC10	NM_001001998.3
chr1	11126674	11159926	1	lightgray	EXOSC10	NM_002685.4
chr1	11166591	11322608	1	lightgray	MTOR	NM_001386500.1
chr1	11166591	11322608	1	lightgray	MTOR	NM_004958.4
chr1	11166591	11322608	1	lightgray	MTOR	NM_001386501.1
chr1	11249411	11256038	1	lightgray	ANGPTL7	NM_021146.4
chr1	11333254	11348491	1	lightgray	UBIAD1	NM_013319.3
chr1	11333254	11359631	1	lightgray	UBIAD1	NM_001330350.2
chr1	11333254	11359631	1	lightgray	UBIAD1	NM_001330349.2
chr1	11539211	11597608	1	lightgray	DISP3	NM_020780.2
chr1	11708443	11714486	1	lightgray	FBXO2	NM_012168.6
chr1	11714463	11723384	1	lightgray	FBXO44	NM_183412.3
chr1	11714463	11723384	1	lightgray	FBXO44	NM_001304791.2
chr1	11714933	11723384	1	lightgray	FBXO44	NM_183413.3
chr1	11714933	11723384	1	lightgray	FBXO44	NM_001330355.2
chr1	11714933	11723384	1	lightgray	FBXO44	NM_033182.7
chr1	11714933	11723384	1	lightgray	FBXO44	NM_001304790.2
chr1	11714933	11723384	1	lightgray	FBXO44	NM_001014765.2
chr1	11724256	11734411	1	lightgray	FBXO6	NM_018438.6
chr1	11734536	11741205	1	lightgray	MAD2L2	NM_006341.4
chr1	11734536	11751616	1	lightgray	MAD2L2	NM_001127325.2
chr1	11751766	11785914	1	lightgray	DRAXIN	NM_198545.4
chr1	11796192	11810826	1	lightgray	AGTRAP	NM_001040195.2
chr1	11796192	11810826	1	lightgray	AGTRAP	NM_001040194.2
chr1	11796192	11810826	1	lightgray	AGTRAP	NM_020350.5
chr1	11796192	11810826	1	lightgray	AGTRAP	NM_001040196.2
chr1	11796192	11810826	1	lightgray	AGTRAP	NM_001040197.2
chr1	11822249	11849642	1	lightgray	C1orf167	NM_001010881.2
chr1	11845779	11863594	1	lightgray	MTHFR	NM_001330358.2
chr1	11845779	11866021	1	lightgray	MTHFR	NM_005957.5
chr1	11866247	11903187	1	lightgray	CLCN6	NM_001256959.2
chr1	11866247	11903187	1	lightgray	CLCN6	NM_001286.5
chr1	11905765	11907840	1	lightgray	NPPA	NM_006172.4
chr1	11917520	11919002	1	lightgray	NPPB	NM_002521.3
chr1	11979647	11986484	1	lightgray	KIAA2013	NM_138346.3
chr1	11994773	12035594	1	lightgray	PLOD1	NM_000302.4
chr1	11994773	12035594	1	lightgray	PLOD1	NM_001316320.2
chr1	12040500	12073565	1	lightgray	MFN2	NM_001127660.2
chr1	12040500	12073565	1	lightgray	MFN2	NM_014874.4
chr1	12079554	12092102	1	lightgray	MIIP	NM_021933.4
chr1	12123359	12204264	1	lightgray	TNFRSF8	NM_001281430.3
chr1	12123359	12204264	1	lightgray	TNFRSF8	NM_001243.5
chr1	12227047	12269277	1	lightgray	TNFRSF1B	NM_001066.3
chr1	12290086	12572099	1	lightgray	VPS13D	NM_018156.4
chr1	12290086	12572099	1	lightgray	VPS13D	NM_015378.4
chr1	12627938	12656626	1	lightgray	DHRS3	NM_001324370.2
chr1	12627938	12676793	1	lightgray	DHRS3	NM_001319225.2
chr1	12627938	12678216	1	lightgray	DHRS3	NM_004753.7
chr1	12704103	12727087	1	lightgray	AADACL4	NM_001013630.2
chr1	12776112	12788727	1	lightgray	AADACL3	NM_001103170.3
chr1	12806147	12823847	1	lightgray	CFAP107	NM_001330361.2
chr1	12806147	12823847	1	lightgray	CFAP107	NM_152290.4
chr1	12833880	12838049	1	lightgray	PRAMEF12	NM_001080830.5
chr1	12851545	12856777	1	lightgray	PRAMEF1	NM_023013.4
chr1	12854839	12856777	1	lightgray	PRAMEF1	NM_001294139.1
chr1	12884462	12891264	1	lightgray	PRAMEF11	NM_001146344.3
