chr_name	start	end	val	color	gene	transcript
chr1	1311599	1324660	1	lightgray	INTS11	NM_001256462.2
chr1	1311599	1324660	1	lightgray	INTS11	NM_001256460.2
chr1	1311599	1324660	1	lightgray	INTS11	NM_017871.6
chr1	1311599	1324660	1	lightgray	INTS11	NM_001256463.2
chr1	1324801	1328896	1	lightgray	CPTP	NM_001029885.2
chr1	1331279	1335314	1	lightgray	TAS1R3	NM_152228.3
chr1	1335277	1349418	1	lightgray	DVL1	NM_001330311.2
chr1	1335277	1349418	1	lightgray	DVL1	NM_004421.3
chr1	1352688	1358547	1	lightgray	MXRA8	NM_001282585.1
chr1	1352690	1358555	1	lightgray	MXRA8	NM_032348.4
chr1	1352690	1358555	1	lightgray	MXRA8	NM_001282584.2
chr1	1352690	1361799	1	lightgray	MXRA8	NM_001282583.2
chr1	1352690	1363541	1	lightgray	MXRA8	NM_001282582.2
chr1	1373735	1375207	1	lightgray	AURKAIP1	NM_001127229.2
chr1	1373735	1375207	1	lightgray	AURKAIP1	NM_001127230.2
chr1	1373735	1375207	1	lightgray	AURKAIP1	NM_017900.3
chr1	1385710	1398342	1	lightgray	CCNL2	NM_001350497.1
chr1	1385710	1399335	1	lightgray	CCNL2	NM_001350499.2
chr1	1385710	1399335	1	lightgray	CCNL2	NM_001350498.2
chr1	1385710	1399335	1	lightgray	CCNL2	NM_001320153.3
chr1	1385710	1399335	1	lightgray	CCNL2	NM_001350500.2
chr1	1385710	1399335	1	lightgray	CCNL2	NM_001320155.3
chr1	1385710	1399335	1	lightgray	CCNL2	NM_030937.6
chr1	1392292	1399335	1	lightgray	CCNL2	NM_001039577.5
chr1	1401908	1407293	1	lightgray	MRPL20	NM_001318485.2
chr1	1401908	1407293	1	lightgray	MRPL20	NM_017971.4
chr1	1418419	1421276	1	lightgray	ANKRD65	NM_001375659.1
chr1	1418419	1421276	1	lightgray	ANKRD65	NM_001375660.1
chr1	1418419	1421276	1	lightgray	ANKRD65	NM_001145210.3
chr1	1418419	1421276	1	lightgray	ANKRD65	NM_001243535.2
chr1	1418419	1421276	1	lightgray	ANKRD65	NM_001243536.2
chr1	1425870	1430255	1	lightgray	TMEM88B	NM_001146685.2
chr1	1435689	1442882	1	lightgray	VWA1	NM_199121.3
chr1	1435689	1442882	1	lightgray	VWA1	NM_022834.5
chr1	1449688	1470163	1	lightgray	ATAD3C	NM_001039211.3
chr1	1471764	1497848	1	lightgray	ATAD3B	NM_031921.6
chr1	1477848	1497848	1	lightgray	ATAD3B	NM_001317238.2
chr1	1512161	1534685	1	lightgray	ATAD3A	NM_001170535.3
chr1	1512161	1534685	1	lightgray	ATAD3A	NM_018188.5
chr1	1512529	1534685	1	lightgray	ATAD3A	NM_001170536.3
chr1	1534777	1540624	1	lightgray	TMEM240	NM_001114748.2
chr1	1541672	1574863	1	lightgray	SSU72	NM_014188.3
chr1	1598011	1600135	1	lightgray	FNDC10	NM_001242659.2
chr1	1615499	1630605	1	lightgray	MIB2	NM_001170687.4
chr1	1615499	1630605	1	lightgray	MIB2	NM_001170688.2
chr1	1615499	1630605	1	lightgray	MIB2	NM_001170686.4
chr1	1615499	1630605	1	lightgray	MIB2	NM_080875.5
chr1	1615854	1630605	1	lightgray	MIB2	NM_001170689.2
chr1	1632172	1634654	1	lightgray	MMP23B	NM_006983.2
chr1	1635224	1659004	1	lightgray	CDK11B	NM_033489.3
chr1	1635224	1659004	1	lightgray	CDK11B	NM_001787.3
chr1	1635224	1659004	1	lightgray	CDK11B	NM_033486.3
chr1	1635224	1659004	1	lightgray	CDK11B	NM_033490.3
chr1	1635224	1659004	1	lightgray	CDK11B	NM_033487.3
chr1	1635224	1659004	1	lightgray	CDK11B	NM_001291345.2
chr1	1661477	1692795	1	lightgray	SLC35E2B	NM_001290264.2
chr1	1661477	1692795	1	lightgray	SLC35E2B	NM_001110781.3
chr1	1702378	1724357	1	lightgray	CDK11A	NM_024011.4
chr1	1702378	1724357	1	lightgray	CDK11A	NM_001313982.2
chr1	1702378	1724357	1	lightgray	CDK11A	NM_001313896.2
chr1	1702378	1724357	1	lightgray	CDK11A	NM_033529.4
chr1	1751231	1758642	1	lightgray	NADK	NM_001198995.1
chr1	1751231	1778470	1	lightgray	NADK	NM_001353642.2
chr1	1751231	1778470	1	lightgray	NADK	NM_023018.5
chr1	1751231	1778816	1	lightgray	NADK	NM_001198993.2
chr1	1751231	1780031	1	lightgray	NADK	NM_001198994.2
chr1	1751231	1780031	1	lightgray	NADK	NM_001353641.2
chr1	1785285	1891087	1	lightgray	GNB1	NM_002074.5
chr1	1785285	1891087	1	lightgray	GNB1	NM_001282538.2
chr1	1785285	1891087	1	lightgray	GNB1	NM_001282539.2
chr1	1915259	1917296	1	lightgray	CALML6	NM_001330313.2
chr1	1915259	1917296	1	lightgray	CALML6	NM_138705.4
chr1	1917590	1919279	1	lightgray	TMEM52	NM_178545.4
chr1	1921956	2003786	1	lightgray	CFAP74	NM_001304360.2
chr1	2019344	2030758	1	lightgray	GABRD	NM_000815.5
chr1	2050410	2185395	1	lightgray	PRKCZ	NM_002744.6
chr1	2073663	2185395	1	lightgray	PRKCZ	NM_001033581.3
chr1	2073663	2185395	1	lightgray	PRKCZ	NM_001350803.2
chr1	2073663	2185395	1	lightgray	PRKCZ	NM_001350806.2
chr1	2073663	2185395	1	lightgray	PRKCZ	NM_001350804.2
chr1	2074070	2185395	1	lightgray	PRKCZ	NM_001242874.3
chr1	2074070	2185395	1	lightgray	PRKCZ	NM_001350805.2
chr1	2104715	2185395	1	lightgray	PRKCZ	NM_001033582.3
chr1	2184476	2194772	1	lightgray	FAAP20	NM_001282671.2
chr1	2184476	2194772	1	lightgray	FAAP20	NM_001282672.2
chr1	2184476	2194772	1	lightgray	FAAP20	NM_001282673.2
chr1	2184476	2194772	1	lightgray	FAAP20	NM_001256945.2
chr1	2184476	2207733	1	lightgray	FAAP20	NM_001146310.2
chr1	2189547	2194772	1	lightgray	FAAP20	NM_182533.4
chr1	2189547	2194772	1	lightgray	FAAP20	NM_001256947.2
chr1	2189547	2212720	1	lightgray	FAAP20	NM_001282670.2
chr1	2191900	2194772	1	lightgray	FAAP20	NM_001256946.2
chr1	2228318	2310213	1	lightgray	SKI	NM_003036.4
chr1	2321252	2391554	1	lightgray	MORN1	NM_024848.3
chr1	2355154	2391554	1	lightgray	MORN1	NM_001301060.2
chr1	2391840	2405436	1	lightgray	RER1	NM_007033.5
chr1	2403973	2412564	1	lightgray	PEX10	NM_153818.2
chr1	2403973	2412564	1	lightgray	PEX10	NM_001374425.1
chr1	2403973	2412564	1	lightgray	PEX10	NM_002617.4
chr1	2403973	2413827	1	lightgray	PEX10	NM_001374426.1
chr1	2403973	2413827	1	lightgray	PEX10	NM_001374427.1
chr1	2467450	2505532	1	lightgray	PLCH2	NM_001303012.2
chr1	2476288	2505532	1	lightgray	PLCH2	NM_014638.4
chr1	2476314	2505530	1	lightgray	PLCH2	NM_001303013.1
chr1	2508536	2526596	1	lightgray	PANK4	NM_018216.4
chr1	2528744	2530263	1	lightgray	HES5	NM_001010926.4
chr1	2556370	2563829	1	lightgray	TNFRSF14	NM_001297605.2
chr1	2556370	2563829	1	lightgray	TNFRSF14	NM_003820.4
chr1	2586776	2591468	1	lightgray	PRXL2B	NM_001195741.3
chr1	2586776	2591468	1	lightgray	PRXL2B	NM_001195740.3
chr1	2586776	2591468	1	lightgray	PRXL2B	NM_001195738.3
chr1	2586776	2591468	1	lightgray	PRXL2B	NM_152371.5
chr1	2586776	2591468	1	lightgray	PRXL2B	NM_001195737.3
chr1	2586776	2591468	1	lightgray	PRXL2B	NM_001195736.3
chr1	2590638	2633016	1	lightgray	MMEL1	NM_033467.4
chr1	2636985	2801693	1	lightgray	TTC34	NM_001242672.3
chr1	3021466	3022903	1	lightgray	ACTRT2	NM_080431.5
chr1	3069202	3438621	1	lightgray	PRDM16	NM_199454.3
chr1	3069202	3438621	1	lightgray	PRDM16	NM_022114.4
chr1	3454664	3481113	1	lightgray	ARHGEF16	NM_014448.4
chr1	3487950	3611508	1	lightgray	MEGF6	NM_001409.4
chr1	3625014	3630127	1	lightgray	TPRG1L	NM_182752.4
chr1	3630769	3650103	1	lightgray	WRAP73	NM_017818.4
chr1	3652515	3736201	1	lightgray	TP73	NM_001204186.2
chr1	3652515	3736201	1	lightgray	TP73	NM_001204188.2
chr1	3652515	3736201	1	lightgray	TP73	NM_001204187.2
chr1	3652515	3736201	1	lightgray	TP73	NM_001204185.2
chr1	3652515	3736201	1	lightgray	TP73	NM_001204184.2
chr1	3652515	3736201	1	lightgray	TP73	NM_005427.4
chr1	3690671	3736201	1	lightgray	TP73	NM_001204189.2
chr1	3690671	3736201	1	lightgray	TP73	NM_001204191.2
chr1	3690671	3736201	1	lightgray	TP73	NM_001204190.2
chr1	3690671	3736201	1	lightgray	TP73	NM_001126242.3
chr1	3690671	3736201	1	lightgray	TP73	NM_001126241.3
chr1	3690671	3736201	1	lightgray	TP73	NM_001126240.3
chr1	3698045	3736201	1	lightgray	TP73	NM_001204192.2
chr1	3752449	3771645	1	lightgray	CCDC27	NM_152492.3
chr1	3772748	3775956	1	lightgray	SMIM1	NM_001379691.1
chr1	3772748	3775956	1	lightgray	SMIM1	NM_001288583.2
chr1	3772748	3775956	1	lightgray	SMIM1	NM_001379690.1
chr1	3772748	3775956	1	lightgray	SMIM1	NM_001163724.3
chr1	3778558	3796498	1	lightgray	LRRC47	NM_020710.3
chr1	3812085	3857211	1	lightgray	CEP104	NM_014704.4
chr1	3857475	3885429	1	lightgray	DFFB	NM_004402.4
chr1	3857475	3885429	1	lightgray	DFFB	NM_001320136.2
chr1	3857475	3885429	1	lightgray	DFFB	NM_001320132.2
chr1	3857475	3885429	1	lightgray	DFFB	NM_001282669.2
chr1	3889132	3900272	1	lightgray	C1orf174	NM_207356.3
chr1	4654608	4777795	1	lightgray	AJAP1	NM_001042478.2
chr1	4654608	4792534	1	lightgray	AJAP1	NM_018836.4
chr1	5862810	5992425	1	lightgray	NPHP4	NM_015102.5
chr1	5862810	5992425	1	lightgray	NPHP4	NM_001291593.2
chr1	5862810	5992425	1	lightgray	NPHP4	NM_001291594.2
chr1	5992675	6101180	1	lightgray	KCNAB2	NM_001199861.2
chr1	6026332	6101180	1	lightgray	KCNAB2	NM_172130.3
chr1	6026332	6101180	1	lightgray	KCNAB2	NM_003636.4
chr1	6034687	6101180	1	lightgray	KCNAB2	NM_001199860.2
chr1	6045887	6101180	1	lightgray	KCNAB2	NM_001199863.2
chr1	6045887	6101180	1	lightgray	KCNAB2	NM_001199862.2
chr1	6101786	6180321	1	lightgray	CHD5	NM_015557.3
chr1	6185019	6199595	1	lightgray	RPL22	NM_000983.4
chr1	6206118	6221299	1	lightgray	RNF207	NM_207396.3
chr1	6221192	6235964	1	lightgray	ICMT	NM_012405.4
chr1	6244178	6245578	1	lightgray	HES3	NM_001024598.4
chr1	6247352	6261098	1	lightgray	GPR153	NM_207370.4
chr1	6264271	6358929	1	lightgray	ACOT7	NM_181866.3
chr1	6264271	6360714	1	lightgray	ACOT7	NM_181865.3
chr1	6264271	6385768	1	lightgray	ACOT7	NM_181864.3
chr1	6264271	6393767	1	lightgray	ACOT7	NM_007274.4
chr1	6415231	6419919	1	lightgray	HES2	NM_019089.5
chr1	6424775	6460944	1	lightgray	ESPN	NM_001367473.1
chr1	6424775	6460944	1	lightgray	ESPN	NM_001367474.1
chr1	6424775	6460944	1	lightgray	ESPN	NM_031475.3
chr1	6460785	6466173	1	lightgray	TNFRSF25	NM_148965.2
chr1	6460785	6466173	1	lightgray	TNFRSF25	NM_003790.3
chr1	6460785	6466173	1	lightgray	TNFRSF25	NM_148966.2
chr1	6460785	6466173	1	lightgray	TNFRSF25	NM_148967.2
chr1	6460785	6466173	1	lightgray	TNFRSF25	NM_148970.2
chr1	6464110	6466173	1	lightgray	TNFRSF25	NM_001039664.2
chr1	6466091	6485469	1	lightgray	PLEKHG5	NM_001265593.1
chr1	6466091	6485954	1	lightgray	PLEKHG5	NM_001042665.1
chr1	6466091	6490580	1	lightgray	PLEKHG5	NM_001042664.1
chr1	6466091	6490580	1	lightgray	PLEKHG5	NM_001265594.2
chr1	6467121	6491667	1	lightgray	PLEKHG5	NM_020631.6
chr1	6467121	6497231	1	lightgray	PLEKHG5	NM_001265592.2
chr1	6467121	6497412	1	lightgray	PLEKHG5	NM_001042663.3
chr1	6467121	6520092	1	lightgray	PLEKHG5	NM_198681.4
chr1	6521346	6554513	1	lightgray	NOL9	NM_024654.5
chr1	6555306	6579755	1	lightgray	TAS1R1	NM_177540.3
chr1	6555306	6579755	1	lightgray	TAS1R1	NM_138697.4
chr1	6579993	6589280	1	lightgray	ZBTB48	NM_001278647.2
chr1	6579993	6589280	1	lightgray	ZBTB48	NM_001278648.2
chr1	6579993	6589280	1	lightgray	ZBTB48	NM_005341.4
chr1	6590723	6602869	1	lightgray	KLHL21	NM_001324309.2
chr1	6590723	6602869	1	lightgray	KLHL21	NM_014851.4
chr1	6613730	6624030	1	lightgray	PHF13	NM_153812.3
chr1	6624867	6633562	1	lightgray	THAP3	NM_001195752.2
chr1	6624867	6633562	1	lightgray	THAP3	NM_001195753.2
chr1	6625182	6633562	1	lightgray	THAP3	NM_001394500.1
chr1	6625182	6633562	1	lightgray	THAP3	NM_001394499.1
chr1	6625182	6633562	1	lightgray	THAP3	NM_001394496.1
chr1	6625182	6635595	1	lightgray	THAP3	NM_001394498.1
chr1	6625182	6635595	1	lightgray	THAP3	NM_001394497.1
chr1	6625182	6635595	1	lightgray	THAP3	NM_138350.4
chr1	6634169	6701816	1	lightgray	DNAJC11	NM_018198.4
chr1	6785453	6872016	1	lightgray	CAMTA1	NM_001195563.2
chr1	6785453	6872016	1	lightgray	CAMTA1	NM_001349627.2
chr1	6785453	6888201	1	lightgray	CAMTA1	NM_001242701.2
chr1	6785453	7769706	1	lightgray	CAMTA1	NM_001349612.2
chr1	6785453	7769706	1	lightgray	CAMTA1	NM_001349608.2
chr1	6785453	7769706	1	lightgray	CAMTA1	NM_001349610.2
chr1	6785453	7769706	1	lightgray	CAMTA1	NM_001349609.2
chr1	6785453	7769706	1	lightgray	CAMTA1	NM_015215.4
chr1	7669729	7769706	1	lightgray	CAMTA1	NM_001349623.1
chr1	7669729	7769706	1	lightgray	CAMTA1	NM_001349625.2
chr1	7669729	7769706	1	lightgray	CAMTA1	NM_001349621.1
chr1	7669729	7769706	1	lightgray	CAMTA1	NM_001349620.1
chr1	7669729	7769706	1	lightgray	CAMTA1	NM_001349614.1
chr1	7669764	7769706	1	lightgray	CAMTA1	NM_001349617.1
chr1	7680087	7769706	1	lightgray	CAMTA1	NM_001349613.1
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349624.3
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349626.2
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349622.2
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349619.2
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349618.2
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349615.2
chr1	7704735	7769706	1	lightgray	CAMTA1	NM_001349616.2
chr1	7771295	7781432	1	lightgray	VAMP3	NM_004781.4
chr1	7784290	7845177	1	lightgray	PER3	NM_001377276.1
chr1	7784290	7845177	1	lightgray	PER3	NM_001377275.1
chr1	7784290	7845177	1	lightgray	PER3	NM_016831.4
chr1	7784290	7845177	1	lightgray	PER3	NM_001289864.3
chr1	7784290	7845177	1	lightgray	PER3	NM_001289863.3
chr1	7784290	7845177	1	lightgray	PER3	NM_001289861.2
chr1	7784428	7845177	1	lightgray	PER3	NM_001289862.2
chr1	7847611	7853065	1	lightgray	UTS2	NM_006786.4
chr1	7847611	7853491	1	lightgray	UTS2	NM_021995.2
chr1	7915870	7940839	1	lightgray	TNFRSF9	NM_001561.6
chr1	7961710	7985505	1	lightgray	PARK7	NM_001123377.2
chr1	7961710	7985505	1	lightgray	PARK7	NM_007262.5
chr1	8011726	8026309	1	lightgray	ERRFI1	NM_018948.4
chr1	8318113	8344165	1	lightgray	SLC45A1	NM_001379618.1
chr1	8318113	8344165	1	lightgray	SLC45A1	NM_001379617.1
chr1	8318113	8344165	1	lightgray	SLC45A1	NM_001379616.1
chr1	8318113	8344165	1	lightgray	SLC45A1	NM_001379615.1
chr1	8318113	8344165	1	lightgray	SLC45A1	NM_001080397.3
chr1	8318113	8344165	1	lightgray	SLC45A1	NM_001379614.1
chr1	8352403	8423832	1	lightgray	RERE	NM_001042682.2
chr1	8352403	8817640	1	lightgray	RERE	NM_012102.4
chr1	8352403	8817640	1	lightgray	RERE	NM_001042681.2
chr1	8860999	8878686	1	lightgray	ENO1	NM_001201483.4
chr1	8860999	8878686	1	lightgray	ENO1	NM_001353346.3
chr1	8860999	8878686	1	lightgray	ENO1	NM_001428.5
chr1	8945867	8974444	1	lightgray	CA6	NM_001270500.2
chr1	8945867	8975092	1	lightgray	CA6	NM_001270502.2
chr1	8945867	8975092	1	lightgray	CA6	NM_001270501.2
chr1	8945867	8975092	1	lightgray	CA6	NM_001215.4
chr1	9002972	9026423	1	lightgray	SLC2A7	NM_207420.3
chr1	9035105	9069635	1	lightgray	SLC2A5	NM_003039.3
chr1	9035105	9069635	1	lightgray	SLC2A5	NM_001328620.2
chr1	9035105	9069635	1	lightgray	SLC2A5	NM_001328621.2
chr1	9035105	9072259	1	lightgray	SLC2A5	NM_001328619.2
chr1	9040079	9069635	1	lightgray	SLC2A5	NM_001135585.2
chr1	9100304	9129102	1	lightgray	GPR157	NM_024980.5
chr1	9234773	9271337	1	lightgray	H6PD	NM_004285.4
chr1	9239846	9271337	1	lightgray	H6PD	NM_001282587.2
chr1	9292893	9369532	1	lightgray	SPSB1	NM_025106.4
chr1	9539464	9585173	1	lightgray	SLC25A33	NM_032315.3
chr1	9588910	9604949	1	lightgray	TMEM201	NM_001010866.4
chr1	9588910	9614877	1	lightgray	TMEM201	NM_001130924.3
chr1	9651730	9729114	1	lightgray	PIK3CD	NM_005026.5
chr1	9689543	9729114	1	lightgray	PIK3CD	NM_001350234.2
chr1	9691466	9728925	1	lightgray	PIK3CD	NM_001350235.1
chr1	9728925	9823965	1	lightgray	CLSTN1	NM_001009566.3
chr1	9729020	9824526	1	lightgray	CLSTN1	NM_001302883.1
chr1	9729020	9824526	1	lightgray	CLSTN1	NM_014944.4
chr1	9848275	9910269	1	lightgray	CTNNBIP1	NM_020248.3
chr1	9848275	9910269	1	lightgray	CTNNBIP1	NM_001012329.2
chr1	9922117	9943391	1	lightgray	LZIC	NM_001316975.2
chr1	9926292	9943391	1	lightgray	LZIC	NM_032368.5
chr1	9926292	9943391	1	lightgray	LZIC	NM_001316973.2
chr1	9926292	9943391	1	lightgray	LZIC	NM_001316976.2
chr1	9926292	9943391	1	lightgray	LZIC	NM_001316974.2
chr1	9942922	9985498	1	lightgray	NMNAT1	NM_001297778.1
chr1	9943474	9981766	1	lightgray	NMNAT1	NM_001297779.2
chr1	9943474	9985498	1	lightgray	NMNAT1	NM_022787.4
chr1	9997227	10016021	1	lightgray	RBP7	NM_052960.3
chr1	10032957	10181239	1	lightgray	UBE4B	NM_006048.5
chr1	10032957	10181239	1	lightgray	UBE4B	NM_001105562.3
chr1	10210569	10308597	1	lightgray	KIF1B	NM_183416.4
chr1	10210569	10381603	1	lightgray	KIF1B	NM_001365951.3
chr1	10210705	10381603	1	lightgray	KIF1B	NM_015074.3
chr1	10211615	10381603	1	lightgray	KIF1B	NM_001365952.1
chr1	10230763	10308597	1	lightgray	KIF1B	NM_001365953.1
chr1	10399063	10420511	1	lightgray	PGD	NM_001304451.2
chr1	10399063	10420511	1	lightgray	PGD	NM_002631.4
chr1	10399063	10420511	1	lightgray	PGD	NM_001304452.2
chr1	10430432	10442808	1	lightgray	CENPS	NM_199294.3
chr1	10430432	10452153	1	lightgray	CENPS-CORT	NM_199006.3
chr1	10430432	10452153	1	lightgray	CENPS-CORT	NM_198544.4
chr1	10430432	10452153	1	lightgray	CENPS-CORT	NM_001270517.2
chr1	10430749	10452153	1	lightgray	CENPS-CORT	NM_001243768.2
chr1	10450030	10451998	1	lightgray	CORT	NM_001302.5
chr1	10456521	10472529	1	lightgray	DFFA	NM_004401.3
chr1	10460530	10472529	1	lightgray	DFFA	NM_213566.2
chr1	10474949	10630758	1	lightgray	PEX14	NM_004565.3
chr1	10636603	10796646	1	lightgray	CASZ1	NM_001079843.3
chr1	10647210	10796646	1	lightgray	CASZ1	NM_017766.5
chr1	10946474	10966687	1	lightgray	C1orf127	NM_001366227.2
chr1	10946474	10982076	1	lightgray	C1orf127	NM_001170754.2
chr1	11012653	11025492	1	lightgray	TARDBP	NM_007375.4
chr1	11026522	11047239	1	lightgray	MASP2	NM_006610.4
chr1	11044797	11047239	1	lightgray	MASP2	NM_139208.3
chr1	11054588	11060018	1	lightgray	SRM	NM_003132.3
chr1	11066617	11099869	1	lightgray	EXOSC10	NM_001001998.3
chr1	11066617	11099869	1	lightgray	EXOSC10	NM_002685.4
chr1	11106534	11262551	1	lightgray	MTOR	NM_001386500.1
chr1	11106534	11262551	1	lightgray	MTOR	NM_004958.4
chr1	11106534	11262551	1	lightgray	MTOR	NM_001386501.1
chr1	11189354	11195981	1	lightgray	ANGPTL7	NM_021146.4
chr1	11273197	11288434	1	lightgray	UBIAD1	NM_013319.3
chr1	11273197	11299574	1	lightgray	UBIAD1	NM_001330350.2
chr1	11273197	11299574	1	lightgray	UBIAD1	NM_001330349.2
chr1	11479154	11537551	1	lightgray	DISP3	NM_020780.2
chr1	11648386	11654429	1	lightgray	FBXO2	NM_012168.6
chr1	11654406	11663327	1	lightgray	FBXO44	NM_183412.3
chr1	11654406	11663327	1	lightgray	FBXO44	NM_001304791.2
chr1	11654876	11663327	1	lightgray	FBXO44	NM_183413.3
chr1	11654876	11663327	1	lightgray	FBXO44	NM_001330355.2
chr1	11654876	11663327	1	lightgray	FBXO44	NM_033182.7
chr1	11654876	11663327	1	lightgray	FBXO44	NM_001304790.2
chr1	11654876	11663327	1	lightgray	FBXO44	NM_001014765.2
chr1	11664199	11674354	1	lightgray	FBXO6	NM_018438.6
chr1	11674479	11681148	1	lightgray	MAD2L2	NM_006341.4
chr1	11674479	11691559	1	lightgray	MAD2L2	NM_001127325.2
chr1	11691709	11725857	1	lightgray	DRAXIN	NM_198545.4
chr1	11736135	11750769	1	lightgray	AGTRAP	NM_001040195.2
chr1	11736135	11750769	1	lightgray	AGTRAP	NM_001040194.2
chr1	11736135	11750769	1	lightgray	AGTRAP	NM_020350.5
chr1	11736135	11750769	1	lightgray	AGTRAP	NM_001040196.2
chr1	11736135	11750769	1	lightgray	AGTRAP	NM_001040197.2
chr1	11762192	11789585	1	lightgray	C1orf167	NM_001010881.2
chr1	11785722	11803537	1	lightgray	MTHFR	NM_001330358.2
chr1	11785722	11805964	1	lightgray	MTHFR	NM_005957.5
chr1	11806190	11843130	1	lightgray	CLCN6	NM_001256959.2
chr1	11806190	11843130	1	lightgray	CLCN6	NM_001286.5
chr1	11845708	11847783	1	lightgray	NPPA	NM_006172.4
chr1	11857463	11858945	1	lightgray	NPPB	NM_002521.3
chr1	11919590	11926427	1	lightgray	KIAA2013	NM_138346.3
chr1	11934716	11975537	1	lightgray	PLOD1	NM_000302.4
chr1	11934716	11975537	1	lightgray	PLOD1	NM_001316320.2
chr1	11980443	12013508	1	lightgray	MFN2	NM_001127660.2
chr1	11980443	12013508	1	lightgray	MFN2	NM_014874.4
chr1	12019497	12032045	1	lightgray	MIIP	NM_021933.4
chr1	12063302	12144207	1	lightgray	TNFRSF8	NM_001281430.3
chr1	12063302	12144207	1	lightgray	TNFRSF8	NM_001243.5
chr1	12166990	12209220	1	lightgray	TNFRSF1B	NM_001066.3
chr1	12230029	12512047	1	lightgray	VPS13D	NM_018156.4
chr1	12230029	12512047	1	lightgray	VPS13D	NM_015378.4
chr1	12567909	12596613	1	lightgray	DHRS3	NM_001324370.2
chr1	12567909	12616789	1	lightgray	DHRS3	NM_001319225.2
chr1	12567909	12618210	1	lightgray	DHRS3	NM_004753.7
chr1	12644084	12667076	1	lightgray	AADACL4	NM_001013630.2
chr1	12716109	12728760	1	lightgray	AADACL3	NM_001103170.3
chr1	12746199	12763699	1	lightgray	CFAP107	NM_001330361.2
chr1	12746199	12763699	1	lightgray	CFAP107	NM_152290.4
chr1	12773737	12777906	1	lightgray	PRAMEF12	NM_001080830.5
chr1	12791396	12796628	1	lightgray	PRAMEF1	NM_023013.4
chr1	12794690	12796628	1	lightgray	PRAMEF1	NM_001294139.1
chr1	12824604	12831410	1	lightgray	PRAMEF11	NM_001146344.3
