chr_name	start	end	val	color
chr6	55000000	59999999	0.920984654	red
chr6	60000000	64999999	3.21224327	red
chr6	65000000	69999999	0.041126133	red
chr6	70000000	74999999	0.036845093	red
chr6	75000000	79999999	1.864501776	red
chr6	80000000	84999999	0.406144781	blue
chr6	85000000	89999999	0.736776001	blue
chr6	90000000	94999999	0.979391926	blue
chr6	95000000	99999999	0.118799268	blue
chr6	100000000	114999999	1.595095846	blue
chr6	115000000	119999999	0.077503987	blue
chr6	120000000	124999999	4.297821574	blue
chr6	125000000	139999999	0.184783848	blue
chr6	140000000	144999999	1.44241399	blue
chr6	145000000	169999999	1.47932454	blue
chr7	10000000	14999999	0.25699002	blue
chr7	15000000	24999999	1.854651926	blue
chr7	25000000	29999999	0.05292115	blue
chr7	30000000	39999999	0.041948824	blue
chr7	40000000	49999999	1.699828347	blue
chr7	50000000	64999999	0.989835365	blue
chr7	65000000	79999999	0.126138858	blue
chr7	80000000	84999999	0.716076911	blue
chr7	85000000	89999999	0.776266926	blue
chr7	90000000	104999999	2.903998072	blue
chr7	105000000	109999999	0.098255955	blue
chr7	110000000	114999999	0.476271536	blue
chr7	115000000	119999999	0.645662164	blue
chr7	120000000	139999999	1.623015942	blue
chr8	20000000	49999999	0.468223266	blue
chr8	50000000	59999999	0.0812562	blue
chr8	60000000	64999999	0.320689388	blue
chr8	65000000	69999999	0.122344243	blue
chr8	70000000	74999999	0.178434813	blue
chr8	75000000	84999999	3.326785454	blue
chr8	85000000	89999999	0.39378715	blue
chr8	90000000	94999999	0.265664086	blue
chr8	95000000	104999999	0.967978023	blue
chr8	105000000	109999999	1.246140158	blue
chr8	110000000	114999999	0.718393603	blue
chr8	115000000	119999999	0.426107954	blue
chr8	120000000	129999999	0.194812934	blue
chr8	130000000	134999999	0.365214216	blue
chr8	135000000	139999999	0.530002667	blue
chr8	140000000	144999999	0.810827479	blue
chr9	0	4999999	2.307569774	blue
chr9	5000000	9999999	0.644571009	blue
chr9	10000000	14999999	2.046089666	blue
chr9	15000000	19999999	1.422952623	blue
chr9	20000000	24999999	0.225869609	blue
chr9	25000000	29999999	0.413266139	blue
chr9	30000000	39999999	2.624871649	blue
chr9	40000000	44999999	1.913833228	blue
chr9	45000000	64999999	0.125109584	blue
chr9	65000000	79999999	1.210456489	blue
chr9	80000000	99999999	0.51545071	blue
chr9	100000000	114999999	0.085750677	blue
chr9	115000000	139999999	2.032450748	blue
chr10	40000000	44999999	0.843297362	blue
chr10	45000000	49999999	0.893295299	blue
chr10	50000000	64999999	2.481696958	blue
chr10	65000000	74999999	1.38192794	blue
chr10	75000000	79999999	0.011872433	blue
chr10	80000000	89999999	0.000554947	blue
chr10	90000000	104999999	0.385968505	blue
chr10	105000000	129999999	2.510883496	blue
chr10	130000000	134999999	2.311905364	blue
chr11	0	4999999	1.243657619	blue
chr11	5000000	9999999	1.911169119	blue
chr11	10000000	14999999	1.079652567	blue
chr11	15000000	19999999	2.619762266	blue
chr11	20000000	24999999	0.257558874	blue
chr11	25000000	29999999	2.394581162	blue
chr11	30000000	34999999	3.24509585	blue
chr11	35000000	39999999	0.230435895	blue
chr11	40000000	49999999	0.173102221	blue
chr11	50000000	54999999	0.832632448	blue
chr11	55000000	79999999	0.046538941	blue
chr11	80000000	84999999	1.827172581	blue
chr11	85000000	89999999	0.909248832	blue
chr11	90000000	94999999	1.038796881	blue
chr11	95000000	99999999	0.107021099	blue
chr11	100000000	109999999	1.98674372	blue
chr11	110000000	119999999	0.244858041	blue
chr11	120000000	124999999	0.137285786	blue
chr11	125000000	129999999	0.324441839	blue
chr12	15000000	29999999	1.035480663	blue
chr12	30000000	34999999	0.287106443	blue
chr12	35000000	39999999	0.005487949	blue
chr12	40000000	54999999	2.244696954	blue
chr12	55000000	69999999	0.115504557	blue
chr12	70000000	74999999	0.327923093	blue
chr12	75000000	79999999	2.827486338	blue
chr12	80000000	84999999	2.70741345	blue
chr12	85000000	109999999	1.199556622	blue
chr12	110000000	124999999	2.63512104	blue
chr12	125000000	129999999	0.286428964	blue
chr13	35000000	49999999	1.743368236	blue
chr13	50000000	54999999	0.828561715	blue
chr13	55000000	59999999	0.756788116	blue
chr13	60000000	64999999	1.66138567	blue
chr13	65000000	69999999	0.361006167	blue
chr13	70000000	74999999	0.086902368	blue
chr13	75000000	79999999	1.644918563	blue
chr13	80000000	84999999	0.700546887	blue
chr13	85000000	99999999	2.008880955	blue
chr13	100000000	109999999	1.056700532	blue
chr14	15000000	19999999	1.264809839	blue
chr14	20000000	24999999	0.279193292	blue
chr14	25000000	34999999	0.081245665	blue
chr14	35000000	39999999	0.175169179	blue
chr14	40000000	64999999	0.587449364	blue
chr14	65000000	79999999	3.12871402	blue
chr14	80000000	94999999	0.661105958	blue
chr14	95000000	104999999	2.457391466	blue
chr15	15000000	29999999	0.675880658	blue
chr15	30000000	34999999	0.296852614	blue
chr15	35000000	49999999	0.148769886	blue
chr15	50000000	54999999	1.005393121	blue
chr15	55000000	64999999	0.055582945	blue
chr15	65000000	74999999	1.14664124	blue
chr15	75000000	89999999	0.691367296	blue
chr15	90000000	94999999	0.131243868	blue
chr15	95000000	99999999	0.228396955	blue
chr16	30000000	49999999	0.086016401	blue
chr16	50000000	59999999	2.400835014	blue
chr17	15000000	29999999	0.675880658	blue
chr17	30000000	34999999	0.296852614	blue
chr17	35000000	49999999	0.148769886	blue
chr17	50000000	54999999	1.005393121	blue
chr17	55000000	64999999	0.055582945	blue
chr18	20000000	24999999	0.917229007	blue
chr18	25000000	29999999	0.112918699	blue
chr18	30000000	34999999	1.044802276	blue
chr18	35000000	39999999	0.027650454	blue
chr18	40000000	44999999	0.288165507	blue
chr18	45000000	59999999	4.641072028	blue
chr18	60000000	64999999	0.797419207	blue
chr18	65000000	69999999	0.623123822	blue
chr19	0	4999999	0.260881739	blue
chr19	5000000	14999999	0.410505767	blue
chr19	15000000	19999999	1.812716451	blue
chr19	20000000	44999999	1.042160602	blue
chr19	45000000	59999999	0.170683391	blue
chr20	10000000	14999999	1.194119365	blue
chr20	15000000	19999999	1.432884921	blue
chr20	20000000	49999999	0.106606985	blue
chr20	50000000	54999999	0.376472093	blue
chr21	10000000	14999999	0.555750173	blue
chr21	15000000	19999999	1.619947696	blue
chr21	20000000	24999999	0.630017786	blue
chr21	25000000	44999999	0.857721423	blue
chr22	0	9999999	1.183595379	blue
chrX	10000000	14999999	1.281251765	blue
chrX	15000000	19999999	1.629667328	blue
chrX	20000000	24999999	1.476121118	blue
chrX	25000000	29999999	1.120426705	blue
chrX	30000000	34999999	2.080306223	blue
chrX	35000000	44999999	2.342647726	blue
chrX	45000000	49999999	0.612010974	blue
chrX	50000000	54999999	0.718935577	blue
chrX	55000000	59999999	0.805047306	blue
chrX	60000000	64999999	2.728097754	blue
chrX	65000000	69999999	0.159287546	blue
chrX	70000000	74999999	0.327402177	blue
chrX	75000000	79999999	0.825559649	blue
chrX	80000000	84999999	1.817255831	blue
chrX	85000000	89999999	0.090850738	blue
chrX	90000000	94999999	0.136107765	blue
chrX	95000000	99999999	0.488086501	blue
chrX	100000000	104999999	3.800516067	blue
chrX	105000000	109999999	0.827495007	blue
chrX	110000000	114999999	0.314282498	blue
chrX	115000000	119999999	0.178856401	blue
chrX	120000000	124999999	1.017670293	blue
chrX	125000000	129999999	0.547789274	blue
chrX	130000000	134999999	1.104428711	blue
chrX	135000000	139999999	1.395411888	blue
chrX	140000000	144999999	3.264821006	blue
chrX	145000000	149999999	0.911559438	blue
chrY	5000000	9999999	2.590765496	blue
chrY	10000000	54999999	1.134122593	blue
