chr_name	start	end	val	color
chr2	220000000	224999999	0.115627	pink
chr2	240000000	244999999	0.000191	pink
chr3	0	4999999	0.254668	red
chr3	15000000	19999999	0.14233	pink
chr3	40000000	44999999	0.104252	pink
chr3	45000000	49999999	0.012736	pink
chr3	50000000	54999999	0.074515	pink
chr3	60000000	64999999	0.235448	pink
chr3	65000000	69999999	0.151597	pink
chr3	70000000	74999999	0.202422	pink
chr3	75000000	79999999	0.198831	pink
chr3	80000000	84999999	0.190274	pink
chr3	85000000	89999999	0.158496	pink
chr3	90000000	94999999	0.289692	pink
chr3	95000000	99999999	0.13667	pink
chr3	100000000	104999999	0.211257	pink
chr3	105000000	109999999	0.264618	pink
chr3	110000000	114999999	0.232718	pink
chr3	115000000	119999999	0.447877	pink
chr3	120000000	124999999	0.127344	pink
chr3	130000000	134999999	0.060828	pink
chr3	135000000	139999999	0.167436	pink
chr3	140000000	144999999	0.160368	pink
chr3	145000000	149999999	0.261633	pink
chr3	155000000	159999999	0.16783	pink
chr3	160000000	164999999	0.130948	pink
chr3	165000000	169999999	0.157522	pink
chr4	5000000	9999999	0.003871	pink
chr4	10000000	14999999	0.101899	pink
chr4	15000000	19999999	0.10506	pink
chr4	20000000	24999999	0.183899	pink
chr4	30000000	34999999	0.160165	pink
chr4	45000000	49999999	0.035085	pink
chr4	50000000	54999999	0.13747	pink
chr4	55000000	59999999	0.074321	pink
chr4	60000000	64999999	0.108696	pink
chr4	65000000	69999999	0.14502	pink
chr4	70000000	74999999	0.096959	pink
chr4	95000000	99999999	0.230866	pink
chr4	100000000	104999999	0.164243	pink
chr4	105000000	109999999	0.287146	pink
chr4	110000000	114999999	0.111103	pink
chr4	115000000	119999999	0.167513	pink
chr4	120000000	124999999	0.151372	pink
chr4	125000000	129999999	0.130052	pink
chr4	130000000	134999999	0.196394	pink
chr4	135000000	139999999	0.205271	pink
chr4	155000000	159999999	0.124661	pink
chr4	165000000	169999999	0.077013	pink
chr4	170000000	174999999	0.119523	pink
chr4	175000000	179999999	0.136018	pink
chr4	180000000	184999999	0.075189	pink
chr4	190000000	194999999	0.143221	pink
chr5	0	4999999	0.051608	pink
chr5	20000000	24999999	0.048667	pink
chr5	25000000	29999999	0.157727	pink
chr5	35000000	39999999	0.135251	pink
chr5	40000000	44999999	0.212151	pink
chr5	45000000	49999999	0.108005	pink
chr5	50000000	54999999	0.202523	pink
chr5	55000000	59999999	0.141756	pink
chr5	60000000	64999999	0.198889	pink
chr5	65000000	69999999	0.036018	pink
chr5	80000000	84999999	0.193057	pink
chr5	85000000	89999999	0.376494	pink
chr5	90000000	94999999	0.331613	pink
chr5	95000000	99999999	0.182445	pink
chr5	100000000	104999999	0.258081	pink
chr5	105000000	109999999	0.276651	pink
chr5	110000000	114999999	0.138339	pink
chr5	115000000	119999999	0.185728	pink
chr5	120000000	124999999	0.280432	pink
chr5	125000000	129999999	0.231587	pink
chr5	140000000	144999999	0.219056	pink
chr5	160000000	164999999	0.220651	pink
chr5	165000000	169999999	0.264562	pink
chr6	5000000	9999999	0.039022	pink
chr6	25000000	29999999	0.060995	pink
chr6	30000000	34999999	0.026132	pink
chr6	45000000	49999999	0.152129	pink
chr6	50000000	54999999	0.153833	pink
chr6	55000000	59999999	0.16414	pink
chr6	60000000	64999999	0.119126	pink
chr6	65000000	69999999	0.108043	pink
chr6	70000000	74999999	0.073205	pink
chr6	75000000	79999999	0.190887	pink
chr6	80000000	84999999	0.202893	pink
chr6	85000000	89999999	0.192816	pink
chr6	90000000	94999999	0.312103	pink
chr6	95000000	99999999	0.334671	pink
chr6	100000000	104999999	0.282048	pink
chr6	115000000	119999999	0.239301	pink
chr6	120000000	124999999	0.200419	pink
chr6	125000000	129999999	0.245078	pink
chr6	140000000	144999999	0.183516	pink
chr6	145000000	149999999	0.147346	pink
chr6	170000000	174999999	0.056223	pink
chr7	10000000	14999999	0.22298	pink
chr7	15000000	19999999	0.204196	pink
chr7	25000000	29999999	0.217879	pink
chr7	30000000	34999999	0.184464	pink
chr7	40000000	44999999	0.052866	pink
chr7	50000000	54999999	0.048205	pink
chr7	65000000	69999999	0.035049	pink
chr7	80000000	84999999	0.13274	pink
chr7	85000000	89999999	0.209133	pink
chr7	90000000	94999999	0.304275	pink
chr7	105000000	109999999	0.118309	pink
chr7	110000000	114999999	0.334958	pink
chr7	115000000	119999999	0.231211	pink
chr7	120000000	124999999	0.195226	pink
chr7	140000000	144999999	0.069827	pink
chr8	20000000	24999999	0.006915	pink
chr8	50000000	54999999	0.034235	pink
chr8	60000000	64999999	0.217537	pink
chr8	65000000	69999999	0.120969	pink
chr8	70000000	74999999	0.183611	pink
chr8	75000000	79999999	0.281687	pink
chr8	85000000	89999999	0.112075	pink
chr8	90000000	94999999	0.310729	pink
chr8	95000000	99999999	0.029676	pink
chr8	105000000	109999999	0.259072	pink
chr8	110000000	114999999	0.167306	pink
chr8	115000000	119999999	0.276128	pink
chr8	120000000	124999999	0.07873	pink
chr8	130000000	134999999	0.068647	pink
chr8	135000000	139999999	0.074395	pink
chr8	140000000	144999999	0.001728	pink
chr8	145000000	149999999	0.201011	pink
chr9	0	4999999	0.145533	pink
chr9	5000000	9999999	0.094978	pink
chr9	10000000	14999999	0.231767	pink
chr9	15000000	19999999	0.141332	pink
chr9	20000000	24999999	0.311918	pink
chr9	25000000	29999999	0.210772	pink
chr9	30000000	34999999	0.049249	pink
chr9	40000000	44999999	0.148875	pink
chr9	45000000	49999999	0.08773	pink
chr9	65000000	69999999	0.182395	pink
chr9	80000000	84999999	0.341093	pink
chr9	100000000	104999999	0.168489	pink
chr9	115000000	119999999	0.139553	pink
chr9	140000000	144999999	0.037919	pink
chr10	40000000	44999999	0.069198	pink
chr10	45000000	49999999	0.059373	pink
chr10	50000000	54999999	0.094541	pink
chr10	65000000	69999999	0.102449	pink
chr10	75000000	79999999	0.131872	pink
chr10	80000000	84999999	0.067972	pink
chr10	90000000	94999999	0.081228	pink
chr10	105000000	109999999	0.159827	pink
chr10	130000000	134999999	0.011768	pink
chr10	135000000	139999999	0.015948	pink
chr11	0	4999999	0.049448	pink
chr11	5000000	9999999	0.178401	pink
chr11	10000000	14999999	0.203679	pink
chr11	15000000	19999999	0.150254	pink
chr11	20000000	24999999	0.114591	pink
chr11	25000000	29999999	0.20258	pink
chr11	30000000	34999999	0.126903	pink
chr11	35000000	39999999	0.094663	pink
chr11	40000000	44999999	0.105383	pink
chr11	50000000	54999999	0.442162	pink
chr11	55000000	59999999	0.151954	pink
chr11	80000000	84999999	0.233682	red
chr11	85000000	89999999	0.097854	pink
chr11	90000000	94999999	0.202255	pink
chr11	95000000	99999999	0.161879	pink
chr11	100000000	104999999	0.036104	pink
chr11	110000000	114999999	0.240378	pink
chr11	120000000	124999999	0.119544	pink
chr11	125000000	129999999	0.129117	pink
chr11	130000000	134999999	0.13476	pink
chr12	15000000	19999999	0.20276	pink
chr12	30000000	34999999	0.010777	pink
chr12	35000000	39999999	0.112535	pink
chr12	40000000	44999999	0.195458	pink
chr12	55000000	59999999	0.147028	pink
chr12	70000000	74999999	0.177857	pink
chr12	75000000	79999999	0.129291	pink
chr12	80000000	84999999	0.162775	pink
chr12	85000000	89999999	0.233374	pink
chr12	110000000	114999999	0.010515	pink
chr12	125000000	129999999	0.021818	pink
chr12	130000000	134999999	0.03015	pink
chr13	35000000	39999999	0.153345	pink
chr13	50000000	54999999	0.117015	pink
chr13	55000000	59999999	0.182564	pink
chr13	60000000	64999999	0.187096	pink
chr13	65000000	69999999	0.177656	pink
chr13	70000000	74999999	0.179224	pink
chr13	75000000	79999999	0.230108	pink
chr13	80000000	84999999	0.099215	pink
chr13	85000000	89999999	0.102714	pink
chr13	100000000	104999999	0.121626	pink
chr13	110000000	114999999	0.052188	pink
chr14	15000000	19999999	0.212517	pink
chr14	20000000	24999999	0.097492	pink
chr14	25000000	29999999	0.332257	pink
chr14	35000000	39999999	0.302913	pink
chr14	40000000	44999999	0.137202	pink
chr14	65000000	69999999	0.133464	pink
chr14	80000000	84999999	0.145301	pink
chr14	95000000	99999999	0.031903	pink
chr14	105000000	109999999	0.21811	pink
chr15	15000000	19999999	0.169078	pink
chr15	30000000	34999999	0.195057	pink
chr15	35000000	39999999	0.035656	pink
chr15	50000000	54999999	0.140731	pink
chr15	55000000	59999999	0.093326	pink
chr15	65000000	69999999	0.116611	pink
chr15	75000000	79999999	0.036988	pink
chr15	90000000	94999999	0.146845	pink
chr15	95000000	99999999	0.050051	pink
chr15	100000000	104999999	0.290614	pink
chr16	30000000	34999999	0.030295	pink
chr16	50000000	54999999	0.151772	pink
chr16	60000000	64999999	0.125126	pink
chr17	45000000	49999999	0.072803	pink
chr18	20000000	24999999	0.236411	pink
chr18	25000000	29999999	0.15849	pink
chr18	30000000	34999999	0.231344	pink
chr18	35000000	39999999	0.259774	pink
chr18	40000000	44999999	0.096712	pink
chr18	45000000	49999999	0.042529	pink
chr18	60000000	64999999	0.081154	pink
chr18	65000000	69999999	0.051204	pink
chr18	70000000	74999999	0.025154	pink
chr19	0	4999999	0.088214	pink
chr19	5000000	9999999	0.031081	pink
chr19	15000000	19999999	0.003496	pink
chr19	20000000	24999999	0.676641	pink
chr19	45000000	49999999	0.035407	pink
chr19	60000000	64999999	0.068848	pink
chr20	10000000	14999999	0.271058	pink
chr20	15000000	19999999	0.103387	pink
chr20	20000000	24999999	0.062757	pink
chr20	50000000	54999999	0.004302	pink
chr20	55000000	59999999	0.027915	pink
chr21	10000000	14999999	0.081266	pink
chr21	15000000	19999999	0.142374	pink
chr21	20000000	24999999	0.080445	pink
chr21	25000000	29999999	0.042282	pink
chr22	45000000	49999999	0.018495	pink
chrX	10000000	14999999	0.339356	pink
chrX	15000000	19999999	0.110288	pink
chrX	20000000	24999999	0.259945	pink
chrX	25000000	29999999	0.295213	pink
chrX	30000000	34999999	0.241662	pink
chrX	35000000	39999999	0.296888	pink
chrX	45000000	49999999	0.092521	pink
chrX	50000000	54999999	0.237169	pink
chrX	55000000	59999999	0.473954	pink
chrX	60000000	64999999	0.400579	pink
chrX	65000000	69999999	0.447925	pink
chrX	70000000	74999999	0.261993	pink
chrX	75000000	79999999	0.281912	pink
chrX	80000000	84999999	0.392545	pink
chrX	85000000	89999999	0.362504	pink
chrX	90000000	94999999	0.361781	pink
chrX	95000000	99999999	0.524297	pink
chrX	100000000	104999999	0.295934	pink
chrX	105000000	109999999	0.464731	pink
chrX	110000000	114999999	0.343236	pink
chrX	115000000	119999999	0.152588	pink
chrX	120000000	124999999	0.386297	pink
chrX	125000000	129999999	0.377613	pink
chrX	130000000	134999999	0.208889	pink
chrX	135000000	139999999	0.370873	pink
chrX	140000000	144999999	0.230952	pink
chrX	145000000	149999999	0.377557	pink
chrX	150000000	154999999	0.181897	pink
chrY	5000000	9999999	0.031316	pink
chrY	10000000	14999999	0.066598	pink
chrY	55000000	59999999	0.644468	pink
