chr_name	start	val	color
hs11	40000000	0.173102221	blue
hs11	50000000	0.832632448	blue
hs11	55000000	0.046538941	blue
hs11	80000000	1.827172581	blue
hs11	85000000	0.909248832	blue
hs11	90000000	1.038796881	blue
hs11	95000000	0.107021099	blue
hs11	100000000	1.98674372	blue
hs11	110000000	0.244858041	blue
hs11	120000000	0.137285786	blue
hs11	125000000	0.324441839	blue
hs11	130000000	3.108916625	blue
hs12	15000000	1.035480663	blue
hs12	30000000	0.287106443	blue
hs12	35000000	0.005487949	blue
hs12	40000000	2.244696954	blue
hs12	55000000	0.115504557	blue
hs12	70000000	0.327923093	blue
hs12	75000000	2.827486338	blue
hs12	80000000	2.70741345	blue
hs12	85000000	1.199556622	blue
hs12	110000000	2.63512104	blue
hs12	125000000	0.286428964	blue
hs12	130000000	0.024658937	blue
hs13	35000000	1.743368236	blue
hs13	50000000	0.828561715	blue
hs13	55000000	0.756788116	blue
hs13	60000000	1.66138567	blue
hs13	65000000	0.361006167	blue
hs13	70000000	0.086902368	blue
hs13	75000000	1.644918563	purple
hs13	80000000	0.700546887	purple
hs13	85000000	2.008880955	purple
hs13	100000000	1.056700532	purple
hs13	110000000	0.047200999	purple
hs14	15000000	1.264809839	purple
hs14	20000000	0.279193292	purple
hs14	25000000	0.081245665	purple
hs14	35000000	0.175169179	purple
hs14	40000000	0.587449364	purple
hs14	65000000	3.12871402	purple
hs14	80000000	0.661105958	purple
hs14	95000000	2.457391466	purple
hs14	105000000	0.439751427	purple
hs15	15000000	0.675880658	purple
hs15	30000000	0.296852614	purple
hs15	35000000	0.148769886	purple
hs15	50000000	1.005393121	purple
hs15	55000000	0.055582945	purple
hs15	65000000	1.14664124	purple
hs15	75000000	0.691367296	purple
hs15	90000000	0.131243868	purple
hs15	95000000	0.228396955	purple
hs15	100000000	0.141599733	purple
hs16	30000000	0.086016401	purple
hs16	50000000	2.400835014	purple
hs16	60000000	1.224233012	purple
hs17	45000000	0.210355851	purple
hs17	50000000	0.384648194	purple
hs17	60000000	0.546719365	purple
hs17	65000000	0.413231988	purple
hs18	20000000	0.917229007	purple
hs18	25000000	0.112918699	purple
hs18	30000000	1.044802276	purple
hs18	35000000	0.027650454	purple
hs18	40000000	0.288165507	purple
hs18	45000000	4.641072028	purple
hs18	60000000	0.797419207	purple
hs18	65000000	0.623123822	purple
hs18	70000000	1.473264596	purple
hs19	0	0.260881739	purple
hs19	5000000	0.410505767	purple
hs19	15000000	1.812716451	purple
hs19	20000000	1.042160602	purple
hs19	45000000	0.170683391	purple
hs19	60000000	0.177549199	purple
hs20	10000000	1.194119365	purple
hs20	15000000	1.432884921	purple
hs20	20000000	0.106606985	purple
hs20	50000000	0.376472093	purple
hs20	55000000	0.964941305	purple
hs21	10000000	0.555750173	purple
hs21	15000000	1.619947696	purple
hs21	20000000	0.630017786	purple
hs21	25000000	0.857721423	purple
hs22	45000000	1.183595379	purple
hsX	10000000	1.281251765	purple
hsX	15000000	1.629667328	purple
hsX	20000000	1.476121118	purple
hsX	25000000	1.120426705	purple
hsX	30000000	2.080306223	purple
hsX	35000000	2.342647726	purple
hsX	45000000	0.612010974	purple
hsX	50000000	0.718935577	purple
hsX	55000000	0.805047306	purple
hsX	60000000	2.728097754	purple
hsX	65000000	0.159287546	purple
hsX	70000000	0.327402177	purple
hsX	75000000	0.825559649	purple
hsX	80000000	1.817255831	purple
hsX	85000000	0.090850738	purple
hsX	90000000	0.136107765	purple
hsX	95000000	0.488086501	purple
hsX	100000000	3.800516067	purple
hsX	105000000	0.827495007	purple
hsX	110000000	0.314282498	purple
hsX	115000000	0.178856401	purple
hsX	120000000	1.017670293	purple
hsX	125000000	0.547789274	purple
hsX	130000000	1.104428711	purple
hsX	135000000	1.395411888	purple
hsX	140000000	3.264821006	purple
hsX	145000000	0.911559438	purple
hsX	150000000	0.426993598	purple
hsY	5000000	2.590765496	purple
hsY	10000000	1.134122593	purple
hsY	55000000	0.439098864	purple
