chr_name	start	end	val	color
hs6	120000000	124999999	4.297821574	blue
hs6	125000000	139999999	0.184783848	blue
hs6	140000000	144999999	1.44241399	blue
hs6	145000000	169999999	1.47932454	blue
hs7	10000000	14999999	0.25699002	blue
hs7	15000000	24999999	1.854651926	blue
hs7	25000000	29999999	0.05292115	blue
hs7	30000000	39999999	0.041948824	blue
hs7	40000000	49999999	1.699828347	blue
hs7	50000000	64999999	0.989835365	blue
hs7	65000000	79999999	0.126138858	blue
hs7	80000000	84999999	0.716076911	blue
hs7	85000000	89999999	0.776266926	blue
hs7	90000000	104999999	2.903998072	blue
hs7	105000000	109999999	0.098255955	blue
hs7	110000000	114999999	0.476271536	blue
hs7	115000000	119999999	0.645662164	blue
hs7	120000000	139999999	1.623015942	blue
hs8	20000000	49999999	0.468223266	blue
hs8	50000000	59999999	0.0812562	blue
hs8	60000000	64999999	0.320689388	blue
hs8	65000000	69999999	0.122344243	blue
hs8	70000000	74999999	0.178434813	blue
hs8	75000000	84999999	3.326785454	blue
hs8	85000000	89999999	0.39378715	blue
hs8	90000000	94999999	0.265664086	blue
hs8	95000000	104999999	0.967978023	blue
hs8	105000000	109999999	1.246140158	blue
hs8	110000000	114999999	0.718393603	blue
hs8	115000000	119999999	0.426107954	blue
hs8	120000000	129999999	0.194812934	blue
hs8	130000000	134999999	0.365214216	blue
hs8	135000000	139999999	0.530002667	blue
hs8	140000000	144999999	0.810827479	blue
hs9	0	4999999	2.307569774	blue
hs9	5000000	9999999	0.644571009	blue
hs9	10000000	14999999	2.046089666	blue
hs9	15000000	19999999	1.422952623	blue
hs9	20000000	24999999	0.225869609	blue
hs9	25000000	29999999	0.413266139	blue
hs9	30000000	39999999	2.624871649	blue
hs9	40000000	44999999	1.913833228	blue
hs9	45000000	64999999	0.125109584	blue
hs9	65000000	79999999	1.210456489	blue
hs9	80000000	99999999	0.51545071	blue
hs9	100000000	114999999	0.085750677	blue
hs9	115000000	139999999	2.032450748	blue
hs10	40000000	44999999	0.843297362	blue
hs10	45000000	49999999	0.893295299	blue
hs10	50000000	64999999	2.481696958	blue
hs10	65000000	74999999	1.38192794	blue
hs10	75000000	79999999	0.011872433	blue
hs10	80000000	89999999	0.000554947	blue
hs10	90000000	104999999	0.385968505	blue
hs10	105000000	129999999	2.510883496	blue
hs10	130000000	134999999	2.311905364	blue
hs11	0	4999999	1.243657619	blue
hs11	5000000	9999999	1.911169119	blue
hs11	10000000	14999999	1.079652567	blue
hs11	15000000	19999999	2.619762266	blue
hs11	20000000	24999999	0.257558874	blue
hs11	25000000	29999999	2.394581162	blue
hs11	30000000	34999999	3.24509585	blue
hs11	35000000	39999999	0.230435895	blue
hs11	40000000	49999999	0.173102221	blue
hs11	50000000	54999999	0.832632448	blue
hs11	55000000	79999999	0.046538941	blue
hs11	80000000	84999999	1.827172581	blue
hs11	85000000	89999999	0.909248832	blue
hs11	90000000	94999999	1.038796881	blue
hs11	95000000	99999999	0.107021099	blue
hs11	100000000	109999999	1.98674372	blue
hs11	110000000	119999999	0.244858041	blue
hs11	120000000	124999999	0.137285786	blue
hs11	125000000	129999999	0.324441839	blue
hs12	15000000	29999999	1.035480663	blue
hs12	30000000	34999999	0.287106443	blue
hs12	35000000	39999999	0.005487949	blue
hs12	40000000	54999999	2.244696954	blue
hs12	55000000	69999999	0.115504557	blue
hs12	70000000	74999999	0.327923093	blue
hs12	75000000	79999999	2.827486338	blue
hs12	80000000	84999999	2.70741345	blue
hs12	85000000	109999999	1.199556622	blue
hs12	110000000	124999999	2.63512104	blue
hs12	125000000	129999999	0.286428964	blue
hs13	35000000	49999999	1.743368236	blue
hs13	50000000	54999999	0.828561715	blue
hs13	55000000	59999999	0.756788116	blue
hs13	60000000	64999999	1.66138567	blue
hs13	65000000	69999999	0.361006167	blue
hs13	70000000	74999999	0.086902368	blue
hs13	75000000	79999999	1.644918563	blue
hs13	80000000	84999999	0.700546887	blue
hs13	85000000	99999999	2.008880955	blue
hs13	100000000	109999999	1.056700532	blue
hs14	15000000	19999999	1.264809839	blue
hs14	20000000	24999999	0.279193292	blue
hs14	25000000	34999999	0.081245665	blue
hs14	35000000	39999999	0.175169179	blue
hs14	40000000	64999999	0.587449364	blue
hs14	65000000	79999999	3.12871402	blue
hs14	80000000	94999999	0.661105958	blue
hs14	95000000	104999999	2.457391466	blue
hs15	15000000	29999999	0.675880658	blue
hs15	30000000	34999999	0.296852614	blue
hs15	35000000	49999999	0.148769886	blue
hs15	50000000	54999999	1.005393121	blue
hs15	55000000	64999999	0.055582945	blue
hs15	65000000	74999999	1.14664124	blue
hs15	75000000	89999999	0.691367296	blue
hs15	90000000	94999999	0.131243868	blue
hs15	95000000	99999999	0.228396955	blue
hs16	30000000	49999999	0.086016401	blue
hs16	50000000	59999999	2.400835014	blue
hs17	15000000	29999999	0.675880658	blue
hs17	30000000	34999999	0.296852614	blue
hs17	35000000	49999999	0.148769886	blue
hs17	50000000	54999999	1.005393121	blue
hs17	55000000	64999999	0.055582945	blue
hs18	20000000	24999999	0.917229007	blue
hs18	25000000	29999999	0.112918699	blue
hs18	30000000	34999999	1.044802276	blue
hs18	35000000	39999999	0.027650454	blue
hs18	40000000	44999999	0.288165507	blue
hs18	45000000	59999999	4.641072028	blue
hs18	60000000	64999999	0.797419207	blue
hs18	65000000	69999999	0.623123822	blue
hs19	0	4999999	0.260881739	blue
hs19	5000000	14999999	0.410505767	blue
hs19	15000000	19999999	1.812716451	blue
hs19	20000000	44999999	1.042160602	blue
hs19	45000000	59999999	0.170683391	blue
hs20	10000000	14999999	1.194119365	blue
hs20	15000000	19999999	1.432884921	blue
hs20	20000000	49999999	0.106606985	blue
hs20	50000000	54999999	0.376472093	blue
hs21	10000000	14999999	0.555750173	blue
hs21	15000000	19999999	1.619947696	blue
hs21	20000000	24999999	0.630017786	blue
hs21	25000000	44999999	0.857721423	blue
hs22	0	9999999	1.183595379	blue
hsX	10000000	14999999	1.281251765	blue
hsX	15000000	19999999	1.629667328	blue
hsX	20000000	24999999	1.476121118	blue
hsX	25000000	29999999	1.120426705	blue
hsX	30000000	34999999	2.080306223	blue
hsX	35000000	44999999	2.342647726	blue
hsX	45000000	49999999	0.612010974	blue
hsX	50000000	54999999	0.718935577	blue
hsX	55000000	59999999	0.805047306	blue
hsX	60000000	64999999	2.728097754	blue
hsX	65000000	69999999	0.159287546	blue
hsX	70000000	74999999	0.327402177	blue
hsX	75000000	79999999	0.825559649	blue
hsX	80000000	84999999	1.817255831	blue
hsX	85000000	89999999	0.090850738	blue
hsX	90000000	94999999	0.136107765	blue
hsX	95000000	99999999	0.488086501	blue
hsX	100000000	104999999	3.800516067	blue
hsX	105000000	109999999	0.827495007	blue
hsX	110000000	114999999	0.314282498	blue
hsX	115000000	119999999	0.178856401	blue
hsX	120000000	124999999	1.017670293	blue
hsX	125000000	129999999	0.547789274	blue
hsX	130000000	134999999	1.104428711	blue
hsX	135000000	139999999	1.395411888	blue
hsX	140000000	144999999	3.264821006	blue
hsX	145000000	149999999	0.911559438	blue
hsY	5000000	9999999	2.590765496	blue
hsY	10000000	54999999	1.134122593	blue
