chr_name	start	end	log2FoldChange	padj	MSTRG_exon_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr5	23315024	23315134	2.851781625	0.00099913	MSTRG.35344:E8	MSTRG.35344	Zm00001d013868	GRMZM2G138245	CDPK-related kinase 3	[source:homolog]
chr5	77108103	77109010	2.900164987	0.000111666	MSTRG.37091:E14	MSTRG.37091	Zm00001d015151	GRMZM2G072210		
chr2	239000670	239001307	2.947337844	0.0000489	MSTRG.20699:E6	MSTRG.20699	Zm00001d007757	GRMZM2G035807	DEAD-box ATP-dependent RNA helicase 52	[source:homolog]
chr10	119969875	119970137	2.966517799	0.00000728	MSTRG.11889:E4	MSTRG.11889	Zm00001d025474	GRMZM2G096365	Chloride channel protein CLC-c	[source:homolog]
chr2	194442239	194442324	3.001316689	0.003654116	MSTRG.18750:E15	MSTRG.18750	Zm00001d005972	AC198353.5_FG004		
chr5	3433010	3434350	3.002808848	2.66E-24	MSTRG.36226:E1	MSTRG.36226	Zm00001d013026	GRMZM5G810054		
chr5	3433010	3434350	3.002808848	2.66E-24	MSTRG.36226:E1	MSTRG.36226	Zm00001d013027	AC210013.4_FG011	Probable protein phosphatase 2C 55	[source:homolog]
chr5	215861734	215862287	3.013151472	0.006599332	MSTRG.41641:E1	MSTRG.41641	Zm00001d018178	GRMZM2G479760	ABSCISIC ACID-INSENSITIVE 5-like protein 5	[source:homolog]
chr9	7297897	7298038	3.0794644	0.001125871	MSTRG.56596:E5	MSTRG.56596	Zm00001d044922	GRMZM2G152177	Methionine aminopeptidase 1D chloroplastic/mitochondrial	[source:homolog]
chr5	119556	120006	3.115272817	0.0000885	MSTRG.34334:E1	MSTRG.34334	Zm00001d012800	GRMZM2G089498	RNA-binding ASCH domain protein	[source:homolog]
chr2	169451337	169451442	3.117446481	0.0000129	MSTRG.17900:E3	MSTRG.17900	Zm00001d005317	GRMZM2G703231	Amino acid binding protein  	 [source: RefGen_v3] 
chr2	169450740	169451154	3.606631438	0.00000507	MSTRG.17900:E2	MSTRG.17900	Zm00001d005317	GRMZM2G703231	Amino acid binding protein  	 [source: RefGen_v3] 
chr2	161593294	161593818	3.125442139	1.33E-17	MSTRG.17696:E14	MSTRG.17696	Zm00001d005157	GRMZM2G049588	Glutamine-dependent NAD(+) synthetase	[source:homolog]
chr5	3228209	3228524	3.140421793	0.004783283	MSTRG.36211:E1	MSTRG.36211	Zm00001d013014	GRMZM2G038075	Triacylglycerol lipase SDP1	[source:homolog]
chr2	239390298	239390330	3.157674236	0.008253814	MSTRG.20722:E6	MSTRG.20722	Zm00001d007775	GRMZM2G144821	 mha1;membrane H(+)-ATPase1: cDNA and genomic sequences similar to plant plasma membrane proton-translocating ATPase	 major band in Southerns; partly contained in Bs-1 retroelement; SSR umc1207
chr1	202983177	202983306	3.200033848	0.009261216	MSTRG.5474:E1	MSTRG.5474	Zm00001d031824	GRMZM2G157010	Ribosomal protein S5 domain 2-like superfamily protein	[source:homolog]
chr2	53324574	53324663	3.202039294	0.0000566	MSTRG.15524:E3	MSTRG.15524	Zm00001d003670	GRMZM5G806108	Protein kinase superfamily protein	[source:homolog]
chr2	53322809	53323955	16.25071443	8.21E-08	MSTRG.15524:E1	MSTRG.15524	Zm00001d003670	GRMZM5G806108	Protein kinase superfamily protein	[source:homolog]
chr2	41028415	41028448	3.202355137	0.002783426	MSTRG.15155:E1	MSTRG.15155	Zm00001d003349	GRMZM2G107199	cytochrome P450 family 724 subfamily A polypeptide 1	[source:homolog]
chr1	42120984	42121036	3.274410601	4.18E-12	MSTRG.1583:E12	MSTRG.1583	Zm00001d028660	GRMZM2G078052	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain	[source:homolog]
chr7	72872275	72872497	3.380217747	0.005376959	MSTRG.48006:E9	MSTRG.48006	Zm00001d019881	GRMZM2G312110	Auxin transport protein BIG	[source:homolog]
chr2	156927283	156927542	3.443885698	4.51E-45	MSTRG.17613:E13	MSTRG.17613	Zm00001d005063	GRMZM2G444808	Regulatory-associated protein of TOR 1	[source:homolog]
chr1	87745831	87746416	3.45883436	0.008122827	MSTRG.2858:E1	MSTRG.2858	Zm00001d029806	GRMZM2G052344	NEP1-interacting protein-like 1	[source:homolog]
chr2	168638587	168639088	3.468110985	5.01E-10	MSTRG.17877:E1	MSTRG.17877	Zm00001d005302	GRMZM2G335146	CAX-interacting protein 4	[source:homolog]
chr2	173524399	173524646	3.469874964	0.00000761	MSTRG.18007:E8	MSTRG.18007	Zm00001d005424	GRMZM2G322661	DNA-directed RNA polymerases I%2C II%2C and III 7.3 kDa polypeptide  	 [source: RefGen_v3] 
chr2	46717938	46718382	3.623161144	1.15E-19	MSTRG.15346:E7	MSTRG.15346	Zm00001d003525	GRMZM2G051355	NAD(P)-linked oxidoreductase superfamily protein	[source:homolog]
chr5	188141506	188141720	3.624631559	0.000213835	MSTRG.39611:E4	MSTRG.39611	Zm00001d017178	GRMZM2G081826		
chr4	174856359	174856361	3.706961829	0.001194619	MSTRG.31750:E1	MSTRG.31750	Zm00001d051938	GRMZM2G099420	Cinnamoyl-CoA reductase 1	[source:homolog]
chr7	177901240	177901298	3.709298151	5.71E-22	MSTRG.53283:E9	MSTRG.53283	Zm00001d022445	GRMZM2G053554	Alpha-galactosidase 3	[source:homolog]
chr10	113474058	113474238	3.739702374	0.0000327	MSTRG.11733:E11	MSTRG.11733	Zm00001d025304	GRMZM2G021802	DNA cross-link repair protein SNM1	[source:homolog]
chr5	115749839	115749934	3.787522107	0.00140265	MSTRG.37887:E2	MSTRG.37887	Zm00001d015746	GRMZM2G144081	Adenine nucleotide transporter BT1 chloroplastic/mitochondrial	[source:homolog]
chr10	134476885	134477017	3.787642901	0.000155023	MSTRG.12558:E14	MSTRG.12558	Zm00001d025946	GRMZM2G057084	Serine/threonine-protein kinase GRIK1	[source:homolog]
chr5	82562402	82562766	3.804071104	0.000571342	MSTRG.37234:E10	MSTRG.37234	Zm00001d015279	GRMZM5G829894	Probable protein phosphatase 2C 59	[source:homolog]
chr8	149595066	149595143	3.939664712	0.007060318	MSTRG.55179:E5	MSTRG.55179	Zm00001d011405	GRMZM2G132686	ATP binding microtubule motor family protein	[source:homolog]
chr10	136639662	136639770	3.965406431	0.002291894	MSTRG.12698:E2	MSTRG.12698	Zm00001d026039	GRMZM2G169645	Protein binding protein%3B Putative RING zinc finger domain superfamily protein  	 [source: RefGen_v3] 
chr2	132434959	132435013	4.033744333	0.001854097	MSTRG.17095:E6	MSTRG.17095	Zm00001d004707	GRMZM2G090086	 tha1;thylakoid assembly1: Required for thylakoid protein targeting via the cpSec pathway. SecA homolog. (A. Barkan	 2015)pale green
chr2	132436065	132436145	5.550033882	0.009379072	MSTRG.17095:E8	MSTRG.17095	Zm00001d004707	GRMZM2G090086	 tha1;thylakoid assembly1: Required for thylakoid protein targeting via the cpSec pathway. SecA homolog. (A. Barkan	 2015)pale green
chr2	191793402	191793480	4.047332207	0.000000402	MSTRG.18589:E4	MSTRG.18589	Zm00001d005889	GRMZM2G002142	 abh5;abscisic acid 8'-hydroxylase5:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	191793176	191793282	4.977408293	0.0000253	MSTRG.18589:E2	MSTRG.18589	Zm00001d005889	GRMZM2G002142	 abh5;abscisic acid 8'-hydroxylase5:	 [source: characterized gene (MaizeGDB_09082017)]
chr5	183934740	183935400	4.065460621	0.000053	MSTRG.39477:E8	MSTRG.39477	Zm00001d017050	GRMZM2G051079	Protein kinase superfamily protein	[source:homolog]
chr2	132233523	132233699	4.100708343	0.003209766	MSTRG.17066:E9	MSTRG.17066	Zm00001d004702	GRMZM2G082330	Signal peptide peptidase-like 3	[source:homolog]
chr6	137681637	137683211	4.125916551	0.000393219	MSTRG.44631:E2	MSTRG.44631	Zm00001d037784	GRMZM2G031311	 sm1;salmon silks1: silks salmon color with P1-rr and P1-wr	 brown with P1-ww
chr5	3735480	3736090	4.244870811	2.12E-09	MSTRG.36245:E11	MSTRG.36245	Zm00001d013045	GRMZM2G139805	Brain protein 44-like protein  	 [source: RefGen_v3] 
chr5	3735480	3736090	4.244870811	2.12E-09	MSTRG.36245:E11	MSTRG.36245	Zm00001d013046	GRMZM2G115612	Lipid phosphate phosphatase delta	[source:homolog]
chr5	3685569	3685623	19.2661414	5.39E-14	MSTRG.36245:E3	MSTRG.36245	Zm00001d013045	GRMZM2G139805	Brain protein 44-like protein  	 [source: RefGen_v3] 
chr5	3685569	3685623	19.2661414	5.39E-14	MSTRG.36245:E3	MSTRG.36245	Zm00001d013046	GRMZM2G115612	Lipid phosphate phosphatase delta	[source:homolog]
chr6	57397252	57397319	4.35753923	0.00296589	MSTRG.42406:E15	MSTRG.42406	Zm00001d035862	GRMZM2G134214	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain	[source:homolog]
chr1	98592384	98592578	4.764365614	0.000000387	MSTRG.3193:E7	MSTRG.3193	Zm00001d030005	GRMZM2G070899	Dynamin-related protein 1E	[source:homolog]
chr6	165739536	165739607	4.783763444	0.000818693	MSTRG.45935:E7	MSTRG.45935	Zm00001d038847	GRMZM2G164676	Beta-galactosidase 17	[source:homolog]
chr6	165739712	165739902	18.90903857	0.00000304	MSTRG.45935:E8	MSTRG.45935	Zm00001d038847	GRMZM2G164676	Beta-galactosidase 17	[source:homolog]
chr6	165799418	165799506	19.21020466	4.83E-08	MSTRG.45935:E13	MSTRG.45935	Zm00001d038847	GRMZM2G164676	Beta-galactosidase 17	[source:homolog]
chr2	82713804	82713918	4.798009657	0.00026718	MSTRG.16129:E5	MSTRG.16129	Zm00001d004099	GRMZM2G022107	U11/U12 small nuclear ribonucleoprotein 48 kDa protein	[source:homolog]
chr2	82711937	82712708	18.45665439	0.002277293	MSTRG.16129:E3	MSTRG.16129	Zm00001d004099	GRMZM2G022107	U11/U12 small nuclear ribonucleoprotein 48 kDa protein	[source:homolog]
chr10	119230023	119230129	5.258607256	0.000000117	MSTRG.11885:E15	MSTRG.11885	Zm00001d025461	GRMZM2G139419	Regulator of nonsense transcripts UPF3	[source:homolog]
chr1	71983361	71983405	5.27043535	6.71E-08	MSTRG.2521:E3	MSTRG.2521	Zm00001d029464	GRMZM2G139878	GS3-like protein  	 [source: RefGen_v3] 
chr1	63858215	63858602	5.2800007	0.0000314	MSTRG.2239:E16	MSTRG.2239	Zm00001d029250	GRMZM2G109271	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1 mitochondrial	[source:homolog]
chr1	63858215	63858602	5.2800007	0.0000314	MSTRG.2239:E16	MSTRG.2239	Zm00001d029251	GRMZM2G109221		
chr1	63858215	63858602	5.2800007	0.0000314	MSTRG.2239:E16	MSTRG.2239	Zm00001d029254	GRMZM2G109201	Solute carrier family 2%2C facilitated glucose transporter member 8  	 [source: RefGen_v3] 
chr1	63848853	63848912	17.28625923	0.008241561	MSTRG.2239:E4	MSTRG.2239	Zm00001d029250	GRMZM2G109271	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1 mitochondrial	[source:homolog]
chr1	63848853	63848912	17.28625923	0.008241561	MSTRG.2239:E4	MSTRG.2239	Zm00001d029251	GRMZM2G109221		
chr1	63848853	63848912	17.28625923	0.008241561	MSTRG.2239:E4	MSTRG.2239	Zm00001d029254	GRMZM2G109201	Solute carrier family 2%2C facilitated glucose transporter member 8  	 [source: RefGen_v3] 
chr1	63834993	63835052	18.79180867	5.43E-16	MSTRG.2239:E3	MSTRG.2239	Zm00001d029250	GRMZM2G109271	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1 mitochondrial	[source:homolog]
chr1	63834993	63835052	18.79180867	5.43E-16	MSTRG.2239:E3	MSTRG.2239	Zm00001d029251	GRMZM2G109221		
chr1	63834993	63835052	18.79180867	5.43E-16	MSTRG.2239:E3	MSTRG.2239	Zm00001d029254	GRMZM2G109201	Solute carrier family 2%2C facilitated glucose transporter member 8  	 [source: RefGen_v3] 
chr3	161552863	161554840	5.383241922	2.79E-20	MSTRG.24631:E1	MSTRG.24631	Zm00001d042331	GRMZM2G022159	exocyst subunit exo70 family protein F1	[source:homolog]
chr2	106628660	106628982	5.40008951	0.000097	MSTRG.16528:E1	MSTRG.16528	Zm00001d004366	GRMZM2G334336	UDP-glycosyltransferase 74B1	[source:homolog]
chr1	221083988	221084721	5.590157433	0.000640168	MSTRG.6024:E2	MSTRG.6024	Zm00001d032300	GRMZM2G149553	Major facilitator superfamily protein	[source:homolog]
chr10	138275263	138275276	5.655035911	1.11E-83	MSTRG.12743:E5	MSTRG.12743	Zm00001d026084	GRMZM5G845601	IQ-domain 23	[source:homolog]
chr10	117003502	117003711	5.920063179	7.83E-21	MSTRG.11867:E19	MSTRG.11867	Zm00001d025398	GRMZM2G050647	Exocyst complex component SEC5A	[source:homolog]
chr10	117004151	117004716	15.24667957	0.005074435	MSTRG.11867:E20	MSTRG.11867	Zm00001d025398	GRMZM2G050647	Exocyst complex component SEC5A	[source:homolog]
chr2	50139732	50139829	5.971890811	1.45E-20	MSTRG.15437:E12	MSTRG.15437	Zm00001d003613	GRMZM2G053019	Protein TIC 40 chloroplastic	[source:homolog]
chr10	99815796	99816642	6.014179544	2.33E-33	MSTRG.11365:E1	MSTRG.11365	Zm00001d025016	GRMZM2G177203	Thioredoxin superfamily protein	[source:homolog]
chr10	99815796	99816642	6.014179544	2.33E-33	MSTRG.11365:E1	MSTRG.11365	Zm00001d025016	GRMZM5G823696	Thioredoxin superfamily protein	[source:homolog]
chr1	98383901	98384060	6.14863149	7.31E-09	MSTRG.3188:E6	MSTRG.3188	Zm00001d029997	GRMZM2G050961	chloroplast chaperonin 10	[source:homolog]
chr8	57978245	57978279	6.312071981	0.000000186	MSTRG.52151:E13	MSTRG.52151	Zm00001d009351	GRMZM2G364369	Phytanoyl-CoA dioxygenase	[source:homolog]
chr4	243907192	243907378	6.435855795	0.000291016	MSTRG.34146:E10	MSTRG.34146	Zm00001d053941	GRMZM5G818155	3-isopropylmalate dehydratase large subunit	[source:homolog]
chr2	143653877	143654509	6.802248594	0.004574088	MSTRG.17295:E6	MSTRG.17295	Zm00001d004841	GRMZM2G132968	60S ribosomal protein L3-1	[source:homolog]
chr6	163896315	163896434	6.949144384	1.63E-19	MSTRG.45700:E2	MSTRG.45700	Zm00001d038753	GRMZM2G101282	Ubiquitin domain-containing protein	[source:homolog]
chr2	60758113	60758223	7.653974676	1.21E-143	MSTRG.15706:E10	MSTRG.15706	Zm00001d003817	GRMZM2G073054	Starch branching enzyme IIa  	 [source: RefGen_v3] 
chr1	284442474	284442988	7.970898054	3.8E-15	MSTRG.8165:E2	MSTRG.8165	Zm00001d034118	GRMZM2G105185	Tryptophan N-monooxygenase 2	[source:homolog]
chr7	6732857	6733751	8.322964363	6.91E-13	MSTRG.46559:E3	MSTRG.46559	Zm00001d018830	GRMZM2G406170	 burp9;BURP domain-containing protein-RD22-like9:	 [source: characterized gene (MaizeGDB_09082017)]
chr7	6732857	6733751	46.67794522	4.55E-50	MSTRG.46559:E4	MSTRG.46559	Zm00001d018830	GRMZM2G406170	 burp9;BURP domain-containing protein-RD22-like9:	 [source: characterized gene (MaizeGDB_09082017)]
chr1	207529274	207529592	9.513456862	1.3E-264	MSTRG.5607:E3	MSTRG.5607	Zm00001d031940	GRMZM2G058402	F1F0-ATPase inhibitor protein	[source:homolog]
chr3	153856218	153856222	12.04966707	0.009100464	MSTRG.24429:E3	MSTRG.24429	Zm00001d042150	GRMZM2G170689	S-formylglutathione hydrolase	[source:homolog]
chr2	163002820	163003513	12.64843935	0.00000738	MSTRG.17746:E3	MSTRG.17746	Zm00001d005188	GRMZM2G152438	Cytochrome b5 domain-containing protein RLF	[source:homolog]
chr2	5034857	5034991	13.07889158	0.009317173	MSTRG.13397:E9	MSTRG.13397	Zm00001d002053	GRMZM2G082097	Small RNA degrading nuclease 3	[source:homolog]
chr3	2750537	2750934	13.1903353	0.00000186	MSTRG.21102:E2	MSTRG.21102	Zm00001d039374	GRMZM2G386590	RING-H2 finger protein ATL3	[source:homolog]
chr2	122453237	122453363	13.65616156	0.007641732	MSTRG.16929:E1	MSTRG.16929	Zm00001d004621	GRMZM2G034389	Peptide transporter PTR2  	 [source: RefGen_v3] 
chr9	8474980	8475039	13.81670019	0.00000234	MSTRG.56617:E3	MSTRG.56617	Zm00001d044969	GRMZM2G371870	Protein REVEILLE 8	[source:homolog]
chr10	114053125	114053290	13.97092732	0.003945177	MSTRG.11742:E2	MSTRG.11742	Zm00001d025310	GRMZM2G368047	Putative RING zinc finger domain superfamily protein  	 [source: RefGen_v3] 
chr10	114053125	114053290	13.97092732	0.003945177	MSTRG.11742:E2	MSTRG.11742	Zm00001d025323	GRMZM2G443509	Probable protein phosphatase 2C 40	[source:homolog]
chr2	42148757	42149665	14.29982437	0.00000781	MSTRG.15223:E1	MSTRG.15223	Zm00001d003378	GRMZM2G042443	 mop1;mediator of paramutation1: recessive changes B' phenotype to dark	 similar to B1-I
