chr_name	start	end	CNV
chr3	152000001	153000000	1.017848951
chr7	145000001	146000000	1.017861596
chr1	33000001	34000000	1.0180513075
chr6	149000001	150000000	1.0180966455
chr10	17000001	18000000	1.0182211685
chr6	49000001	50000000	1.0182392845
chr3	160000001	161000000	1.018352822
chr4	157000001	158000000	1.018385509
chr3	106000001	107000000	1.0184157135
chr4	65000001	66000000	1.018605109
chr9	5000001	6000000	1.018756534
chr6	108000001	109000000	1.01916675
chr7	66000001	67000000	1.0192004855
chr9	21000001	22000000	1.0192261055
chr3	93000001	94000000	1.0193575005
chr4	221000001	222000000	1.0193734715
chr6	127000001	128000000	1.0194766685
chr4	46000001	47000000	1.0194838345
chr7	172000001	173000000	1.019567432
chr4	220000001	221000000	1.0196108585
chr1	75000001	76000000	1.0197954815
chr10	145000001	146000000	1.019981163
chr7	166000001	167000000	1.0203027005
chr4	88000001	89000000	1.020453639
chr5	145000001	146000000	1.020659002
chr4	55000001	56000000	1.020985741
chr6	18000001	19000000	1.021109034
chr1	181000001	182000000	1.0214271285
chr3	158000001	159000000	1.0215138005
chr1	219000001	220000000	1.0216493805
chr2	3000001	4000000	1.0218953295
chr3	167000001	168000000	1.0219084655
chr4	83000001	84000000	1.0219665525
chr9	54000001	55000000	1.022125491
chr2	236000001	237000000	1.022133232
chr2	130000001	131000000	1.022390099
chr5	4000001	5000000	1.022662588
chr4	7000001	8000000	1.0226747075
chr1	236000001	237000000	1.0227294675
chr4	110000001	111000000	1.022883857
chr6	122000001	123000000	1.023032563
chr4	161000001	162000000	1.023239198
chr4	53000001	54000000	1.0232917595
chr1	164000001	165000000	1.023692398
chr1	207000001	208000000	1.0236932135
chr4	48000001	49000000	1.023714973
chr3	150000001	151000000	1.023740846
chr1	94000001	95000000	1.02408281
chr6	153000001	154000000	1.0241053635
chr1	3000001	4000000	1.024379523
chr6	161000001	162000000	1.024387838
chr3	225000001	226000000	1.024393423
chr4	87000001	88000000	1.024454342
chr4	148000001	149000000	1.0244759615
chr1	54000001	55000000	1.024495015
chr5	23000001	24000000	1.024578355
chr7	160000001	161000000	1.024644239
chr3	75000001	76000000	1.0247007765
chr1	23000001	24000000	1.0247569505
chr8	48000001	49000000	1.0248624525
chr7	55000001	56000000	1.024874007
chr3	77000001	78000000	1.025207496
chr6	133000001	134000000	1.0253686725
chr2	128000001	129000000	1.025419069
chr1	187000001	188000000	1.025546246
chr7	63000001	64000000	1.0257250515
chr4	180000001	181000000	1.0257898335
chr5	26000001	27000000	1.02584917
chr3	51000001	52000000	1.025893701
chr9	97000001	98000000	1.0259121605
chr3	162000001	163000000	1.026000612
chr9	55000001	56000000	1.0260224875
chr10	51000001	52000000	1.026114136
chr4	156000001	157000000	1.026267817
chr1	277000001	278000000	1.0262844305
chr6	132000001	133000000	1.026291874
chr7	69000001	70000000	1.0263966685
chr5	79000001	80000000	1.026403717
chr3	154000001	155000000	1.0264686005
chr8	114000001	115000000	1.0265039895
chr5	182000001	183000000	1.0266592305
chr10	130000001	131000000	1.026712236
chr7	156000001	157000000	1.0268887735
chr10	25000001	26000000	1.027115278
chr4	176000001	177000000	1.027226326
chr2	35000001	36000000	1.0273235805
chr5	221000001	222000000	1.0274896295
chr4	203000001	204000000	1.02766305
chr8	112000001	113000000	1.027707696
chr1	192000001	193000000	1.0277255615
chr4	69000001	70000000	1.0277518125
chr8	36000001	37000000	1.0277862735
chr9	155000001	156000000	1.0279397285
chr2	137000001	138000000	1.0279860775
chr3	232000001	233000000	1.028092443
chr8	29000001	30000000	1.0282730075
chr10	117000001	118000000	1.0282832975
chr8	111000001	112000000	1.0283161685
chr3	61000001	62000000	1.028600968
chr5	132000001	133000000	1.028719314
chr1	108000001	109000000	1.028738166
chr1	2000001	3000000	1.0287684615
chr8	78000001	79000000	1.0289204815
chr2	74000001	75000000	1.0289774055
chr7	98000001	99000000	1.0290660325
chr3	163000001	164000000	1.02907916
chr6	93000001	94000000	1.029218837
chr2	207000001	208000000	1.0292273695
chr5	83000001	84000000	1.02938534
chr4	130000001	131000000	1.0295666
chr4	34000001	35000000	1.029601887
chr5	214000001	215000000	1.0296211225
chr2	159000001	160000000	1.0296964635
chr3	172000001	173000000	1.0297759535
chr1	101000001	102000000	1.0297971335
chr9	68000001	69000000	1.0298464515
chr7	41000001	42000000	1.029881137
chr10	103000001	104000000	1.029881161
chr8	171000001	172000000	1.0299037815
chr10	102000001	103000000	1.029942663
chr8	105000001	106000000	1.030078547
chr3	101000001	102000000	1.0301592855
chr4	138000001	139000000	1.0301599495
chr4	127000001	128000000	1.030222548
chr2	198000001	199000000	1.0302500175
chr2	39000001	40000000	1.0302961905
chr3	103000001	104000000	1.030396965
chr1	274000001	275000000	1.0305218275
chr7	180000001	181000000	1.030586563
chr1	172000001	173000000	1.030903867
chr4	61000001	62000000	1.030974304
chr7	177000001	178000000	1.031014194
chr3	153000001	154000000	1.031160966
chr8	51000001	52000000	1.031201331
chr2	201000001	202000000	1.0312536885
chr8	77000001	78000000	1.0312887275
chr1	48000001	49000000	1.031370241
chr3	156000001	157000000	1.031487583
chr7	65000001	66000000	1.0316179405
chr4	218000001	219000000	1.0316807525
chr8	156000001	157000000	1.031799765
chr7	149000001	150000000	1.0318442765
chr1	110000001	111000000	1.0318971775
chr2	21000001	22000000	1.0319329375
chr4	149000001	150000000	1.0319519245
chr10	98000001	99000000	1.0321417325
chr1	214000001	215000000	1.032150491
chr6	140000001	141000000	1.0324277485
chr2	22000001	23000000	1.032470849
chr6	144000001	145000000	1.032621746
chr7	72000001	73000000	1.032860966
chr10	67000001	68000000	1.0329944335
chr1	37000001	38000000	1.0330675105
chr5	106000001	107000000	1.0330876125
chr4	44000001	45000000	1.0331066535
chr3	26000001	27000000	1.033328173
chr4	165000001	166000000	1.0333494305
chr3	74000001	75000000	1.033359156
chr3	54000001	55000000	1.033440753
chr2	31000001	32000000	1.0334477465
chr1	148000001	149000000	1.033707962
chr1	188000001	189000000	1.033789328
chr4	90000001	91000000	1.033899012
chr3	183000001	184000000	1.0341760685
chr5	153000001	154000000	1.0344599685
chr4	202000001	203000000	1.0345583665
chr2	135000001	136000000	1.0346548175
chr8	56000001	57000000	1.034771918
chr10	109000001	110000000	1.0348007165
chr6	50000001	51000000	1.034887901
chr5	202000001	203000000	1.0348926465
chr1	184000001	185000000	1.035050429
chr1	264000001	265000000	1.035271715
chr7	67000001	68000000	1.0353525495
chr4	113000001	114000000	1.0353791745
chr1	201000001	202000000	1.035463798
chr4	160000001	161000000	1.0355908195
chr1	62000001	63000000	1.035660692
chr4	76000001	77000000	1.0356995585
chr1	262000001	263000000	1.035782588
chr5	133000001	134000000	1.035835415
chr6	150000001	151000000	1.035922173
chr1	256000001	257000000	1.035928097
chr4	93000001	94000000	1.036149913
chr3	220000001	221000000	1.0362766225
chr4	212000001	213000000	1.0363114655
chr6	39000001	40000000	1.0363794455
chr1	194000001	195000000	1.036388954
chr2	184000001	185000000	1.0363919535
chr6	51000001	52000000	1.036394007
chr1	76000001	77000000	1.0364064445
chr4	235000001	236000000	1.036450407
chr10	74000001	75000000	1.036484607
chr1	65000001	66000000	1.036574542
chr8	43000001	44000000	1.036679774
chr8	87000001	88000000	1.0367430035
chr4	208000001	209000000	1.0368824355
chr4	81000001	82000000	1.037092528
chr5	50000001	51000000	1.0372041915
chr1	81000001	82000000	1.037263723
chr5	131000001	132000000	1.037355147
chr4	184000001	185000000	1.0374483285
chr8	53000001	54000000	1.037562432
chr1	191000001	192000000	1.0375646745
chr2	121000001	122000000	1.03775973
chr8	125000001	126000000	1.0378109295
chr6	1	1000000	1.0379351415
chr1	286000001	287000000	1.0380012595
chr2	16000001	17000000	1.0381467765
chr8	163000001	164000000	1.0381613955
chr7	46000001	47000000	1.038333683
chr2	227000001	228000000	1.038362495
chr1	301000001	302000000	1.038454365
chr1	203000001	204000000	1.038807948
chr4	152000001	153000000	1.0388924245
chr8	173000001	174000000	1.039002901
chr1	202000001	203000000	1.0390081175
chr8	74000001	75000000	1.0390853325
chr4	206000001	207000000	1.0391739685
chr3	161000001	162000000	1.039495233
chr1	287000001	288000000	1.0395027615
chr4	123000001	124000000	1.0396321285
chr1	22000001	23000000	1.039830416
chr3	186000001	187000000	1.03997201
chr5	129000001	130000000	1.040152384
chr7	90000001	91000000	1.040312236
chr2	111000001	112000000	1.040587648
chr1	228000001	229000000	1.0406771225
chr1	57000001	58000000	1.040795288
chr4	241000001	242000000	1.040800812
chr4	147000001	148000000	1.040845474
chr4	125000001	126000000	1.040915606
chr9	153000001	154000000	1.040986968
chr2	90000001	91000000	1.040998467
chr5	126000001	127000000	1.04108255
chr5	118000001	119000000	1.041098573
chr1	279000001	280000000	1.0412725885
chr3	30000001	31000000	1.041344174
chr7	70000001	71000000	1.0413672495
chr4	172000001	173000000	1.041370104
chr1	85000001	86000000	1.0414622025
chr5	82000001	83000000	1.0414895135
chr10	32000001	33000000	1.041657143
chr8	168000001	169000000	1.04166129
chr9	127000001	128000000	1.0416998845
chr6	137000001	138000000	1.0417567365
chr1	53000001	54000000	1.0419035865
chr10	108000001	109000000	1.0419092935
chr3	72000001	73000000	1.042010169
chr7	64000001	65000000	1.0420806155
chr10	9000001	10000000	1.042369552
chr3	116000001	117000000	1.042485161
chr1	52000001	53000000	1.0427709185
chr8	99000001	100000000	1.042976152
chr10	1000001	2000000	1.0430112735
chr1	259000001	260000000	1.0430168515
chr1	289000001	290000000	1.043050077
chr2	64000001	65000000	1.0430825175
chr4	177000001	178000000	1.043097645
chr3	40000001	41000000	1.043145633
chr1	169000001	170000000	1.043173266
chr1	20000001	21000000	1.0431869245
chr2	122000001	123000000	1.0432050935
chr8	122000001	123000000	1.0432630145
chr4	237000001	238000000	1.0433681295
chr5	29000001	30000000	1.043395499
chr4	189000001	190000000	1.0434187635
chr8	90000001	91000000	1.0434195965
chr6	56000001	57000000	1.043479081
chr3	151000001	152000000	1.0434908095
chr4	45000001	46000000	1.043594584
chr8	126000001	127000000	1.0436446815
chr1	42000001	43000000	1.043650559
chr1	189000001	190000000	1.0436531755
chr1	299000001	300000000	1.043680392
chr7	99000001	100000000	1.0437723235
chr10	147000001	148000000	1.043795578
chr2	106000001	107000000	1.043838273
chr5	109000001	110000000	1.0440624565
chr9	36000001	37000000	1.0440788975
chr1	261000001	262000000	1.0441444355
chr1	249000001	250000000	1.0441552375
chr2	216000001	217000000	1.04423669
chr7	147000001	148000000	1.04427368
chr1	260000001	261000000	1.044373841
chr1	141000001	142000000	1.0445472715
chr2	208000001	209000000	1.0445969575
chr4	119000001	120000000	1.0446648025
chr3	57000001	58000000	1.0447122105
chr6	1000001	2000000	1.044719585
chr4	178000001	179000000	1.0447589185
chr1	39000001	40000000	1.044796266
chr7	39000001	40000000	1.0450176355
chr4	66000001	67000000	1.0450669045
chr1	133000001	134000000	1.0451876395
chr3	176000001	177000000	1.045190648
chr1	263000001	264000000	1.045461078
chr5	134000001	135000000	1.0456427305
chr5	37000001	38000000	1.045864988
chr2	115000001	116000000	1.0458983475
chr10	52000001	53000000	1.0459302685
chr5	39000001	40000000	1.0459556085
chr4	85000001	86000000	1.045972503
chr10	104000001	105000000	1.045979291
chr2	17000001	18000000	1.0460050515
chr1	205000001	206000000	1.046032543
chr9	112000001	113000000	1.046060771
chr8	52000001	53000000	1.0460832995
chr3	49000001	50000000	1.0460975455
chr4	155000001	156000000	1.046213418
chr9	56000001	57000000	1.046312754
chr2	28000001	29000000	1.046313076
chr8	10000001	11000000	1.0464062155
chr2	84000001	85000000	1.04649688
chr1	61000001	62000000	1.0465114275
chr1	255000001	256000000	1.046622082
chr7	108000001	109000000	1.0466524275
chr8	103000001	104000000	1.0468650195
chr2	92000001	93000000	1.0470586585
chr7	61000001	62000000	1.047155417
chr2	228000001	229000000	1.0472954085
chr6	75000001	76000000	1.047298596
chr7	51000001	52000000	1.0477050375
chr5	166000001	167000000	1.0477186455
chr5	101000001	102000000	1.047727884
chr9	156000001	157000000	1.0477776675
chr5	125000001	126000000	1.047814947
chr1	283000001	284000000	1.0478656185
chr8	101000001	102000000	1.047952399
chr7	78000001	79000000	1.0479987955
chr4	115000001	116000000	1.048030722
chr1	80000001	81000000	1.0480440925
chr1	209000001	210000000	1.0482285725
chr4	171000001	172000000	1.048232628
chr3	168000001	169000000	1.04827466
chr4	207000001	208000000	1.0482827345
chr3	190000001	191000000	1.048375926
chr2	36000001	37000000	1.048447406
chr10	120000001	121000000	1.048482581
chr4	41000001	42000000	1.048533938
chr10	5000001	6000000	1.048692315
chr7	169000001	170000000	1.0487224235
chr6	170000001	171000000	1.04873533
chr4	99000001	100000000	1.0488150775
chr1	21000001	22000000	1.0489677555
chr6	54000001	55000000	1.048970851
chr1	229000001	230000000	1.04902997
chr10	92000001	93000000	1.0491615065
chr8	167000001	168000000	1.0495836055
chr1	66000001	67000000	1.0497558035
chr8	153000001	154000000	1.0499354485
chr1	50000001	51000000	1.049994538
chr2	73000001	74000000	1.0500731965
chr1	127000001	128000000	1.0501137705
chr3	171000001	172000000	1.0502025965
chr5	215000001	216000000	1.050248332
chr3	117000001	118000000	1.0503928065
chr5	117000001	118000000	1.0505058375
chr8	110000001	111000000	1.05060483
chr7	59000001	60000000	1.050626703
chr1	59000001	60000000	1.051185083
chr4	74000001	75000000	1.051256941
chr8	47000001	48000000	1.051273479
chr3	185000001	186000000	1.0513150575
chr3	73000001	74000000	1.051391833
chr5	46000001	47000000	1.051437801
chr1	230000001	231000000	1.051501593
chr6	121000001	122000000	1.0515439405
chr3	204000001	205000000	1.051789266
chr5	87000001	88000000	1.0518883495
chr8	81000001	82000000	1.0519005165
chr1	282000001	283000000	1.051918296
chr10	4000001	5000000	1.052073035
chr8	129000001	130000000	1.052131003
chr5	122000001	123000000	1.0522449035
chr2	15000001	16000000	1.0523710465
chr10	33000001	34000000	1.05238204
chr8	80000001	81000000	1.052406757
chr1	60000001	61000000	1.0524417095
chr8	169000001	170000000	1.052441771
chr2	101000001	102000000	1.052549017
chr4	92000001	93000000	1.05262034
chr1	56000001	57000000	1.0527873165
chr2	93000001	94000000	1.052850727
chr7	68000001	69000000	1.052933865
chr3	80000001	81000000	1.0529779385
chr1	58000001	59000000	1.0530032485
chr1	290000001	291000000	1.053129056
chr3	180000001	181000000	1.0531575805
chr6	171000001	172000000	1.053231234
chr8	137000001	138000000	1.0533322805
chr7	122000001	123000000	1.0537556765
chr6	130000001	131000000	1.0537910505
chr1	156000001	157000000	1.0541384305
chr7	157000001	158000000	1.054309752
chr8	152000001	153000000	1.054429279
chr1	185000001	186000000	1.0545184325
chr1	215000001	216000000	1.0545820815
chr8	123000001	124000000	1.054591604
chr4	77000001	78000000	1.0546356105
chr1	147000001	148000000	1.0547328745
chr2	32000001	33000000	1.054755806
chr4	111000001	112000000	1.054825707
chr4	112000001	113000000	1.0549489025
chr5	164000001	165000000	1.0550280715
chr1	267000001	268000000	1.0550711855
chr2	37000001	38000000	1.055139015
chr9	87000001	88000000	1.055225759
chr4	16000001	17000000	1.05522803
chr2	29000001	30000000	1.0552584245
chr6	62000001	63000000	1.055262805
chr1	13000001	14000000	1.0552846295
chr4	27000001	28000000	1.055419599
chr9	61000001	62000000	1.055458073
chr8	121000001	122000000	1.055581718
chr8	54000001	55000000	1.0556724165
chr8	170000001	171000000	1.0557969315
chr2	30000001	31000000	1.055837615
chr1	234000001	235000000	1.055913334
chr7	162000001	163000000	1.0559904005
chr3	178000001	179000000	1.0560923985
chr2	107000001	108000000	1.056313249
chr6	128000001	129000000	1.0563420365
chr7	86000001	87000000	1.0564152115
chr4	22000001	23000000	1.0564461325
chr7	168000001	169000000	1.056529749
chr4	98000001	99000000	1.056595421
chr8	88000001	89000000	1.056747016
chr8	98000001	99000000	1.057266918
chr5	216000001	217000000	1.0572797805
chr8	55000001	56000000	1.057367797
chr10	71000001	72000000	1.0573929095
chr5	121000001	122000000	1.0573936395
chr1	294000001	295000000	1.057522163
chr1	78000001	79000000	1.0577687145
chr1	64000001	65000000	1.0578610945
chr8	109000001	110000000	1.057866886
chr1	254000001	255000000	1.057964663
chr7	50000001	51000000	1.05805171
chr3	50000001	51000000	1.058091799
chr2	206000001	207000000	1.058119038
chr5	45000001	46000000	1.058188033
chr8	135000001	136000000	1.058283146
chr4	28000001	29000000	1.0584551445
chr3	174000001	175000000	1.0585101935
chr7	163000001	164000000	1.0585206615
chr4	154000001	155000000	1.0586530325
chr7	151000001	152000000	1.0587697705
chr10	60000001	61000000	1.058821328
chr3	71000001	72000000	1.0590003405
chr1	10000001	11000000	1.059044997
chr1	46000001	47000000	1.059087335
chr10	2000001	3000000	1.0591403215
chr8	130000001	131000000	1.059341119
chr1	16000001	17000000	1.0593937105
chr5	165000001	166000000	1.059425324
chr4	153000001	154000000	1.059448001
chr8	158000001	159000000	1.0594517705
chr10	148000001	149000000	1.0594859435
chr9	72000001	73000000	1.059520144
chr7	161000001	162000000	1.059678953
chr2	11000001	12000000	1.0597004
chr2	76000001	77000000	1.0597665155
chr2	25000001	26000000	1.059790717
chr10	53000001	54000000	1.0597910645
chr9	117000001	118000000	1.0598499625
chr3	47000001	48000000	1.0599668225
chr7	146000001	147000000	1.0602516185
chr1	27000001	28000000	1.060308357
chr1	29000001	30000000	1.0603640455
chr8	147000001	148000000	1.06043065
chr3	98000001	99000000	1.0604682005
chr7	91000001	92000000	1.0605060475
chr10	101000001	102000000	1.0606348765
chr1	177000001	178000000	1.0606985565
chr4	32000001	33000000	1.0607485545
chr7	143000001	144000000	1.0607961715
chr1	253000001	254000000	1.0608667875
chr8	71000001	72000000	1.060945957
chr2	170000001	171000000	1.0610848595
chr5	67000001	68000000	1.0612908575
chr2	24000001	25000000	1.061393461
chr7	170000001	171000000	1.0614999825
chr8	58000001	59000000	1.0615967355
chr1	196000001	197000000	1.061622344
chr3	181000001	182000000	1.061671878
chr4	117000001	118000000	1.061926132
chr9	133000001	134000000	1.0620343865
chr6	151000001	152000000	1.0620393915
chr4	100000001	101000000	1.0620711725
chr1	273000001	274000000	1.0623194655
chr7	138000001	139000000	1.062357269
chr1	63000001	64000000	1.062415912
chr8	164000001	165000000	1.0624212035
chr8	155000001	156000000	1.0625283305
chr1	32000001	33000000	1.0625375135
chr4	223000001	224000000	1.062597188
chr3	205000001	206000000	1.062805945
chr3	193000001	194000000	1.0628466395
chr4	54000001	55000000	1.062847231
chr10	82000001	83000000	1.062929694
chr1	35000001	36000000	1.062959361
chr9	20000001	21000000	1.0631011675
chr4	5000001	6000000	1.063153668
chr4	106000001	107000000	1.063271825
chr4	104000001	105000000	1.0634007785
chr1	240000001	241000000	1.0634429285
chr5	123000001	124000000	1.063469608
chr7	142000001	143000000	1.0635154965
chr1	200000001	201000000	1.063541928
chr8	162000001	163000000	1.06358769
chr4	24000001	25000000	1.0636706325
chr3	203000001	204000000	1.063730586
chr1	44000001	45000000	1.0638613495
chr1	45000001	46000000	1.063957234
chr6	57000001	58000000	1.063961516
chr5	59000001	60000000	1.063983629
chr9	67000001	68000000	1.064318015
chr7	57000001	58000000	1.064375535
chr8	113000001	114000000	1.064533353
chr1	265000001	266000000	1.0646088675
chr7	71000001	72000000	1.064939256
chr3	198000001	199000000	1.064983893
chr6	129000001	130000000	1.065005308
chr1	152000001	153000000	1.0650462
chr1	30000001	31000000	1.0651260455
chr5	110000001	111000000	1.065166624
chr5	162000001	163000000	1.0651719975
chr8	107000001	108000000	1.065211611
chr4	97000001	98000000	1.0652271965
chr9	59000001	60000000	1.0653021765
chr1	210000001	211000000	1.065366685
chr1	276000001	277000000	1.0654620945
chr1	130000001	131000000	1.0655482195
chr2	89000001	90000000	1.0655662945
chr1	280000001	281000000	1.065696922
chr8	93000001	94000000	1.0657117615
chr3	95000001	96000000	1.065928997
chr4	37000001	38000000	1.0659437765
chr1	266000001	267000000	1.06596584
chr5	40000001	41000000	1.066091805
chr2	38000001	39000000	1.066118758
chr4	78000001	79000000	1.066136125
chr5	130000001	131000000	1.066147023
chr8	131000001	132000000	1.066154204
chr7	141000001	142000000	1.066198465
chr4	40000001	41000000	1.066222599
chr3	55000001	56000000	1.066334544
chr7	159000001	160000000	1.0663421435
chr5	149000001	150000000	1.066346331
chr4	31000001	32000000	1.0663640155
chr6	172000001	173000000	1.0665488355
chr5	116000001	117000000	1.066575991
chr3	206000001	207000000	1.0665781285
chr1	131000001	132000000	1.0669536405
chr2	13000001	14000000	1.066967543
chr1	125000001	126000000	1.066971603
chr4	89000001	90000000	1.0670922575
chr5	103000001	104000000	1.067095978
chr3	179000001	180000000	1.0671439285
chr4	227000001	228000000	1.067156223
chr2	18000001	19000000	1.0676074095
chr4	35000001	36000000	1.067626933
chr10	129000001	130000000	1.067781331
chr1	41000001	42000000	1.067888115
chr3	169000001	170000000	1.067893083
chr4	140000001	141000000	1.0679176335
chr5	66000001	67000000	1.0679735265
chr8	145000001	146000000	1.0681548285
chr6	53000001	54000000	1.068180483
chr5	107000001	108000000	1.068236906
chr8	136000001	137000000	1.068438263
chr10	3000001	4000000	1.0685414665
chr5	219000001	220000000	1.0685552805
chr5	222000001	223000000	1.068585826
chr4	3000001	4000000	1.0686658685
chr3	184000001	185000000	1.068767743
chr3	155000001	156000000	1.068980955
chr8	50000001	51000000	1.0689961755
chr3	182000001	183000000	1.0690269455
chr3	175000001	176000000	1.069073846
chr8	124000001	125000000	1.0690771085
chr1	291000001	292000000	1.0692590215
chr1	171000001	172000000	1.0694091205
chr8	92000001	93000000	1.06954636
chr6	58000001	59000000	1.069568556
chr6	111000001	112000000	1.0696417935
chr5	14000001	15000000	1.069656426
chr5	213000001	214000000	1.0697507035
chr4	91000001	92000000	1.069778015
chr4	232000001	233000000	1.069795577
chr1	36000001	37000000	1.0698836445
chr4	38000001	39000000	1.069948186
chr1	292000001	293000000	1.070167523
chr8	95000001	96000000	1.0702623945
chr8	79000001	80000000	1.0703288515
chr2	20000001	21000000	1.0703807725
chr2	12000001	13000000	1.0704522585
chr1	47000001	48000000	1.070471929
chr3	166000001	167000000	1.0706388
chr4	103000001	104000000	1.070689133
chr1	179000001	180000000	1.070724806
chr1	38000001	39000000	1.0707361875
chr8	165000001	166000000	1.0707479565
chr1	304000001	305000000	1.0707868865
chr8	119000001	120000000	1.070812728
chr7	123000001	124000000	1.070970188
