chr_name	start	end	delta_methylation
chr1	159897501	159897977	0.71
chr1	160092035	160092487	0.72
chr1	160127005	160127417	-0.65
chr1	160336531	160337444	0.68
chr1	160592002	160592486	-0.72
chr1	160598539	160598995	0.7
chr1	160612080	160612495	0.52
chr1	160774028	160774999	0.67
chr1	160870013	160870999	0.64
chr1	161177513	161177987	-0.63
chr1	161481044	161481847	0.65
chr1	161587580	161587973	0.59
chr1	161708012	161709992	0.82
chr1	161710501	161711481	0.78
chr1	161750036	161750482	0.71
chr1	162336514	162336981	-0.64
chr1	162885501	162885994	-0.65
chr1	163134501	163134937	-0.83
chr1	163238057	163238481	-0.82
chr1	163304598	163304995	-0.62
chr1	163425180	163426483	0.78
chr1	163435002	163435975	-0.65
chr1	163443515	163443970	0.69
chr1	163457749	163457999	0.75
chr1	163539003	163540000	-0.69
chr1	163589515	163590482	-0.7
chr1	163626503	163626976	-0.64
chr1	163695519	163695985	-0.78
chr1	163716512	163717449	-0.57
chr1	164147002	164147499	0.51
chr1	164778001	164778366	-0.61
chr1	164955511	164955987	0.78
chr1	164978002	164978490	0.73
chr1	165163033	165163943	0.71
chr1	165170065	165170467	-0.62
chr1	165242509	165242997	0.63
chr1	165377564	165379416	-0.7
chr1	165434535	165435996	-0.64
chr1	165831030	165831499	0.59
chr1	166349503	166349999	-0.59
chr1	166618501	166619936	0.71
chr1	166751005	166751487	-0.84
chr1	166929524	166929991	0.63
chr1	167317583	167317962	-0.51
chr1	167678108	167678466	0.53
chr1	167748507	167748989	-0.64
chr1	168051539	168052000	-0.73
chr1	168125532	168125942	-0.71
chr1	168390008	168390402	-0.7
chr1	168913636	168913958	0.7
chr1	169188553	169189484	0.67
chr1	169685506	169685986	0.6
chr1	169700505	169700857	0.73
chr1	170292103	170292492	-0.75
chr1	170346521	170347430	-0.59
chr1	170359619	170359993	0.54
chr1	170431001	170431498	-0.66
chr1	170521077	170521865	0.64
chr1	170544002	170544911	-0.61
chr1	170993511	170993993	-0.53
chr1	171197503	171198974	-0.74
chr1	171510041	171510492	-0.77
chr1	171717526	171717982	0.5
chr1	171931504	171931994	0.57
chr1	174220540	174220978	-0.53
chr1	174818506	174818996	0.72
chr1	174820545	174820998	0.7
chr1	175079509	175081999	0.78
chr1	175154567	175154983	0.75
chr1	175381038	175381464	0.62
chr1	176494531	176494995	0.72
chr1	189280010	189280461	0.63
chr1	189417006	189417499	0.51
chr1	189499035	189499500	-0.52
chr1	190050508	190050975	-0.6
chr1	190074502	190074997	-0.72
chr1	190228019	190228478	-0.58
chr1	190259011	190259461	0.68
chr1	190293565	190293889	-0.68
chr1	190500029	190500430	0.63
chr1	190540023	190540474	0.57
chr1	190541007	190541332	0.77
chr1	190547002	190547997	-0.59
chr1	190550004	190550985	-0.6
chr1	190945002	190945498	-0.72
chr1	190948055	190948495	0.74
chr1	190960014	190960999	0.74
chr1	191230007	191230446	0.59
chr1	191825009	191825451	0.88
chr1	191911064	191911435	0.54
chr1	192020546	192020995	0.52
chr1	192051188	192051484	0.6
chr1	192364502	192364987	0.63
chr1	192430517	192431499	0.69
chr1	192668016	192668488	0.79
chr1	192681073	192681496	0.82
chr1	192988009	192988487	-0.65
chr1	193520144	193520475	0.85
chr1	193530506	193530998	0.73
chr1	194362001	194362480	-0.73
chr1	194544007	194544429	-0.89
chr1	194562515	194562989	0.85
chr1	194568002	194568496	-0.78
chr1	194572504	194572983	-0.9
chr1	194895032	194895500	0.58
chr1	194910052	194910500	0.76
chr1	194912116	194912419	0.69
chr1	195016013	195016500	0.7
chr1	195031051	195031465	0.66
chr1	195290012	195290398	0.8
chr1	195624005	195624500	0.54
chr1	195922534	195923000	0.69
chr1	196129509	196129997	0.8
chr1	196516536	196516996	0.68
chr1	196517505	196517989	0.72
chr1	196893516	196893901	0.58
chr1	196941511	196941997	0.81
chr1	197068501	197068991	0.76
chr1	197072009	197072495	0.69
chr1	197135504	197135931	0.64
chr1	197641507	197641985	0.53
chr1	197757748	197757985	0.52
chr1	197891513	197891992	-0.82
chr1	198298535	198299500	0.78
chr1	198611002	198614960	-0.78
chr1	198615533	198615918	-0.56
chr1	198649006	198649458	-0.68
chr1	199005533	199005998	-0.76
chr1	199027035	199027473	-0.77
chr1	199189042	199189991	-0.81
chr1	199802510	199803365	-0.63
chr1	200427044	200427989	-0.54
chr1	201187521	201187944	-0.8
chr1	201355517	201355915	-0.65
chr1	201466514	201467000	-0.65
chr1	201519552	201519993	-0.6
chr1	201756535	201756994	0.73
chr1	201881002	201881495	0.7
chr1	202547013	202548336	0.67
chr1	202552019	202552443	0.66
chr1	202955507	202955990	0.83
chr1	203009506	203009966	0.73
chr1	203343514	203343953	-0.54
chr1	203428012	203428477	0.68
chr1	204342501	204342988	0.5
chr1	204391502	204391995	-0.69
chr1	204608519	204608995	-0.72
chr1	204947535	204947989	-0.71
chr1	205039536	205039946	-0.77
chr1	205064502	205065901	0.76
chr1	205073001	205073499	-0.58
chr1	205074502	205074969	-0.71
chr1	205397506	205397998	0.67
chr1	205452089	205452983	-0.59
chr1	205456021	205456986	-0.62
chr1	205674509	205674994	-0.68
chr1	205699523	205700496	0.69
chr1	205836021	205836500	0.75
chr1	205848034	205849000	0.7
chr1	205938030	205938395	0.79
chr1	206026002	206026999	0.62
chr1	206061501	206061942	0.77
chr1	206078507	206078962	-0.57
chr1	206092517	206092919	-0.6
chr1	206093502	206093971	-0.62
chr1	206166529	206166993	0.58
chr1	206259001	206259440	-0.9
chr1	206305036	206305494	0.65
chr1	206649508	206649994	-0.58
chr1	207059506	207059997	0.67
chr1	207472512	207473494	-0.64
chr1	207519002	207519388	0.93
chr1	207780010	207780489	-0.59
chr1	208384516	208384992	0.69
chr1	209029504	209029967	0.7
chr1	209159508	209160470	-0.77
chr1	209511038	209511480	-0.56
chr1	209855518	209856000	0.67
chr1	209859014	209859428	0.65
chr1	210129003	210129474	-0.65
chr1	210131020	210131934	-0.61
chr1	210150015	210151481	-0.71
chr1	210163091	210163981	0.74
chr1	210166002	210166400	0.61
chr1	210199074	210199477	0.64
chr1	211399033	211399471	0.69
chr1	211481030	211481500	0.5
chr1	212442133	212443000	-0.83
chr1	212653504	212653996	0.51
chr1	212672550	212672986	0.74
chr1	212846520	212846994	0.61
chr1	212853024	212853467	0.55
chr1	213168029	213168498	-0.52
chr1	213325050	213325478	0.84
chr1	213435537	213435986	0.6
chr1	213517554	213517936	-0.6
chr1	213628140	213628484	0.84
chr1	213696105	213696494	0.69
chr1	213698512	213698989	0.77
chr1	213751030	213751495	-0.68
chr1	213894011	213894472	-0.62
chr1	214133182	214133485	0.66
chr1	214439002	214439491	0.8
chr1	215810517	215810999	0.56
chr1	216783506	216783985	0.66
chr1	217885586	217885936	-0.57
chr1	218855001	218855497	-0.79
chr1	220307507	220307975	-0.74
chr1	220320122	220321472	0.73
chr1	220481034	220481485	0.5
chr1	220737029	220737500	0.76
chr1	221064012	221064994	0.84
chr1	221122015	221122470	0.58
chr1	221127544	221127992	0.66
chr1	221253005	221253489	-0.63
chr1	221554008	221554992	-0.68
chr1	221624001	221624447	0.66
chr1	222022004	222022498	-0.63
chr1	222196512	222196972	-0.52
chr1	222665502	222665996	0.83
chr1	222779006	222779977	0.76
chr1	227110014	227110470	0.68
chr1	227128001	227128483	-0.64
chr1	261918511	261918968	-0.58
chr1	281281531	281282000	-0.57
chr1	295712517	295712988	-0.76
chr10	7301016	7301484	0.56
chr10	10576518	10576996	-0.54
chr10	10646022	10646448	-0.69
chr10	10834073	10834498	0.52
chr10	11416501	11416950	0.66
chr10	11664068	11664486	-0.63
chr10	11884503	11884993	-0.66
chr10	11923039	11923496	-0.69
chr10	12482004	12482491	0.72
chr10	12743502	12743979	-0.73
chr10	12796010	12796471	0.7
chr10	12797093	12797416	0.62
chr10	13698539	13698980	0.5
chr10	13734044	13734931	-0.8
chr10	13788511	13788999	-0.54
chr10	13796017	13796500	0.54
chr10	13809003	13809470	-0.74
chr10	14159522	14159937	-0.81
chr10	14719613	14720491	-0.65
chr10	14919037	14919459	-0.5
chr10	15335091	15335986	0.81
chr10	15336537	15336989	0.68
chr10	15395001	15395454	-0.67
chr10	15582031	15582492	-0.74
chr10	15583002	15583496	-0.56
chr10	15706034	15706973	0.64
chr10	16024626	16024995	-0.77
chr10	16068016	16068500	-0.78
chr10	16559071	16559482	0.5
chr10	17078109	17078493	0.71
chr10	17748509	17750492	0.78
chr10	18997506	18997801	0.58
chr10	19051507	19051992	0.83
chr10	19208529	19208999	0.74
chr10	19266565	19267480	-0.61
chr10	19382512	19382980	-0.71
chr10	19601505	19602447	-0.65
chr10	19776517	19776992	-0.75
chr10	19928511	19928951	0.56
chr10	20619077	20619499	-0.69
chr10	20839175	20839476	-0.74
chr10	21377001	21377985	-0.6
chr10	21490510	21491472	0.59
chr10	21492002	21492894	0.74
chr10	21493509	21494437	0.63
chr10	21510524	21510948	0.69
chr10	21511587	21511998	0.53
chr10	21515502	21516746	0.84
chr10	21530081	21530497	-0.66
chr10	22026001	22026488	0.57
chr10	22053014	22053977	-0.66
chr10	23683508	23683990	0.6
chr10	23687049	23687495	-0.63
chr10	23762032	23762908	0.67
chr10	23773507	23773982	-0.58
chr10	23891001	23891372	-0.76
chr10	23950503	23951395	0.74
chr10	23997006	23997994	-0.62
chr10	24063020	24063991	-0.74
chr10	24121046	24121995	-0.76
chr10	24270012	24270487	-0.69
chr10	24291013	24291500	0.56
chr10	24338050	24338991	0.56
chr10	24462252	24462498	0.52
chr10	24491502	24491991	-0.55
chr10	24622086	24622496	0.53
chr10	24625074	24625497	0.58
chr10	24700054	24700888	0.71
chr10	24752063	24752495	-0.6
chr10	24855020	24855464	0.73
chr10	24931575	24931976	0.54
chr10	24949558	24949892	-0.78
chr10	24950534	24950999	-0.76
chr10	24998108	24998488	0.6
chr10	25009267	25009478	0.66
chr10	25239508	25239991	0.64
chr10	25240525	25240964	0.74
chr10	26350015	26350483	0.69
chr10	26849515	26850000	-0.67
chr10	26931011	26931471	-0.51
chr10	27172034	27172493	-0.76
chr10	28154530	28154991	-0.71
chr10	28366532	28367491	0.56
chr10	28491506	28491999	-0.69
chr10	28572562	28572969	-0.76
chr10	28709705	28709998	0.71
chr10	28710504	28710999	0.83
chr10	30086629	30086998	0.5
chr10	30269556	30270500	0.58
chr10	30362506	30362985	0.59
chr10	30428011	30428498	-0.51
chr10	30682556	30682988	-0.54
chr10	30922501	30922978	0.56
chr10	30959547	30959984	-0.72
chr10	30978526	30978982	0.52
chr10	31109519	31109998	0.59
chr10	31255041	31255487	0.88
chr10	31342683	31342990	0.83
chr10	31343503	31343977	0.7
chr10	31504001	31504993	-0.59
chr10	32079509	32080000	-0.65
chr10	32146017	32146497	0.55
chr10	32147001	32147996	-0.52
chr10	32305535	32305947	0.65
chr10	32398010	32398893	-0.66
chr10	34102034	34102441	-0.75
chr10	34384002	34384499	0.51
chr10	34447013	34447444	-0.67
chr10	34451007	34451500	-0.7
chr10	34764001	34764496	-0.67
chr10	35009501	35010450	0.78
chr10	35078032	35078478	-0.77
chr10	35294001	35294490	0.53
chr10	35481016	35481322	0.63
chr10	35948009	35948454	0.59
chr10	36509012	36509494	-0.61
chr10	37363004	37363498	0.61
chr10	37563023	37563479	0.64
chr10	37604101	37604491	-0.65
chr10	37937120	37937481	0.79
chr10	38286011	38286497	-0.58
chr10	38420538	38420985	-0.71
chr10	38460601	38460994	-0.7
chr10	38461502	38461982	-0.57
chr10	38794504	38794937	-0.76
chr10	38796538	38796996	0.54
chr10	39794020	39794467	-0.77
chr10	39808528	39808961	-0.76
chr10	39809507	39810963	-0.78
chr10	40095570	40096999	-0.61
chr10	40132639	40133491	-0.71
chr10	40141547	40141952	-0.53
chr10	40145527	40145997	-0.64
chr10	40155547	40155999	-0.77
chr10	40745529	40745910	0.6
chr10	40762025	40762483	-0.67
chr10	40896502	40896999	0.58
chr10	41200504	41200984	-0.79
chr10	41240526	41241499	-0.63
chr10	41411262	41411498	0.57
chr10	41479503	41479981	-0.56
chr10	41890501	41890984	0.67
chr10	42017504	42017992	-0.58
chr10	42751037	42752499	0.68
chr10	44051015	44051495	-0.62
chr10	44052008	44052475	-0.72
chr10	44089502	44089993	0.53
chr10	44167578	44168461	0.68
chr10	44606001	44606982	-0.63
chr10	45008057	45009494	0.55
chr10	45548607	45548981	-0.53
chr10	45570593	45570977	-0.64
chr10	45578512	45578966	-0.63
chr10	45724507	45724992	-0.53
chr10	46062018	46063470	-0.56
chr10	47327030	47328993	0.73
chr10	48099508	48099995	-0.87
chr10	48101503	48102494	-0.63
chr10	48770005	48770475	0.66
chr10	48819001	48819494	-0.66
chr10	49101503	49102444	0.68
chr10	50394501	50394999	-0.75
chr10	50512019	50513455	-0.63
chr10	50516620	50516999	0.77
chr10	50517521	50517888	0.66
chr10	50771578	50771970	-0.73
chr10	50851502	50852452	0.62
chr10	51126508	51126997	-0.87
chr10	51129002	51129439	-0.86
chr10	51318070	51318999	-0.68
chr10	51538015	51538482	-0.5
chr10	51845048	51845446	0.57
chr10	52172010	52172983	-0.61
chr10	52237002	52237944	-0.64
chr10	52321503	52321974	-0.88
chr10	53010048	53010498	0.58
chr10	53013082	53014500	-0.72
chr10	53306519	53306983	-0.63
chr10	53542515	53543453	-0.67
chr10	53645535	53645926	-0.77
chr10	53826501	53826989	-0.65
chr10	54268002	54269369	-0.61
chr10	54606504	54606968	0.72
chr10	54682518	54682862	-0.66
chr10	54800005	54800971	-0.63
chr10	54937532	54937999	0.62
chr10	55545528	55545998	-0.68
chr10	55571519	55572000	-0.72
chr10	55814028	55815400	0.65
chr10	55977525	55978494	0.72
chr10	56260016	56260467	0.64
chr10	56356518	56356960	0.58
chr10	56360696	56361993	0.66
chr10	56436511	56437490	0.68
chr10	56516518	56517495	-0.7
chr10	56992587	56992986	0.61
chr10	57030508	57030980	0.76
chr10	57716523	57717456	0.66
chr10	58605022	58607499	0.68
chr10	58744505	58744993	-0.66
chr10	59955538	59955970	0.75
chr10	59956503	59956931	0.68
chr10	62020001	62020986	0.61
chr10	62082002	62082975	0.66
chr10	62336047	62336496	0.65
chr10	62337030	62337496	0.67
chr10	62706020	62706500	0.52
chr10	62777502	62778499	0.7
chr10	63211131	63211987	-0.76
chr10	63730593	63730934	0.72
chr10	63927523	63927976	0.51
chr10	64181026	64181484	0.52
chr10	64234003	64234444	-0.61
chr10	64470533	64470975	-0.68
chr10	64673502	64673946	-0.63
chr10	64830520	64830989	0.83
chr10	64862508	64862989	-0.53
chr10	65524021	65524244	-0.54
chr10	65525005	65525772	-0.65
chr10	65732031	65732982	-0.6
chr10	65901035	65901490	-0.75
chr10	66205003	66205473	-0.55
chr10	66208524	66208903	0.76
chr10	66521009	66521453	0.72
chr10	67891021	67891489	-0.52
chr10	68049529	68049949	0.74
chr10	68348034	68348491	0.63
chr10	68353591	68354987	-0.59
chr10	68648535	68649479	0.64
chr10	68921629	68921997	0.95
chr10	68925001	68925478	0.79
chr10	68926095	68926500	0.71
chr10	69404063	69405000	-0.63
chr10	69704514	69704999	-0.71
chr10	70058002	70058496	-0.54
chr10	70059532	70059998	-0.6
chr10	70107011	70107499	-0.76
chr10	70875044	70875493	-0.71
chr10	70879505	70879997	-0.68
chr10	70985514	70985860	-0.65
chr10	72075706	72076966	0.7
chr10	72082071	72082487	0.61
chr10	72127010	72127499	-0.66
chr10	72473011	72473472	-0.72
chr10	72494066	72494482	-0.71
chr10	72803605	72804499	-0.66
chr10	72946120	72946913	0.69
chr10	72952018	72952476	0.73
chr10	72954037	72954432	0.66
chr10	73055590	73056000	0.54
chr10	73570064	73570500	-0.75
chr10	73628569	73629958	-0.64
chr10	73645010	73645469	0.74
chr10	73919539	73920500	-0.68
chr10	74037514	74037980	-0.55
chr10	74379077	74379489	0.52
chr10	74754504	74755481	0.68
chr10	74757016	74757474	-0.51
chr10	76093006	76093451	0.59
chr10	76133009	76133475	-0.54
chr10	76470027	76470482	0.51
chr10	77676013	77676464	0.59
chr10	77742525	77742993	-0.58
chr10	77753004	77754479	0.72
chr10	78043001	78043461	0.68
chr10	78193655	78193995	-0.54
chr10	78535540	78535963	0.7
chr10	79216007	79216410	0.7
chr10	79262054	79262496	-0.55
chr10	79288024	79288491	-0.52
chr10	79533554	79533995	-0.65
chr10	79576001	79576497	-0.82
chr10	80010001	80010492	-0.63
chr10	80080048	80080486	0.56
chr10	80378618	80378931	0.66
chr10	80395540	80396000	-0.75
chr10	81156038	81156437	0.71
chr10	81441511	81441999	-0.71
chr10	81541033	81541498	-0.55
chr10	82095022	82096499	-0.72
chr10	82550509	82550928	-0.69
chr10	82551502	82551950	-0.73
chr10	82950505	82951000	0.75
chr10	82955502	82956495	-0.6
chr10	82959085	82959999	-0.75
chr10	82962567	82962950	-0.63
chr10	83129512	83129908	0.78
chr10	83662519	83662991	-0.64
chr10	83686506	83687000	-0.72
chr10	83700501	83700988	0.64
chr10	83842692	83843498	0.7
chr10	83935015	83935460	0.65
chr10	83984064	83984481	-0.87
chr10	84122076	84122449	0.57
chr10	84547002	84547497	0.54
chr10	84548019	84550435	0.85
chr10	84551003	84551964	0.78
chr10	84564004	84564494	0.54
chr10	84569032	84570463	-0.59
chr10	84674015	84674491	-0.83
chr10	85596007	85596491	0.56
chr10	85646008	85646500	-0.81
chr10	85846001	85846490	0.55
chr10	86731005	86731485	-0.67
chr10	86885002	86885993	0.87
chr10	87221515	87221892	0.61
chr10	87314002	87314986	-0.78
chr10	87456001	87456457	-0.69
chr10	88150027	88150471	0.6
chr10	88561509	88561997	0.91
chr10	88752593	88753491	-0.79
chr10	88759508	88759999	-0.67
chr10	88770507	88770954	0.63
chr10	88887041	88888446	0.66
chr10	89421012	89421394	0.54
chr10	89742007	89743474	0.67
chr10	89889746	89889990	-0.52
chr10	89890502	89890988	-0.51
chr10	90423512	90423994	-0.73
chr10	92218068	92218496	-0.73
chr10	92313528	92314000	-0.63
chr10	92768007	92768491	0.79
chr10	92912517	92912994	-0.64
chr10	93632536	93632999	0.56
chr10	93922692	93923000	0.62
chr10	93923505	93923924	0.69
chr10	93939551	93941483	-0.78
chr10	94130511	94131488	0.74
chr10	94277081	94277952	0.77
chr10	94390021	94390983	0.52
chr10	95124021	95124994	0.73
chr10	95195001	95195489	-0.64
chr10	95357534	95357999	-0.51
chr10	95453043	95453487	0.7
chr10	95463519	95463999	-0.62
chr10	95860078	95860488	-0.88
chr10	95932091	95932490	-0.57
chr10	96021002	96021943	-0.71
chr10	96272051	96272494	0.78
chr10	96335501	96336000	-0.68
chr10	96653555	96654448	-0.73
chr10	96948528	96948989	-0.59
chr10	97216061	97216479	0.51
chr10	97817171	97817429	0.78
chr10	97818005	97818905	0.72
