chr_name	start	end	log2FoldChange	padj	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr3	31401124	31416382	3.35929952482998	1.2882545310142799e-20	MSTRG.22032	Zm00001d040189	GRMZM2G062650	 nrp1;no-apical-meristem-related protein1: nactf128 locus designated and assigned to a transcription factor family by the GRASSIUS project (Yilmaz et al 2009) 	 which also provided the mappings to the B73_Reference Genome sequence v2 gene models.
chr10	96325740	96327888	4.87877026761802	2.0404333581871398e-20	MSTRG.11277	Zm00001d024946	GRMZM2G148441	 fnsii1;flavone synthase typeII1: Encodes a flavone synthase that is of the oxygen- and NADPH-dependent cytochrome P450 membrane-bound monooxygenase class	 [source: characterized gene (MaizeGDB_09082017)]
chr2	165791651	165919841	4.00221807015725	2.6491462992080598e-20	MSTRG.17816	Zm00001d005252	GRMZM2G073928	Leucine-rich repeat receptor-like tyrosine-protein kinase PXC3	[source:homolog]
chr2	20723662	20727230	3.8188443419270497	4.737872347885519e-20	MSTRG.14229	Zm00001d002735	GRMZM2G458974	40S ribosomal protein S7-2	[source:homolog]
chr9	85187676	85190971	4.94080889461153	5.09220622138692e-20	MSTRG.58812	Zm00001d046373	GRMZM2G088096	Peroxisomal nicotinamide adenine dinucleotide carrier	[source:homolog]
chr7	160066192	160069703	3.4218899044193103	2.12307753782831e-19	MSTRG.50251	Zm00001d021687	GRMZM2G077008	Protein EIN4	[source:homolog]
chr5	49133	63649	9.56375459377717	2.5874695676145896e-19	MSTRG.34329	Zm00001d012797	GRMZM2G054678		
chr5	35783	42435	6.31978492798346	3.15620524918432e-19	MSTRG.34327	Zm00001d012795	GRMZM2G356260	SH2 domain protein B	[source:homolog]
chr2	17149596	17153986	5.70265601704496	5.02943032849686e-19	MSTRG.14036	Zm00001d002625	GRMZM2G128179	Probable methyltransferase PMT15	[source:homolog]
chr10	117395751	117399868	5.59074893874567	2.6704208903566005e-18	MSTRG.11876	Zm00001d025404	GRMZM2G007633		
chr5	3537738	3542307	3.30292668693593	2.80616605086504e-18	MSTRG.36234	Zm00001d013035	AC210013.4_FG003	Cycloartenol-C-24-methyltransferase	[source:homolog]
chr10	120429339	120687831	6.524133867790719	5.57245559808642e-18	MSTRG.11969	Zm00001d025490	GRMZM2G446201	 zar1;Zea mays ARGOS1: affects yield	 and response to drought
chr3	168688360	168714684	8.63636377264408	9.49075467710195e-18	MSTRG.24800	Zm00001d042470	GRMZM2G113264	Protein kinase superfamily protein	[source:homolog]
chr4	183208067	183308980	2.73185310068775	2.0054495403014e-17	MSTRG.32114	Zm00001d052206	GRMZM2G149422	Protein EXORDIUM	[source:homolog]
chr6	166057112	166060145	4.71577644726553	2.26588415478335e-17	MSTRG.45950	Zm00001d038863	GRMZM2G094892	Transcription factor bHLH87	[source:homolog]
chr6	95592329	95594036	5.01950477016535	9.785577444758791e-17	MSTRG.43335	Zm00001d036628	GRMZM2G054998	Single-stranded nucleic acid binding R3H protein	[source:homolog]
chr10	105468350	105676694	4.65377798005278	6.707589444527969e-16	MSTRG.11537	Zm00001d025129	GRMZM2G126496	Short-chain dehydrogenase TIC 32 chloroplastic	[source:homolog]
chr8	63093246	63106876	3.44294630890616	8.96554160148613e-16	MSTRG.52203	Zm00001d009403	GRMZM2G130101		
chr8	63093246	63106876	3.44294630890616	8.96554160148613e-16	MSTRG.52203	Zm00001d009404	GRMZM2G084727	aspartate-glutamate racemase family	[source:homolog]
chr1	290215992	290471905	2.68951874679398	4.107237976564929e-15	MSTRG.8386	Zm00001d034356	GRMZM2G308687	 gst5;glutathione transferase5: cDNA	 safener-induced; high activity with fluorodifen herbicide
chr1	121788055	122118964	8.749717001023	9.821753124746959e-15	MSTRG.3621	Zm00001d030316	GRMZM2G009465	Proline-rich protein 2	[source:homolog]
chr5	39659999	39668339	5.75694540346662	4.0832988117980396e-14	MSTRG.35514	Zm00001d014290	GRMZM2G018558	Leucine aminopeptidase 2 chloroplastic	[source:homolog]
chr1	197388665	197549096	2.38485123335124	8.265300394313029e-14	MSTRG.5347	Zm00001d031655	GRMZM2G054252	 nactf48;NAC-transcription factor 48: Locus designated and assigned to a transcription factor family by the GRASSIUS project (Yilmaz et al 2009) 	 which also provided the mappings to the B73_Reference Genome sequence v2 gene models.
chr2	231129787	231130699	4.58884066607724	1.41261892390268e-13	MSTRG.20345	Zm00001d007411	GRMZM2G166776	NADH-ubiquinone reductase complex 1 MLRQ subunit	[source:homolog]
chr10	95932744	95935711	2.79976699921255	2.4360408975297e-13	MSTRG.11285	Zm00001d024939	GRMZM2G154509	Phosphoglycerate mutase-like protein	[source:homolog]
chr10	65976164	65985734	7.61296739202852	2.92336101837269e-13	MSTRG.10518	Zm00001d024348	GRMZM2G149969	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein	[source:homolog]
chr5	191573773	191586780	2.8572806515612204	5.51111229452631e-13	MSTRG.39751	Zm00001d017280	GRMZM2G370991		
chr7	24771085	24772860	3.28406773578083	6.21149819762084e-13	MSTRG.47128	Zm00001d019265	GRMZM2G097030	UDP-glucosyltransferase  	 [source: RefGen_v3] 
chr6	160345561	160353351	4.78402478833849	7.12394039633563e-13	MSTRG.45499	Zm00001d038576	GRMZM2G305159	Calcium-transporting ATPase 4 plasma membrane-type	[source:homolog]
chr2	223566224	223567878	7.861759011575231	7.60911369130057e-13	MSTRG.20069	Zm00001d007160	GRMZM2G133475	Peroxidase 66  	 [source: RefGen_v3] 
chr10	65886711	65888365	4.77144808570802	1.3120060902257802e-12	MSTRG.10512	Zm00001d024344	GRMZM2G155392		
chr1	69320866	69324800	8.98403238638307	1.46094359420282e-12	MSTRG.2468	Zm00001d029410	GRMZM2G120587	Serine carboxypeptidase-like 51	[source:homolog]
chr2	171684094	171685002	3.99465470384989	2.55022213123744e-12	MSTRG.17956	Zm00001d005381	GRMZM2G087728		
chr3	158469868	158879876	2.2849180090309904	2.83951766980364e-12	MSTRG.24592	Zm00001d042281	GRMZM2G448834	Secondary cell wall-related glycosyltransferase family 47  	 [source: RefGen_v3] 
chr1	7401558	7659185	2.23621569068866	3.41626311947145e-12	MSTRG.182	Zm00001d027524	GRMZM2G099454	Basic endochitinase B	[source:homolog]
chr2	53848905	53854880	3.16553382533999	4.5683999291817895e-12	MSTRG.15510	Zm00001d003677	GRMZM2G147685	Transcription factor bHLH95	[source:homolog]
chr1	211041986	211046442	3.7223679382133903	5.09759663261884e-12	MSTRG.5740	Zm00001d032057	GRMZM2G479318		
chr8	132970894	132973576	2.81732244453831	5.7980350443305495e-12	MSTRG.54615	Zm00001d010907	GRMZM2G171781	Putative MYB DNA-binding domain superfamily protein  	 [source: RefGen_v3] 
chr1	57485711	57493258	2.24994805522687	6.96906821634153e-12	MSTRG.2077	Zm00001d029091	GRMZM2G318780	 sus2;sucrose synthase2: Encodes sucrose synthase-2 (SUS2)	 one of 3 loci defined for this function; compare sh1 and sus1.
chr2	28067456	28084390	2.8922748781282004	8.222116506971808e-12	MSTRG.14775	Zm00001d002954	GRMZM2G113990	Cox19-like CHCH family protein	[source:homolog]
chr8	64107616	64111865	2.2238446465862998	9.74544102631907e-12	MSTRG.52222	Zm00001d009431	GRMZM2G168681	 fps1;farnesyl pyrophosphate synthase1: endosperm cDNA sequence; two copies detected; up-regulated in endosperm mutants	 o2 and fl2 (Li et al. 1996).
chr2	36131190	36140421	2.42753605535698	1.15374214101155e-11	MSTRG.15018	Zm00001d003213	GRMZM2G081053	CONTAINS InterPro DOMAIN/s: Ankyrin repeat-containing domain (InterPro:IPR020683) Ankyrin repeat (InterPro:IPR002110); BEST Arabidopsis thaliana protein match is: XB3 ortholog 2 in Arabidopsis thaliana (TAIR:AT5G57740.1); Has 66374 Blast hits to 25 /.../oteins in 1201 species: Archae - 121; Bacteria - 8133; Metazoa - 29530; Fungi - 5885; Plants - 3349; Viruses - 785; Other Eukaryotes - 18571 (source: NCBI BLink).	[source:homolog]
chr3	169439385	169441492	7.24550376794944	1.80853247702185e-11	MSTRG.24837	Zm00001d042493	GRMZM2G141632	Hydroxyproline-rich glycoprotein (HRGP)	[source:homolog]
chr3	28018444	28020104	3.01804146487112	2.66128487620198e-11	MSTRG.21969	Zm00001d040113	GRMZM2G152689	Protein MOTHER of FT and TFL1	[source:homolog]
chr2	161423235	161427030	6.387064029014111	7.3497626523765e-11	MSTRG.17689	Zm00001d005154	GRMZM2G353091	Putative E3 ubiquitin-protein ligase RF4	[source:homolog]
chr4	78443935	78448740	2.5640855429964904	7.544255369736521e-11	MSTRG.29658	Zm00001d050283	GRMZM2G080178	Sulfate transporter 1.2	[source:homolog]
chr8	172186877	172194791	2.2686292626630298	8.1306455526657e-11	MSTRG.56260	Zm00001d012308	GRMZM2G447876	CDP-diacylglycerol--serine O-phosphatidyltransferase 1	[source:homolog]
chr2	30033564	30282079	6.0483151026008795	8.64652664034682e-11	MSTRG.14827	Zm00001d003045	GRMZM5G882852	Beta-glucosidase 47	[source:homolog]
chr2	32677111	32684868	2.65668419198614	9.21963928863947e-11	MSTRG.14890	Zm00001d003114	GRMZM2G065899	calcium-binding EF hand family protein	[source:homolog]
chr1	8129042	8130156	3.9165514079953905	1.23410514520373e-10	MSTRG.216	Zm00001d027557	GRMZM2G475059	 gst31;glutathione transferase31: glutathione S-transferase subunit 31; matches PCO132874 (in silico from AF244696) placed by overgo on chromosome 1	 [source: characterized gene (MaizeGDB_09082017)]
chr1	80665246	80665596	3.1003404874419904	1.45610795218857e-10	MSTRG.2748	Zm00001d029630	GRMZM2G401328	 psei6;cystatin6:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	35512929	35515267	4.02003164989926	1.53405567994399e-10	MSTRG.14999	Zm00001d003202	GRMZM2G477632	Ribosomal protein L10 family protein	[source:homolog]
chr4	236769086	236771223	4.23900117264542	1.55798619769751e-10	MSTRG.33771	Zm00001d053619	GRMZM2G153871	Phenylalanine ammonia-lyase 1	[source:homolog]
chr10	139138414	139273042	2.2278123042772497	1.89113534948507e-10	MSTRG.12798	Zm00001d026127	GRMZM2G084491	Patched family protein	[source:homolog]
chr5	211742129	211742884	4.04666596340142	2.0607101486926702e-10	MSTRG.40481	Zm00001d018003	GRMZM5G812088		
chr8	47906293	47913252	6.069684821610401	2.07683526257586e-10	MSTRG.52014	Zm00001d009260	GRMZM2G102015	Dephospho-CoA kinase	[source:homolog]
chr10	28417922	28423182	3.3664638682759795	2.82374840560728e-10	MSTRG.9939	Zm00001d023923	AC203972.3_FG001	Disease resistance protein RPM1	[source:homolog]
chr3	136355886	136727063	7.42081934276183	3.0607411071578303e-10	MSTRG.23992	Zm00001d041763	GRMZM2G083130	Cytokinin-O-glucosyltransferase 2  	 [source: RefGen_v3] 
chr2	35243617	35247669	2.11584369507859	3.82921973271638e-10	MSTRG.14992	Zm00001d003193	GRMZM2G089596	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	[source:homolog]
chr10	129817483	129851965	2.5354089699513302	4.2125177063414204e-10	MSTRG.12333	Zm00001d025795	GRMZM2G071264	Trafficking protein particle complex II-specific subunit 120 homolog	[source:homolog]
chr10	35174804	35404200	2.03612727218443	4.8392045885542e-10	MSTRG.10043	Zm00001d023994	GRMZM2G016890	Beta-glucosidase%2C chloroplastic  	 [source: RefGen_v3] 
chr9	100126399	100196310	3.55340259105173	6.495863299375411e-10	MSTRG.59138	Zm00001d046642	GRMZM2G028413	GDSL esterase/lipase 	[source:homolog]
chr2	161031921	161043142	7.41755852426498	8.23560531947851e-10	MSTRG.17680	Zm00001d005147	GRMZM2G164704		
chr10	96956014	96967803	5.39111726765799	1.54344194225162e-09	MSTRG.11309	Zm00001d024962	GRMZM2G436455	PR5-like receptor kinase	[source:homolog]
chr7	62166754	62171603	2.0510304416044303	1.96668809044154e-09	MSTRG.47883	Zm00001d019792	GRMZM2G110742		
chr1	29497209	29504081	3.7143928698765403	2.02797285349276e-09	MSTRG.1154	Zm00001d028295	GRMZM2G180478	Protein LOW PSII ACCUMULATION 3 chloroplastic	[source:homolog]
chr10	139479810	139481556	2.1131453191596004	2.34636432757617e-09	MSTRG.12625	Zm00001d026137	GRMZM2G133018	OSJNBa0084K11.10 protein;  protein	[source:homolog]
chr10	102424574	102432864	3.0723992898706003	2.72929834361623e-09	MSTRG.11417	Zm00001d025067	GRMZM2G412207	Probable pectate lyase 8	[source:homolog]
chr4	161593833	161598938	3.15808883178011	2.76192008031455e-09	MSTRG.31276	Zm00001d051529	GRMZM2G054013	Putative AMP-dependent synthetase and ligase superfamily protein  	 [source: RefGen_v3] 
chr3	156523101	156523445	3.5956852960029	3.2887983390488694e-09	MSTRG.24508	Zm00001d042217	GRMZM2G019686	FPF1-like protein 1	[source:homolog]
chr1	2778701	2782413	7.0884407615721	3.77477640570765e-09	MSTRG.327	Zm00001d027313	GRMZM2G388684	Probable xyloglucan endotransglucosylase/hydrolase protein 32	[source:homolog]
chr10	137305938	137320695	3.6371957372957198	3.81360495255408e-09	MSTRG.12717	Zm00001d026061	GRMZM2G040673	Plant-specific domain TIGR01568 family protein  	 [source: RefGen_v3] 
chr6	7125784	7140658	5.326796264153099	3.9350753831844896e-09	Zm00001d035153	Zm00001d035153	GRMZM2G449489		
chr10	118681357	118937115	3.63866108488083	6.3205918694483e-09	MSTRG.11930	Zm00001d025437	GRMZM2G136508	Amino acid permease  	 [source: RefGen_v3] 
chr8	12316480	12317077	4.68802299959498	6.45838845132942e-09	MSTRG.51050	Zm00001d008541	GRMZM2G111898		
chr10	74756584	74774103	2.60321342010504	7.95538033448391e-09	MSTRG.10725	Zm00001d024505	GRMZM2G321023		
chr8	87301378	87313130	8.53837669059563	8.06150721833824e-09	MSTRG.52870	Zm00001d009883	GRMZM5G831887	40S ribosomal protein S4-3	[source:homolog]
chr6	130116712	130119976	2.12215577860827	8.160305190658571e-09	MSTRG.44385	Zm00001d037576	GRMZM2G041065	Pyrophosphate-energized vacuolar membrane proton pump  	 [source: RefGen_v3] 
chr10	99217386	99219471	4.53606313623006	8.32686264787627e-09	MSTRG.11340	Zm00001d025005	GRMZM2G159393	 yuc2;Yucca2:	 [source: characterized gene (MaizeGDB_09082017)]
chr10	99815796	99887632	2.87747784233459	1.04102969970895e-08	MSTRG.11365	Zm00001d025016	GRMZM2G177203	Thioredoxin superfamily protein	[source:homolog]
chr10	99815796	99887632	2.87747784233459	1.04102969970895e-08	MSTRG.11365	Zm00001d025016	GRMZM5G823696	Thioredoxin superfamily protein	[source:homolog]
chr5	1978763	1993220	2.2559475136603195	1.2552079271171001e-08	MSTRG.36116	Zm00001d012922	GRMZM2G415491	 rh3;RNA helicase3:	 [source: characterized gene (MaizeGDB_09082017)]
chr9	132231651	132237250	3.22201349850303	1.30881906252679e-08	MSTRG.60159	Zm00001d047489	GRMZM2G002309		
chr10	96948264	96950890	4.27526635618373	1.81121181266363e-08	MSTRG.11308	Zm00001d024961	GRMZM2G436448	Serine/threonine protein kinase	[source:homolog]
chr3	9798193	10075549	5.62009617803028	2.2558492333556003e-08	MSTRG.21445	Zm00001d039638	GRMZM2G113626		
chr1	203191238	203192635	4.11805525748582	2.39501649266186e-08	MSTRG.5483	Zm00001d031835	GRMZM5G829831		
chr2	34337949	34348206	4.05204005989469	3.03008342587021e-08	MSTRG.14927	Zm00001d003167	GRMZM2G134951	CBF1 interacting corepressor  	 [source: RefGen_v3] 
chr1	73430709	73707730	2.7879013328899904	3.54701915762699e-08	MSTRG.2583	Zm00001d029506	GRMZM2G060544	LOB domain-containing protein 42	[source:homolog]
chr8	65782410	65783537	4.00955004209142	4.0833036912781204e-08	MSTRG.52284	Zm00001d009468	GRMZM2G159592	Putative AP2/EREBP transcription factor superfamily protein  	 [source: RefGen_v3] 
chr5	193776413	193778741	4.757267637939139	4.7993732892998606e-08	MSTRG.39850	Zm00001d017374	GRMZM2G073250	Protein kinase superfamily protein	[source:homolog]
chr10	16725273	16845447	3.31950909772637	5.046097479433941e-08	MSTRG.9696	Zm00001d023718	GRMZM2G091819	 de18;defective18: Defective kernel: seed weight less than half of normal (B37) (Torti et al. 1984)	 [source: characterized gene (MaizeGDB_09082017)]
chr2	95785680	95787741	6.45492960967723	5.62534714499517e-08	MSTRG.16338	Zm00001d004248	GRMZM2G083935	UDP-glycosyltransferase 85A7	[source:homolog]
chr2	117337369	117341154	2.84135118664124	6.49896083430987e-08	MSTRG.16808	Zm00001d004547	GRMZM2G480356	OSJNBa0089E12.13 protein;  protein	[source:homolog]
chr7	137232888	137243151	2.4908223895553503	7.78524846311438e-08	MSTRG.49367	Zm00001d020938	GRMZM2G006578	bZIP transcription factor family protein	[source:homolog]
chr1	19324177	19438014	2.02030476352622	7.86945494615296e-08	MSTRG.818	Zm00001d027987	GRMZM2G006631	Transcription factor bHLH99	[source:homolog]
chr1	73971569	73973965	3.5228274549028	8.025431638270871e-08	MSTRG.2544	Zm00001d029512	GRMZM2G137502	Dof zinc finger protein DOF4.6	[source:homolog]
chr9	6587251	6589339	3.70735328098886	8.58632081359363e-08	MSTRG.56661	Zm00001d044895	GRMZM5G874756	ATPase%2C coupled to transmembrane movement of substance  	 [source: RefGen_v3] 
chr10	131690960	131967420	2.45550852191652	8.85743414272434e-08	MSTRG.12424	Zm00001d025860	GRMZM2G005859		
chr6	85905675	85907036	4.39999610296419	9.03430542208501e-08	MSTRG.43006	Zm00001d036370	GRMZM2G145518	Chitinase2  	 [source: RefGen_v3] 
chr7	6598000	6733751	4.805822589287589	9.24778564941214e-08	MSTRG.46559	Zm00001d018830	GRMZM2G406170	 burp9;BURP domain-containing protein-RD22-like9:	 [source: characterized gene (MaizeGDB_09082017)]
chr6	127318594	127498355	3.3262648730978706	9.648173484582052e-08	MSTRG.44324	Zm00001d037498	GRMZM2G127160	 tar1;tryptophan aminotransferase related1:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	173335252	173336838	7.37791419664464	1.02852049742561e-07	MSTRG.56103	Zm00001d012387	GRMZM2G023827	Embryogenesis transmembrane protein-like;  protein	[source:homolog]
chr2	226780339	226782881	2.04065677400285	1.11928602338169e-07	MSTRG.20202	Zm00001d007280	GRMZM2G137546	 zar3;Zea mays ARGOS homolog3: putative auxin response gene regulating organ size	 [source: characterized gene (MaizeGDB_09082017)]
chr5	163059252	163099038	2.07024371500835	1.4748633319108e-07	MSTRG.38806	Zm00001d016459	GRMZM2G386155	Serine carboxypeptidase-like 19	[source:homolog]
chr8	69756878	69762080	2.4555066753359	1.57448371385065e-07	MSTRG.52353	Zm00001d009549	GRMZM2G359664	Rop guanine nucleotide exchange factor 9	[source:homolog]
chr7	34104832	34278975	2.2852156710956697	1.92206631582719e-07	MSTRG.47341	Zm00001d019446	GRMZM2G042692	farnesylated protein 3	[source:homolog]
chr4	194404228	194405764	2.9953365701264305	2.11190843639192e-07	MSTRG.32420	Zm00001d052602	AC185217.3_FG007	40S ribosomal protein S4-3	[source:homolog]
chr6	96209960	96215317	2.11077716440804	2.65120455268279e-07	MSTRG.43364	Zm00001d036648	GRMZM2G161680	Nuclear transcription factor Y subunit C-2	[source:homolog]
chr3	53996519	53997786	2.3639571357041897	2.66023117273744e-07	MSTRG.22566	Zm00001d040613	GRMZM2G103771	Stress-inducible membrane pore protein  	 [source: RefGen_v3] 
chr9	142104010	142107172	3.715610376638	2.69515792126748e-07	MSTRG.60556	Zm00001d047799	GRMZM2G366532	Heat shock 70 kDa protein 5	[source:homolog]
chr5	4140688	4312059	2.23081025475465	3.18342584909069e-07	MSTRG.36279	Zm00001d013071	GRMZM2G152796	Auxin-responsive protein IAA4	[source:homolog]
chr6	169691908	169699551	2.5861269408369703	3.7612943904802497e-07	MSTRG.46162	Zm00001d039081	GRMZM5G855337	CTP synthase family protein	[source:homolog]
chr7	172484959	172489194	4.82731569557754	3.9015772029666295e-07	MSTRG.52997	Zm00001d022193	GRMZM2G014729	Probable trehalose-phosphate phosphatase J	[source:homolog]
chr3	158433769	158447664	2.07105797314726	4.42985408258195e-07	MSTRG.24590	Zm00001d042272	GRMZM2G336909	Histone-lysine N-methyltransferase H3 lysine-9 specific SUVH4	[source:homolog]
chr1	51465045	51470982	3.8138243829653597	4.6011550050428705e-07	MSTRG.1727	Zm00001d028919	GRMZM2G317160	AP2-like ethylene-responsive transcription factor AIL5	[source:homolog]
chr4	214198923	214199570	5.34263181849655	4.89197911278539e-07	MSTRG.33146	Zm00001d053108	GRMZM2G158400		
chr5	207860764	207865964	3.72283285150478	6.70130641207108e-07	MSTRG.40383	Zm00001d017826	GRMZM2G136465	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2	[source:homolog]
chr3	234823897	234849055	5.601936951433379	7.3604614659231e-07	MSTRG.27517	Zm00001d044683	GRMZM2G175076	Probable chalcone--flavonone isomerase 3	[source:homolog]
chr2	36101916	36105784	4.28595517867307	7.698173789309059e-07	MSTRG.15016	Zm00001d003212	GRMZM2G051984	Probable protein kinase 	[source:homolog]
chr7	9481556	9491721	2.61747396579618	1.0272589387333999e-06	MSTRG.46722	Zm00001d018925	GRMZM2G704349	Pumilio homolog 3	[source:homolog]
chr2	24293566	24295583	4.39910397771393	1.16510386654939e-06	MSTRG.14594	Zm00001d002843	GRMZM2G123202	P-type R2R3 Myb protein  	 [source: RefGen_v3] 
chr1	110342608	110348109	2.02891458529816	1.32336483073335e-06	MSTRG.3437	Zm00001d030172	GRMZM2G179528	Serine carboxypeptidase-like 19	[source:homolog]
chr8	176802144	176813009	4.0737103810632	1.38197905177475e-06	MSTRG.57606	Zm00001d012571	GRMZM2G091006	DNA-(apurinic or apyrimidinic site) lyase chloroplastic	[source:homolog]
chr8	176802144	176813009	4.0737103810632	1.38197905177475e-06	MSTRG.57606	Zm00001d012572	AC194405.3_FG009	 al9;aleurone9: aleurone specific cDNA	 unknown function
chr1	48853876	48855675	4.60414184669867	1.53436658406003e-06	MSTRG.1651	Zm00001d028862	GRMZM2G021433	Glycine-rich protein family	[source:homolog]
chr5	134455335	134457877	2.10929433455762	1.87836236160017e-06	MSTRG.38201	Zm00001d015963	GRMZM2G174458	Protein DETOXIFICATION 16	[source:homolog]
chr10	73839384	73843136	4.88084751571472	2.27045372521234e-06	MSTRG.10664	Zm00001d024488	GRMZM2G150680	myb domain protein 118	[source:homolog]
chr1	27271837	27410568	2.33101796185765	2.5499461324923802e-06	MSTRG.1073	Zm00001d028231	GRMZM5G879116	Sec14p-like phosphatidylinositol transfer family protein	[source:homolog]
chr8	127990788	127992883	3.2138834647027097	2.64024881155899e-06	MSTRG.54489	Zm00001d010793	GRMZM2G071339	Probable pectinesterase 53	[source:homolog]
chr2	44627661	44705636	7.77499719996714	2.71444468980898e-06	MSTRG.15301	Zm00001d003447	GRMZM2G065157		
chr4	182571350	183008214	3.0274526482451005	2.79883004897391e-06	MSTRG.32093	Zm00001d052194	GRMZM2G007729	23.6 kDa heat shock protein mitochondrial	[source:homolog]
chr1	208982127	209101767	4.5584425417872305	3.32986204763048e-06	MSTRG.5673	Zm00001d031993	GRMZM2G154124	Rhamnogalacturonate lyase family protein	[source:homolog]
chr9	123887952	124415249	6.467344332941099	3.6929685168146697e-06	MSTRG.59867	Zm00001d047252	GRMZM2G314769		
chr7	10360131	10360683	5.3761197492942205	3.84638409930352e-06	MSTRG.46754	Zm00001d018951	GRMZM2G070399		
chr3	181230369	181469636	3.8626762244801096	4.2921850865669095e-06	MSTRG.25262	Zm00001d042826	GRMZM2G165192	AER  	 [source: RefGen_v3] 
chr1	118828597	118879142	2.8304682462215798	5.1088935724863e-06	MSTRG.3574	Zm00001d030282	GRMZM2G038973	Probable alpha-mannosidase 	[source:homolog]
chr2	182284237	182285115	3.9951996433174597	5.11239441803023e-06	MSTRG.18236	Zm00001d005656	GRMZM2G161846	Heavy metal transport/detoxification superfamily protein	[source:homolog]
chr2	7733220	7735393	4.74624939561199	5.6683238015201696e-06	MSTRG.13475	Zm00001d002192	GRMZM2G180870		
chr3	163209486	163216912	2.08646200928484	5.917654154485521e-06	MSTRG.24701	Zm00001d042362	GRMZM2G447447	Leucine-rich repeat receptor protein kinase EMS1	[source:homolog]
chr8	178730558	178751024	2.7017864228679103	5.92719792607844e-06	MSTRG.57720	Zm00001d012693	GRMZM2G437859	Solute carrier family 23 member 2  	 [source: RefGen_v3] 
chr1	87791009	87792912	2.89759625481471	5.94338660391015e-06	MSTRG.2859	Zm00001d029807	GRMZM2G094077		
chr4	164879941	164902989	2.05385138435968	6.03140371488698e-06	MSTRG.31348	Zm00001d051617	GRMZM2G179651		
chr8	61968681	62327082	2.5779960938153503	6.7655053449836e-06	MSTRG.52206	Zm00001d009394	GRMZM2G162727		
chr2	47856909	47857950	3.9038090357871003	8.29638786263224e-06	MSTRG.15378	Zm00001d003552	GRMZM2G028640	RmlC-like cupins superfamily protein	[source:homolog]
chr9	152802312	152804859	2.4624236942115	9.7393683666478e-06	MSTRG.61673	Zm00001d048229	AC233899.1_FG002	Putative HLH DNA-binding domain superfamily protein  	 [source: RefGen_v3] 
chr9	31624566	31660267	4.166466650408029	1.03484969611154e-05	MSTRG.57859	Zm00001d045660	GRMZM2G168956	3-ketoacyl-CoA synthase  	 [source: RefGen_v3] 
