chr_name	start	end	value
chr1	90318461	90320862	-1.10864
chr1	93846647	93846859	-1.6355
chr1	95247772	95248307	-1.49249
chr1	96006050	96006721	-1.27314
chr1	96342655	96342897	-1.00455
chr1	96702487	96702608	-1.11159
chr1	97050364	97050496	-1.72333
chr1	97116758	97117382	-1.31377
chr1	97117760	97118083	-2.51058
chr1	99322379	99322914	-1.366
chr1	100825060	100825237	-1.738
chr1	101884742	101885875	-1.38398
chr1	106528988	106529167	-1.31998
chr1	109469330	109470462	-1.22809
chr1	109471255	109471969	-1.48683
chr1	112339427	112339809	-1.24464
chr1	112813502	112813735	-1.26057
chr1	115109601	115110128	-1.41854
chr1	115467771	115468179	-2.13725
chr1	118106988	118107204	-1.04045
chr1	118284897	118284958	-1.0556
chr1	118383109	118383153	-1.01368
chr1	118402525	118402569	-1.0712
chr1	121919756	121920693	-1.69102
chr1	122019336	122020606	-1.01788
chr1	122436720	122437202	-1.47265
chr1	125715960	125716522	-1.40131
chr1	125732031	125732262	-1.35064
chr1	129040127	129040293	-2.74733
chr1	131051156	131051293	-1.52232
chr1	134046657	134046888	-1.02399
chr1	134047209	134047425	-2.31809
chr1	137056466	137057040	-1.28648
chr1	137106687	137106954	-1.0498
chr1	137111748	137112173	-1.51628
chr1	137112504	137113209	-1.00894
chr1	142033512	142034145	-1.37054
chr1	143229414	143229510	-1.63481
chr1	143810826	143811090	-3.0043
chr1	148186250	148187334	-1.4265
chr1	151301797	151302587	-1.11313
chr1	151624853	151625630	-0.99742
chr1	151634214	151635001	-1.26585
chr1	152148148	152148311	-1.6317
chr1	157232157	157233093	-1.06732
chr1	158270873	158271094	-1.06268
chr1	158961118	158961407	-1.70829
chr1	159741323	159741598	-1.50066
chr1	160600413	160600978	-1.14322
chr1	161429857	161430642	-1.35249
chr1	161850054	161850723	-1.30291
chr1	162836245	162836666	-1.25226
chr1	163563916	163564506	-1.7034
chr1	164575441	164575604	-1.41624
chr1	164655753	164656349	-1.02776
chr1	164855468	164855844	-1.08752
chr1	166906027	166906943	-1.39086
chr1	170990587	170990624	-1.25762
chr1	171241122	171241849	-1.22716
chr1	172155987	172156267	-1.20629
chr1	172712365	172712895	-1.16443
chr1	173946882	173947571	-1.0919
chr1	174588916	174588971	-1.87235
chr1	174667787	174668065	-1.19228
chr1	174669386	174669706	-1.20746
chr1	175372312	175373362	-0.993443
chr1	177235779	177237246	-1.11468
chr1	177447959	177448194	-1.09346
chr1	177771072	177771778	-1.43722
chr1	178420227	178420439	-1.00865
chr1	178995219	178995419	-1.49146
chr1	180013113	180013308	-1.18757
chr1	181336509	181337236	-1.04984
chr1	181339553	181340558	-1.53603
chr1	182980111	182980344	-1.61155
chr1	183048974	183049348	-1.35322
chr1	183119776	183120172	-1.90853
chr1	183121550	183122095	-1.2881
chr1	183147891	183148146	-2.02232
chr1	184087106	184087454	-1.39709
chr1	184873959	184874365	-1.49094
chr1	184877550	184877937	-1.61227
chr1	184878416	184879068	-1.19157
chr1	184879160	184879497	-1.38832
chr1	185592531	185593081	-1.05541
chr1	185703809	185704395	-1.1198
chr1	186197536	186198075	-2.71807
chr1	186791028	186791311	-1.03995
chr1	186801862	186802052	-1.41334
chr1	186835582	186836089	-1.47164
chr1	187019879	187020148	-1.65413
chr1	187056123	187056746	-1.7374
chr1	187114878	187115265	-1.40164
chr1	187136997	187137679	-2.0648
chr1	187358051	187358726	-2.65261
chr1	187461314	187461810	-1.06367
chr1	187483136	187483301	-1.47279
chr1	187716452	187716887	-1.39646
chr1	187717709	187718487	-2.57334
chr1	187721847	187722427	-1.13078
chr1	187729180	187729872	-1.82797
chr1	187868863	187869433	-1.84216
chr1	187886378	187886953	-1.43849
chr1	188415377	188415812	-2.74137
chr1	188567524	188568052	-1.747
chr1	188763975	188764573	-1.88798
chr1	188772271	188772714	-1.01378
chr1	188823470	188823735	-3.15157
chr1	188845023	188845698	-2.36222
chr1	188859995	188860797	-1.65101
chr1	188930957	188931273	-1.39706
chr1	189265189	189265590	-2.48292
chr1	189317653	189318144	-1.14818
chr1	189628771	189629296	-1.0719
chr1	189634641	189635416	-1.69901
chr1	189811855	189812339	-1.02723
chr1	189853171	189853416	-1.59876
chr1	190050471	190050746	-1.29012
chr1	190074992	190075484	-1.64102
chr1	190321727	190322031	-1.24229
chr1	190793407	190794094	-1.32494
chr1	191127496	191127680	-2.23948
chr1	191495439	191495708	-2.42826
chr1	191910783	191911176	-1.42437
chr1	192359317	192360087	-1.0022
chr1	192362601	192362801	-1.45615
chr1	192484984	192485660	-1.06904
chr1	192568097	192568366	-2.84794
chr1	192951011	192951214	-3.41454
chr1	193624982	193625632	-1.22472
chr1	194107409	194107628	-1.71936
chr1	194371643	194372419	-1.97913
chr1	194607006	194607639	-1.51671
chr1	195926454	195926710	-1.04853
chr1	196354200	196354388	-1.14663
chr1	196379060	196379359	-1.12839
chr1	196574195	196574870	-1.75855
chr1	197009761	197009941	-2.00633
chr1	197011978	197012040	-1.52642
chr1	197012132	197012266	-1.47508
chr1	197308843	197309647	-1.73032
chr1	197309769	197310303	-1.31124
chr1	197315222	197315636	-0.999874
chr1	197493800	197494170	-1.48265
chr1	198603007	198603563	-2.21736
chr1	198750597	198751054	-1.43172
chr1	198887002	198887267	-1.16255
chr1	199911898	199912638	-2.15356
chr1	199991555	199991821	-1.10706
chr1	200770202	200770897	-1.77074
chr1	200953611	200954093	-1.22933
chr1	201092954	201093021	-1.26661
chr1	201100574	201100627	-1.05714
chr1	201430550	201431018	-1.46638
chr1	201515232	201515368	-1.03897
chr1	201524413	201524845	-3.65001
chr1	201525363	201525988	-1.36954
chr1	202020976	202021247	-1.51652
chr1	202148435	202148784	-2.98155
chr1	202172661	202173063	-1.25685
chr1	202349185	202349523	-1.28973
chr1	202391224	202391300	-1.03411
chr1	203357053	203357359	-1.36876
chr1	203401961	203402117	-1.14619
chr1	203748321	203748643	-1.19542
chr1	204675311	204675683	-1.22379
chr1	205165699	205165970	-1.55555
chr1	205294171	205294483	-2.04167
chr1	205296107	205296492	-2.382
chr1	205697243	205697664	-1.19051
chr1	206473339	206473619	-1.2809
chr1	207517709	207517897	-1.13197
chr1	207702673	207702855	-1.45839
chr1	207757506	207757968	-1.64355
chr1	207854735	207854921	-1.71351
chr1	207855573	207855822	-2.38937
chr1	207969121	207969617	-1.65174
chr1	208016440	208016759	-1.38863
chr1	208078621	208078863	-1.18802
chr1	208119436	208120292	-2.22643
chr1	208252815	208253754	-1.15745
chr1	208491955	208492368	-2.07212
chr1	208493753	208494018	-1.24065
chr1	208667466	208667952	-1.04343
chr1	209128670	209129345	-1.01404
chr1	209144621	209145210	-1.54374
chr1	209250791	209251443	-1.8167
chr1	209382010	209382129	-1.68176
chr1	209724408	209724647	-1.14472
chr1	209735949	209736374	-1.84229
chr1	210299116	210299395	-2.85284
chr1	210305941	210306199	-2.95032
chr1	210385625	210386329	-1.03169
chr1	210693790	210694019	-1.12154
chr1	212250918	212251408	-1.05695
chr1	212813273	212813420	-1.15066
chr1	213369448	213369847	-1.36661
chr1	213439600	213439863	-1.04733
chr1	213531554	213532559	-1.13077
chr1	213712794	213713267	-1.02731
chr1	213895170	213895794	-1.52892
chr1	213956756	213957263	-1.00087
chr1	214591391	214592349	-1.04552
chr1	214593273	214593960	-1.13655
chr1	214725439	214725859	-1.009
chr1	215649156	215649466	-1.42715
chr1	216050363	216050443	-1.38632
chr1	216212517	216212785	-1.67371
chr1	216316957	216317376	-1.51209
chr1	216533655	216534014	-1.00579
chr1	217042003	217042466	-1.10017
chr1	217532280	217532642	-1.40189
chr1	218367816	218367865	-8.16656
chr1	218857774	218858141	-1.32452
chr1	218944622	218944743	-1.52979
chr1	219173787	219173963	-2.61994
chr1	219817194	219817504	-1.10645
chr1	220012017	220012406	-2.71982
chr1	220062293	220062708	-2.10222
chr1	220461279	220461687	-1.1436
chr1	221499039	221499613	-2.42621
chr1	221947247	221947487	-2.13319
chr1	225128715	225129233	-1.5488
chr1	225509410	225509689	-1.1148
chr1	225684695	225684898	-1.19589
chr1	227161447	227161559	-2.15685
chr1	227364805	227365203	-1.14912
chr1	227449179	227449960	-1.19868
chr1	228064451	228064838	-1.09313
chr1	229148084	229149445	-1.3602
chr1	231205134	231206300	-1.06696
chr1	231857453	231858272	-1.98424
chr1	231861620	231861708	-1.72615
chr1	232018093	232018409	-1.05711
chr1	232723791	232724150	-1.02151
chr1	232732577	232732652	-1.00495
chr1	234505658	234506235	-1.14161
chr1	236008181	236008215	-1.54047
chr1	237147118	237147160	-1.04079
chr1	239123413	239124220	-1.14568
chr1	239668164	239668493	-2.25204
chr1	240515841	240516270	-1.21173
chr1	242119356	242120001	-1.12031
chr1	242396161	242396335	-1.18234
chr1	242401078	242401488	-1.39521
chr1	243639483	243640262	-1.12215
chr1	245145386	245145840	-1.18342
chr1	246205825	246206053	-1.6918
chr1	247790031	247790057	-1.17947
chr1	248659489	248659658	-1.02075
chr1	249130447	249131696	-1.82015
chr1	249132009	249133159	-2.61049
chr1	249133537	249134271	-3.60867
chr1	253283676	253284181	-2.06137
chr1	254509513	254510072	-1.10809
chr1	255187994	255188163	-1.32116
chr1	255188292	255188766	-1.30956
chr1	255197589	255197721	-1.03919
chr1	256413106	256413603	-1.4872
chr1	256579501	256579688	-1.04088
chr1	256995566	256996048	-1.03555
chr1	257840644	257841366	-1.38326
chr1	257918248	257918771	-1.90445
chr1	258221057	258221406	-1.17168
chr1	260232015	260232302	-1.05671
chr1	260232545	260232950	-1.33512
chr1	261131074	261131391	-1.1631
chr1	264054710	264055757	-1.76384
chr1	264864719	264865203	-1.14916
chr1	264876192	264876564	-1.85691
chr1	265612975	265613144	-1.08333
chr1	265993223	265993747	-1.21529
chr1	266251425	266251714	-1.0086
chr1	266975578	266977170	-1.03261
chr1	267360206	267360611	-1.15246
chr1	268595662	268596548	-1.29614
chr1	270488832	270489267	-1.1622
chr1	272996358	272996890	-1.05578
chr1	274184998	274185424	-1.23521
chr1	277037789	277038163	-1.45657
chr1	277200830	277201151	-1.20851
chr1	280633752	280633777	-1.17147
chr1	283875944	283876098	-1.41027
chr1	284241735	284243616	-1.27769
chr1	284243691	284244365	-1.2165
chr1	284440453	284441082	-1.89824
chr1	284441326	284443152	-2.75468
chr1	284443233	284444771	-2.2474
chr1	285319967	285320131	-1.31606
chr1	285862454	285862994	-1.50626
chr1	286214694	286214796	-1.0031
chr1	286881935	286882662	-1.03384
chr1	287023197	287023896	-0.991582
chr1	288593206	288593807	-1.33875
chr1	288822731	288823158	-1.00768
chr1	289101575	289102381	-1.34519
chr1	289767437	289767779	-1.01884
chr1	289768455	289768837	-1.42051
chr1	290052156	290052437	-1.27297
chr1	290469616	290469842	-1.28435
chr1	291686131	291686399	-2.3448
chr1	293992054	293992565	-1.08922
chr1	294902168	294902484	-1.19134
chr1	295578504	295578701	-2.00925
chr1	295876814	295877864	-1.0016
chr1	296034657	296035620	-1.29433
chr1	297076024	297076508	-1.27823
chr1	297186226	297186971	-1.04003
chr1	297189191	297189489	-1.26797
chr1	297299199	297299640	-1.38117
chr1	298063401	298063779	-1.12026
chr1	298526689	298527182	-1.16375
chr1	298581022	298581782	-1.7256
chr1	298699146	298699613	-1.01317
chr1	299638100	299638791	-1.579
chr1	300051920	300052172	-1.92622
chr1	300052250	300052520	-1.72279
chr1	300790332	300791516	-2.29348
chr1	300792110	300793241	-1.07763
chr1	300793956	300794423	-2.04034
chr1	300795911	300796085	-2.40035
chr1	300800362	300802138	-2.36467
chr1	300802212	300802819	-1.66169
chr1	300802950	300805034	-1.76797
chr1	301101330	301101890	-1.37973
chr1	302496760	302497959	-1.26621
chr1	305106140	305106443	-1.77132
chr1	306281857	306282062	-1.49158
chr2	165843	166497	-1.80577
chr2	1305012	1305479	-1.0019
chr2	1423872	1424639	-1.10836
chr2	1424780	1425072	-1.43367
chr2	1962710	1962857	-1.10822
chr2	2552658	2552783	-1.36007
chr2	2812990	2813928	-1.16696
chr2	2814291	2814479	-1.74286
chr2	3043547	3044433	-1.10506
chr2	5018219	5018993	-1.15752
chr2	5020784	5021344	-1.14949
chr2	5188905	5190638	-1.6261
chr2	5190734	5191284	-1.30831
chr2	5364433	5365338	-1.00558
chr2	5816165	5816367	-1.12499
chr2	5989528	5989873	-1.02839
chr2	6888975	6889476	-1.77195
chr2	9832857	9833151	-1.26793
chr2	9998876	9999118	-1.23326
chr2	10152084	10152232	-1.17127
chr2	10159899	10160710	-1.29866
chr2	10165643	10166374	-1.56776
chr2	10217616	10218781	-1.69344
chr2	10336546	10337019	-1.18186
chr2	10444406	10444785	-2.74301
chr2	10445736	10446174	-1.37407
chr2	10497629	10497768	-1.59991
chr2	10606071	10606361	-1.72583
chr2	10714764	10715086	-1.37559
chr2	10715428	10715656	-1.5572
chr2	10719878	10720419	-1.14976
chr2	10720838	10721110	-1.9666
chr2	10778184	10778554	-2.11529
chr2	10910963	10911526	-1.7572
chr2	11143207	11143691	-1.85628
chr2	11177143	11177423	-1.10608
chr2	11218553	11218976	-1.09655
chr2	11226613	11226921	-0.994028
chr2	11249228	11249253	-2.40748
chr2	11255648	11255812	-1.34292
chr2	11255944	11256196	-1.13331
chr2	11325516	11326213	-1.85385
chr2	11326508	11327199	-1.01944
chr2	11411927	11412099	-1.33435
chr2	11413816	11414352	-1.04675
chr2	11428685	11428904	-1.85419
chr2	11551927	11552469	-1.36527
chr2	11553343	11553511	-1.28804
chr2	11564754	11564990	-1.42039
chr2	11566984	11567344	-1.35352
chr2	11567835	11568368	-1.22118
chr2	11623821	11623961	-1.10099
chr2	11781796	11782353	-1.10196
chr2	11826115	11826259	-1.07155
chr2	11867185	11867427	-1.20876
chr2	11894284	11894466	-1.24127
chr2	11990990	11991806	-1.6782
chr2	11992031	11992354	-1.16167
chr2	12050881	12051180	-1.13809
chr2	12058650	12059363	-1.25755
chr2	12107897	12108803	-1.03994
chr2	12121550	12122380	-1.3049
chr2	12122466	12123014	-1.10769
chr2	12247606	12247847	-1.40954
chr2	12279758	12280426	-1.58987
chr2	12280965	12281502	-1.19671
chr2	12310443	12310861	-1.3926
chr2	12369968	12370170	-1.63296
chr2	12374935	12375159	-1.35581
chr2	12448184	12448573	-1.453
chr2	12535962	12536246	-1.17892
chr2	12642820	12643771	-1.13769
chr2	12657554	12657852	-1.28872
chr2	12873954	12874194	-2.28005
chr2	13393228	13393412	-1.57584
chr2	13859167	13859380	-1.21982
chr2	14100457	14100782	-1.17513
chr2	14131928	14132188	-1.23323
chr2	14686222	14686560	-2.00558
chr2	14687371	14687700	-1.15129
chr2	14797086	14797336	-1.67924
chr2	15088120	15088626	-1.75305
chr2	15088786	15089458	-1.35335
chr2	15194412	15195020	-1.1282
chr2	15320418	15320658	-2.43167
chr2	15445973	15446105	-1.40606
chr2	15680432	15680864	-1.6827
chr2	16071743	16071866	-1.0699
chr2	16348955	16349218	-1.91104
chr2	16460519	16461072	-1.16523
chr2	16461917	16462872	-1.41345
chr2	16777423	16777611	-1.24969
chr2	16820045	16820652	-1.47606
chr2	17087600	17087828	-1.33779
chr2	17154044	17154187	-2.0699
chr2	17577736	17578051	-1.58298
chr2	19283464	19284586	-1.534
chr2	19444319	19444768	-1.15675
chr2	20404083	20404377	-1.46765
chr2	20523143	20523362	-1.47574
chr2	20588746	20589321	-1.41693
chr2	20727145	20727358	-1.30573
chr2	20919215	20919576	-2.08756
chr2	21103679	21104119	-1.00741
chr2	21296406	21296671	-2.13325
chr2	21669503	21670146	-1.18026
chr2	21680406	21680684	-1.58215
chr2	21692671	21693017	-1.39752
chr2	22071721	22072593	-2.01051
chr2	22212194	22212740	-1.59398
chr2	23515542	23516507	-1.89277
chr2	23532964	23533258	-1.88698
chr2	23557196	23557710	-1.45706
chr2	25057105	25057267	-2.43895
chr2	25264971	25265078	-1.95911
chr2	25324513	25325119	-1.60359
chr2	25871346	25871689	-2.46328
chr2	25997920	25998182	-1.17258
chr2	26568603	26569500	-1.55832
chr2	27115200	27115419	-1.28412
chr2	27123069	27123564	-1.63188
chr2	27504958	27505280	-1.01019
chr2	27608244	27608556	-1.77123
chr2	28101412	28101644	-1.27378
chr2	28941301	28941644	-3.26853
chr2	28957896	28958107	-2.5353
chr2	28978065	28978206	-1.1278
chr2	29258427	29258729	-1.51631
chr2	29261653	29261910	-1.68564
chr2	29263022	29264640	-1.53478
chr2	29396934	29397475	-1.77801
chr2	29539240	29541445	-1.61087
chr2	30128308	30128832	-1.9719
chr2	30280263	30280526	-2.17556
chr2	30307256	30308154	-1.45308
chr2	30727421	30727643	-1.79426
chr2	30731076	30731342	-1.8464
chr2	30984362	30985114	-1.0744
chr2	31028048	31028451	-1.97444
chr2	31073793	31074109	-2.02112
chr2	32029351	32029873	-1.10928
chr2	32827997	32828185	-1.3244
chr2	33550560	33551074	-1.48176
chr2	33985208	33985670	-1.49515
chr2	34442504	34442933	-1.06126
chr2	35033139	35033571	-3.16916
chr2	35077461	35077949	-1.59147
chr2	35996703	35997275	-1.18692
chr2	37146691	37146895	-3.06427
chr2	38103192	38103687	-1.71207
chr2	38331683	38331958	-1.32826
chr2	38438467	38438981	-0.995709
chr2	38745363	38745639	-1.35803
chr2	39116089	39116628	-1.42101
chr2	39118362	39118959	-1.12892
chr2	39752301	39752688	-1.35431
chr2	40357953	40358510	-1.39691
chr2	40626158	40627188	-1.21436
chr2	40884389	40884929	-1.01914
chr2	41641560	41642632	-1.10778
chr2	42448258	42448616	-0.994795
chr2	42785931	42786585	-1.39994
chr2	44073810	44073967	-1.55754
chr2	46162348	46162885	-1.66439
chr2	46607734	46608115	-1.33846
chr2	50225998	50226167	-1.04106
chr2	50610516	50610683	-1.24642
chr2	51515736	51515970	-1.18584
chr2	53145673	53146176	-1.32309
chr2	53781109	53781554	-1.34732
chr2	54273501	54274427	-0.990287
chr2	54744185	54744566	-1.01678
chr2	55693901	55694118	-1.26049
chr2	55974352	55974509	-1.26366
chr2	55991531	55992205	-2.06557
chr2	57851980	57852351	-1.29297
chr2	59352688	59353024	-1.4889
chr2	59379229	59379822	-1.17401
chr2	59752057	59752101	-2.66239
chr2	59853152	59853752	-1.04609
chr2	60085952	60086423	-1.59067
chr2	60093985	60094461	-1.55041
chr2	60094554	60095094	-1.37732
chr2	61628403	61628950	-1.0596
chr2	61675756	61676040	-1.43682
chr2	63031945	63032405	-1.12733
chr2	68442442	68443084	-1.67106
chr2	70463045	70463441	-1.55148
chr2	72935828	72936149	-1.65189
chr2	74416310	74417215	-1.59947
chr2	76067155	76068189	-1.12751
chr2	81381021	81381723	-1.8141
chr2	81402041	81402078	-1.44811
chr2	81618130	81618240	-1.02072
chr2	84982262	84982971	-1.27461
chr2	86183503	86183825	-1.13553
chr2	86184500	86185057	-1.39829
chr2	86185452	86185721	-1.71623
chr2	92657617	92658075	-1.11621
chr2	93432715	93433053	-1.19004
chr2	94050366	94050929	-1.60588
chr2	95612497	95612639	-2.11334
chr2	96301019	96301558	-1.51144
chr2	97382089	97382388	-1.54006
chr2	97655178	97656403	-1.22425
chr2	98039850	98040421	-1.33617
chr2	98046747	98046937	-1.39767
chr2	98247637	98247993	-1.93856
chr2	99676272	99676598	-2.34321
chr2	101084584	101085303	-1.09985
chr2	101178549	101178865	-1.09569
chr2	102153463	102153931	-1.24825
chr2	103292605	103292942	-1.29457
chr2	104149906	104150448	-1.55986
chr2	104212845	104213908	-1.27472
chr2	106285144	106285470	-2.30773
chr2	106990616	106990765	-0.999755
chr2	109327011	109328055	-0.999512
chr2	110582790	110583008	-1.35788
chr2	111708224	111708761	-1.26933
chr2	113645363	113646097	-1.25452
chr2	114724725	114724860	-1.07285
chr2	115399467	115399819	-1.35401
chr2	115408351	115408846	-1.02481
chr2	116126806	116127144	-1.76224
chr2	117438102	117438572	-1.26586
chr2	117602383	117603179	-1.64978
chr2	121233768	121234430	-1.31818
chr2	126490294	126490551	-1.1095
chr2	128625576	128625879	-1.32213
chr2	130565746	130566442	-1.10969
chr2	130896737	130896864	-1.53448
chr2	134672552	134672818	-1.12315
chr2	137491890	137492689	-1.22109
chr2	137987840	137987885	-1.49887
chr2	138391555	138392214	-1.48582
chr2	138481450	138481823	-1.53403
chr2	141944246	141944373	-1.38393
chr2	143856441	143856994	-1.21197
chr2	145989569	145990581	-1.65043
chr2	147662428	147662671	-1.42801
chr2	148272865	148273902	-1.30635
chr2	149589156	149589570	-1.05421
chr2	155587871	155588750	-1.21885
chr2	157349089	157349466	-2.09575
chr2	157583846	157584248	-2.49558
chr2	157592586	157593020	-1.22246
chr2	160699833	160700194	-1.6687
chr2	161022739	161023620	-2.36087
chr2	164018962	164019489	-1.02898
chr2	165418672	165419243	-1.09942
chr2	165858360	165858991	-1.54489
chr2	171115711	171116405	-1.15522
chr2	173379012	173379767	-1.12691
chr2	175964832	175965391	-1.16684
chr2	177362725	177364012	-1.33535
chr2	178305562	178306359	-1.05786
chr2	178797765	178798189	-1.43978
chr2	179131385	179131971	-1.36694
chr2	180365954	180366425	-1.19644
chr2	182759057	182759668	-1.7144
chr2	183137163	183137410	-2.8741
chr2	183790439	183791227	-1.86004
chr2	184206652	184206798	-2.90657
chr2	184939749	184939966	-2.14969
chr2	186197616	186198886	-1.07257
chr2	187754774	187755124	-1.07185
chr2	188141454	188142234	-0.997692
chr2	188715445	188716055	-0.999085
chr2	189460487	189461185	-1.0366
chr2	191157524	191157970	-1.06681
chr2	192383427	192384241	-1.22382
chr2	193349257	193349815	-1.26902
chr2	196406781	196407373	-1.12762
chr2	196952058	196952282	-1.05075
chr2	197182821	197183292	-1.0612
chr2	200239404	200239798	-2.12543
chr2	200412440	200412940	-1.14979
chr2	201379626	201379823	-1.64014
chr2	201394038	201394982	-1.33554
chr2	202912515	202913247	-1.17161
chr2	203837782	203838058	-1.10456
chr2	204981257	204981667	-2.00331
chr2	205697604	205698636	-1.25861
chr2	207397855	207398138	-1.60375
chr2	210578433	210579069	-0.994526
chr2	215349957	215350854	-1.30112
chr2	215595864	215596518	-1.26167
chr2	215957196	215958965	-1.53256
chr2	215959077	215959703	-1.72302
chr2	217190135	217190491	-1.25161
chr2	217534900	217535054	-2.49443
chr2	219016604	219017687	-1.05697
chr2	222327825	222328006	-1.23386
chr2	223871161	223871510	-1.07939
chr2	224122365	224122712	-2.23139
chr2	224756784	224757349	-1.50578
chr2	224804353	224804592	-1.0454
chr2	225124336	225124869	-1.72254
chr2	227088803	227089873	-1.19644
chr2	227163930	227164177	-1.12126
chr2	227388181	227388890	-0.999127
chr2	228062457	228062496	-1.80639
chr2	229035685	229036265	-1.83365
chr2	229677386	229678074	-1.01389
chr2	231995103	231995346	-2.57604
chr2	233662700	233662785	-1.35157
chr2	233665102	233665555	-1.16888
chr2	235736134	235736172	-1.00766
chr2	236631254	236632372	-1.4881
chr2	237155125	237155472	-1.29487
chr2	238169452	238170118	-2.16372
chr2	238611821	238612348	-2.02593
chr2	240155805	240156574	-1.63589
chr2	240838666	240839394	-1.62334
chr2	241395315	241395779	-1.48338
chr2	242548057	242548468	-2.05664
chr2	242648825	242649154	-1.49123
chr2	243945863	243946458	-1.60642
chr2	244066421	244067071	-1.21942
chr2	244404195	244404283	-1.35219
chr3	189049	189875	-1.08285
chr3	205302	206168	-1.16948
chr3	603301	603723	-1.14226
chr3	1631047	1631445	-1.05659
chr3	1698691	1698794	-2.34457
chr3	1870376	1870810	-1.15971
chr3	2001845	2002370	-2.26155
chr3	2574443	2574623	-1.13082
chr3	4765635	4765948	-1.35128
chr3	6928295	6928384	-1.8919
chr3	6928580	6928684	-1.74283
chr3	7479249	7480847	-1.01005
chr3	7482283	7482896	-1.60527
chr3	7536260	7536545	-1.13771
chr3	7536706	7536918	-3.43373
chr3	8833826	8834271	-1.00973
chr3	13649740	13650048	-2.39291
chr3	14043563	14043728	-1.43125
chr3	14914264	14914760	-1.31631
chr3	14967818	14968327	-1.03116
chr3	16955385	16955913	-1.06509
chr3	18019961	18020279	-1.79812
chr3	19238801	19238923	-1.28327
chr3	20015973	20016106	-1.11525
chr3	23247634	23248066	-1.30352
chr3	24863914	24864034	-2.27559
