chr_name	start	end	log2FoldChange	padj	MSTRG_transcript_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr5	207144180	207147294	-8.03427725534151	0.0490537779522342	MSTRG.40349.5	MSTRG.40349	Zm00001d017802	GRMZM2G170595	Histidinol-phosphate aminotransferase 2 chloroplastic	[source:homolog]
chr7	176432893	176444002	-7.97779602597663	3.7434680940286605e-07	Zm00001d022378_T005	MSTRG.53206	Zm00001d022378	GRMZM2G152963	Protein transport protein SEC31 homolog B	[source:homolog]
chr2	71150965	71157459	-7.973830316476951	0.0269832339274988	Zm00001d003947_T002	MSTRG.15912	Zm00001d003947	GRMZM2G142863	2-oxoglutarate dehydrogenase E1 component	[source:homolog]
chr4	239382415	239406234	-7.96972535138186	0.0365810899563347	Zm00001d053697_T016	MSTRG.33819	Zm00001d053697	GRMZM2G385338	Methyl-CpG-binding domain-containing protein 9	[source:homolog]
chr8	96089587	96110784	-7.96868506183372	0.0379088295223648	Zm00001d010029_T018	MSTRG.53593	Zm00001d010029	GRMZM2G432083	Cation-chloride cotransporter 1	[source:homolog]
chr3	143615064	143681456	-7.95758778295102	0.0338208005182821	MSTRG.24172.2	MSTRG.24172	Zm00001d041918	GRMZM2G152889	 mkkk63;MAP kinase kinase kinase63: function inferred from sequence similarity (Kong et al 2013)	 [source: characterized gene (MaizeGDB_09082017)]
chr5	1884005	1891050	-7.94682971690361	2.2041700694852402e-10	MSTRG.36099.17	MSTRG.36099	Zm00001d012909	GRMZM2G133407	soluble epoxide hydrolase	[source:homolog]
chr6	151823551	151834751	-7.938675244627429	0.0177625879218089	Zm00001d038217_T004	MSTRG.45173	Zm00001d038217	GRMZM2G070075	TPX2 (targeting protein for Xklp2) protein family	[source:homolog]
chr7	181798837	181799427	-7.915087042780019	1.71209544103456e-05	MSTRG.53490.8	MSTRG.53490	Zm00001d022630	GRMZM2G158394	 kin1;knotted1 induced1:	 [source: characterized gene (MaizeGDB_09082017)]
chr3	158557806	158558987	-7.89290720399318	1.7152198458726997e-32	MSTRG.24583.9	MSTRG.24583	Zm00001d042275	GRMZM2G142315	Phosphatidylinositol transfer protein CSR1  	 [source: RefGen_v3] 
chr4	3334733	3345872	-7.87997810815269	2.3122823529050699e-07	Zm00001d048689_T008	MSTRG.27662	Zm00001d048689	GRMZM2G126453	AAA-type ATPase family protein	[source:homolog]
chr1	203973374	203990059	-7.87714407336164	0.000997473007747243	Zm00001d031847_T033	MSTRG.5501	Zm00001d031847	GRMZM2G416069	Structural maintenance of chromosomes (SMC) family protein	[source:homolog]
chr2	27887473	28097454	-7.872367725716809	0.000588872144555571	MSTRG.14763.2	MSTRG.14763	Zm00001d002958	GRMZM2G114153	FIP1  	 [source: RefGen_v3] 
chr5	217007561	217019177	-7.857006857580809	0.0150332246813497	MSTRG.41692.4	MSTRG.41692	Zm00001d018226	GRMZM5G897224	UPF0614 C14orf102-like protein	[source:homolog]
chr2	243379241	243381495	-7.79849576098097	1.5317457452388602e-08	Zm00001d007932_T002	MSTRG.20907	Zm00001d007932	GRMZM5G856071	Probable disease resistance protein 	[source:homolog]
chr5	133998359	134004233	-7.7556286368641105	0.0336527221969796	Zm00001d015955_T005	MSTRG.38200	Zm00001d015955	GRMZM2G118098	Topoisomerase II-associated protein PAT1	[source:homolog]
chr8	171319449	171322752	-7.739989256074179	0.00688425032206466	MSTRG.56202.5	MSTRG.56202	Zm00001d012260	GRMZM2G075956	Protein SENSITIVE TO PROTON RHIZOTOXICITY 1	[source:homolog]
chr4	239822333	239826055	-7.73846413906393	0.00953144255220752	Zm00001d053719_T003	MSTRG.33923	Zm00001d053719	GRMZM2G000976	Exostosin-like%3B Exostosin-like protein  	 [source: RefGen_v3] 
chr7	85615215	85627395	-7.726927740001991	0.000567775292764396	Zm00001d020014_T011	MSTRG.48224	Zm00001d020014	GRMZM2G106903	RNA recognition motif (RRM)-containing protein	[source:homolog]
chr5	6614737	6619848	-7.72531347883599	0.005018886066509179	Zm00001d013211_T003	MSTRG.36444	Zm00001d013211	GRMZM5G866581		
chr10	121168140	121171977	-7.724033868914191	8.530784072570031e-08	Zm00001d025522_T002	MSTRG.12011	Zm00001d025522	GRMZM2G024811	Putative FKBP-type peptidyl-prolyl cis-trans isomerase family protein  	 [source: RefGen_v3] 
chr10	141651735	141667275	-7.65900888948754	0.026319758738175	MSTRG.12834.2	MSTRG.12834	Zm00001d026235	GRMZM2G109753	scramblase-related	[source:homolog]
chr1	186054639	186062670	-7.640204621662071	0.0386008599248184	MSTRG.4881.4	MSTRG.4881	Zm00001d031326	GRMZM2G080746	Sas10/U3 ribonucleoprotein (Utp) family protein	[source:homolog]
chr2	153738280	153753877	-7.637848639284849	1.60929307149748e-06	Zm00001d005012_T013	MSTRG.17540	Zm00001d005013	GRMZM2G175008	ENTH/VHS family protein	[source:homolog]
chr10	58196315	58208268	-7.60959670644501	1.90502029954812e-11	Zm00001d024225_T001	MSTRG.10369	Zm00001d024225	GRMZM5G812144	Histone-lysine N-methyltransferase ATXR3	[source:homolog]
chr3	166411972	166416359	-7.60815832820047	0.044730674284323	MSTRG.24745.1	MSTRG.24745	Zm00001d042416	GRMZM2G362850	 drh1;DEAD box RNA helicase1: protein is part of a ribonucleoprotein complex in rRNA metabolism - mRNA yeast two-hybrid screening showed interaction of protein with MA16 nucleolar protein	 [source: characterized gene (MaizeGDB_09082017)]
chr9	146097891	146100940	-7.5965071335061	0.0224341584796004	MSTRG.60716.6	MSTRG.60716	Zm00001d047955	GRMZM2G175642		
chr2	140809536	140813969	-7.594723610641839	5.07004032681081e-05	Zm00001d004812_T008	MSTRG.17246	Zm00001d004812	GRMZM2G047486	 cdpk11;calcium dependent protein kinase11: encodes a protein that functions in abscisic acid signaling upstream of the MAP kinase encoded by mpk2	 aka MPK5 (Ding et al 2012)
chr5	205460253	205466921	-7.59186486192417	0.0037254324847349205	Zm00001d017729_T010	MSTRG.40284	Zm00001d017729	GRMZM2G108829	Serine/threonine-protein kinase MHK	[source:homolog]
chr10	20833117	20890188	-7.58960251846262	0.0019073964460010302	MSTRG.9786.3	MSTRG.9786	Zm00001d023792	GRMZM2G040968	Phosphoglucan water dikinase chloroplastic	[source:homolog]
chr9	127070632	127076473	-7.589391302279361	0.009465866691097091	Zm00001d047347_T010	MSTRG.59977	Zm00001d047347	GRMZM2G047546	65-kDa microtubule-associated protein 3	[source:homolog]
chr1	43908553	43911256	-7.58239397511225	0.00054949392597726	Zm00001d028711_T003	MSTRG.1792	Zm00001d028711	GRMZM2G017792	 mpk3;MAP kinase3: transcript and protein activity upregulated by ABA and H2O2	 [source: characterized gene (MaizeGDB_09082017)]
chr4	3334725	3345872	-7.5739195156208705	0.0405402330156886	Zm00001d048689_T003	MSTRG.27662	Zm00001d048689	GRMZM2G126453	AAA-type ATPase family protein	[source:homolog]
chr10	110572318	110574522	-7.57069673627806	0.0322522849324079	Zm00001d025238_T001	MSTRG.11653	Zm00001d025238	GRMZM2G159720	DNAJ heat shock N-terminal domain-containing protein	[source:homolog]
chr7	155404480	155420324	-7.56580090395635	0.0296020407381587	Zm00001d021541_T019	MSTRG.50086	Zm00001d021541	GRMZM2G316191	Protein CHROMATIN REMODELING 4	[source:homolog]
chr1	221942141	221946939	-7.562753513975	0.011288706893526002	Zm00001d032316_T001	MSTRG.6047	Zm00001d032316	GRMZM2G003304	Homeobox-leucine zipper protein HAT5	[source:homolog]
chr10	85128108	85258348	-7.55028525282377	4.3178345103048603e-07	MSTRG.10969.5	MSTRG.10969	Zm00001d024723	GRMZM2G101875	Long chain acyl-CoA synthetase 1	[source:homolog]
chr10	17272676	17276247	-7.52312283844433	6.48889351853764e-07	MSTRG.9702.2	MSTRG.9702	Zm00001d023724	GRMZM5G856142		
chr1	284169314	284175235	-7.5146898806847	6.41779729022834e-09	Zm00001d034108_T006	MSTRG.8152	Zm00001d034108	GRMZM2G351582	ZPR1 zinc-finger domain protein	[source:homolog]
chr10	72225772	72228591	-7.49473800657296	0.00222813287291328	MSTRG.10702.16	MSTRG.10702	Zm00001d024467	GRMZM2G022506		
chr2	243855186	243861454	-7.488876713963231	2.02238502261778e-06	Zm00001d007947_T001	MSTRG.20889	Zm00001d007947	GRMZM2G048494	Protein LEO1 homolog	[source:homolog]
chr8	165490510	165506030	-7.488020756639969	6.16496077386402e-05	Zm00001d011975_T002	MSTRG.55778	Zm00001d011975	GRMZM2G447406	ENTH/VHS family protein	[source:homolog]
chr2	208748329	208752777	-7.44476923888707	0.0488193987372412	Zm00001d006455_T002	MSTRG.19243	Zm00001d006457	GRMZM2G179505	Hydrolase/ protein serine/threonine phosphatase  	 [source: RefGen_v3] 
chr2	55847356	55852377	-7.417781193410081	0.000392786482612792	Zm00001d003710_T007	MSTRG.15566	Zm00001d003710	GRMZM2G401062	Protein SET DOMAIN GROUP 41	[source:homolog]
chr2	4547362	4552556	-7.41740127903913	0.0287331335909946	Zm00001d002022_T007	MSTRG.13361	Zm00001d002022	GRMZM2G040017	Vacuolar cation/proton exchanger 2	[source:homolog]
chr9	117409317	117454495	-7.416998451313031	0.0205677483776726	Zm00001d047074_T019	MSTRG.59689	Zm00001d047074	GRMZM2G331105	pleckstrin homology (PH) domain-containing protein	[source:homolog]
chr1	55779762	55785436	-7.40941343290057	1.0069421822084301e-07	MSTRG.1963.7	MSTRG.1963	Zm00001d029041	GRMZM2G019991	Mitochondrial ATP synthase D chain-related protein	[source:homolog]
chr10	92329955	92330715	-7.3769973525565895	2.6077909161264097e-15	MSTRG.11145.1	MSTRG.11145	Zm00001d024885	GRMZM2G176998	Putative WD40-like beta propeller repeat family protein  	 [source: RefGen_v3] 
chr5	216549186	216551284	-7.349767064507589	0.000327154396163022	Zm00001d018204_T001	MSTRG.41674	Zm00001d018204	GRMZM5G852833		
chr3	158018568	158023262	-7.338307731695569	0.0110369660631442	MSTRG.24557.4	MSTRG.24557	Zm00001d042264	GRMZM2G300862	Aspartokinase 1 chloroplastic	[source:homolog]
chr2	32787350	32790222	-7.33046653314556	1.59125201663145e-10	Zm00001d003118_T001	MSTRG.14889	Zm00001d003118	GRMZM2G086486	40S ribosomal protein S11-1	[source:homolog]
chr9	132739987	132744737	-7.32418167394087	0.0024731405852322	Zm00001d047498_T010	MSTRG.60169	Zm00001d047498	GRMZM2G436092	Serine/arginine-rich-splicing factor SR34	[source:homolog]
chr7	51770839	51776719	-7.32034304866856	0.00107441489819932	Zm00001d019700_T007	MSTRG.47741	Zm00001d019700	GRMZM2G061562	Protein LONGIFOLIA 2	[source:homolog]
chr10	80320727	80327231	-7.31767952082618	0.009575230002269909	Zm00001d024612_T019	MSTRG.10874	Zm00001d024612	GRMZM2G054397	Ras-related protein RABH1b	[source:homolog]
chr2	12554744	12657446	-7.31036595980266	2.18108645523882e-26	MSTRG.14384.2	MSTRG.14384	Zm00001d002439	GRMZM2G125704	G2-like transcription factor  	 [source: RefGen_v3] 
