chr_name	start	end	CNV
chr1	132000001	133000000	0.020065244254944572
chr3	76000001	77000000	0.020262689695537087
chr9	126000001	127000000	0.020605046980187506
chr1	91000001	92000000	0.020824329928847717
chr10	141000001	142000000	0.020893747022931602
chr4	135000001	136000000	0.02090118736686544
chr5	218000001	219000000	0.020992946084089522
chr2	126000001	127000000	0.021373332190304857
chr1	218000001	219000000	0.021490450929943353
chr2	87000001	88000000	0.02168810646143193
chr7	135000001	136000000	0.021830255454349464
chr7	174000001	175000000	0.022105834887983646
chr10	49000001	50000000	0.023234238046566696
chr6	106000001	107000000	0.023720362482745505
chr1	135000001	136000000	0.023927365305182566
chr6	136000001	137000000	0.023970802717414523
chr8	128000001	129000000	0.024365660288671386
chr1	143000001	144000000	0.02438061155937698
chr1	138000001	139000000	0.02479544397912193
chr2	88000001	89000000	0.025102087918269574
chr3	152000001	153000000	0.025523481048241124
chr7	145000001	146000000	0.025541403909444677
chr1	33000001	34000000	0.02581027183652671
chr6	149000001	150000000	0.025874519532946172
chr10	17000001	18000000	0.026050964205349872
chr6	49000001	50000000	0.026076632136512602
chr3	160000001	161000000	0.02623748907772499
chr4	157000001	158000000	0.026283795834059733
chr3	106000001	107000000	0.02632658438100716
chr4	65000001	66000000	0.026594858466756376
chr9	5000001	6000000	0.026809312388296792
chr6	108000001	109000000	0.027390115995118213
chr7	66000001	67000000	0.02743786994024515
chr9	21000001	22000000	0.027474135015586057
chr3	93000001	94000000	0.027660110135372243
chr4	221000001	222000000	0.027682713689068186
chr6	127000001	128000000	0.02782875855753656
chr4	46000001	47000000	0.027838899364725563
chr7	172000001	173000000	0.02795719526118458
chr4	220000001	221000000	0.028018642753534013
chr1	75000001	76000000	0.028279850813975733
chr10	145000001	146000000	0.02854250876792072
chr7	166000001	167000000	0.028997230357253396
chr4	88000001	89000000	0.029210639691441418
chr5	145000001	146000000	0.02950094819938975
chr4	55000001	56000000	0.02996271780020344
chr6	18000001	19000000	0.03013692538554203
chr1	181000001	182000000	0.030586281798240484
chr3	158000001	159000000	0.0307086947989143
chr1	219000001	220000000	0.030900163200214607
chr2	3000001	4000000	0.031247431750384767
chr3	167000001	168000000	0.03126597682022337
chr4	83000001	84000000	0.03134797970799745
chr9	54000001	55000000	0.03157233338810461
chr2	236000001	237000000	0.03158325950248152
chr2	130000001	131000000	0.03194577016049065
chr5	4000001	5000000	0.03233022825667763
chr4	7000001	8000000	0.032347325429439064
chr1	236000001	237000000	0.03242457371261324
chr4	110000001	111000000	0.032642344064194924
chr6	122000001	123000000	0.03285206661887093
chr4	161000001	162000000	0.03314343680387685
chr4	53000001	54000000	0.033217542905355994
chr1	164000001	165000000	0.033782275350794616
chr1	207000001	208000000	0.03378342463874428
chr4	48000001	49000000	0.033814090065355816
chr3	150000001	151000000	0.03385055175449072
chr1	94000001	95000000	0.03433238012882634
chr6	153000001	154000000	0.034364152426925726
chr1	3000001	4000000	0.03475031935061723
chr6	161000001	162000000	0.034762029815644684
chr3	225000001	226000000	0.034769895420389135
chr4	87000001	88000000	0.034855687581937925
chr4	148000001	149000000	0.03488613307379716
chr1	54000001	55000000	0.034912964483590284
chr5	23000001	24000000	0.03503031919283036
chr7	160000001	161000000	0.03512308658704617
chr3	75000001	76000000	0.035202688967590094
chr1	23000001	24000000	0.035281775206041914
chr8	48000001	49000000	0.03543029762158458
chr7	55000001	56000000	0.035446562756326884
chr3	77000001	78000000	0.03591593232044491
chr6	133000001	134000000	0.03614272568838582
chr2	128000001	129000000	0.03621363188620587
chr1	187000001	188000000	0.03639255019955654
chr7	63000001	64000000	0.03664406428167867
chr4	180000001	181000000	0.03673517809309012
chr5	26000001	27000000	0.036818627934092074
chr3	51000001	52000000	0.03688125240208349
chr9	97000001	98000000	0.03690721141663509
chr3	162000001	163000000	0.037031591499647055
chr9	55000001	56000000	0.037062351070897184
chr10	51000001	52000000	0.03719121270226097
chr4	156000001	157000000	0.03740726879909957
chr1	277000001	278000000	0.03743062334619227
chr6	132000001	133000000	0.03744108697720395
chr7	69000001	70000000	0.03758839281777682
chr5	79000001	80000000	0.03759830009962237
chr3	154000001	155000000	0.03768949632543589
chr8	114000001	115000000	0.03773923448078788
chr5	182000001	183000000	0.037957400692891795
chr10	130000001	131000000	0.038031883827827906
chr7	156000001	157000000	0.03827992595015853
chr10	25000001	26000000	0.038598111223430084
chr4	176000001	177000000	0.0387540817774457
chr2	35000001	36000000	0.03889066505976493
chr5	221000001	222000000	0.039123832793162894
chr4	203000001	204000000	0.03936731143922929
chr8	112000001	113000000	0.03942998681098998
chr1	192000001	193000000	0.0394550661641236
chr4	69000001	70000000	0.039491916180571796
chr8	36000001	37000000	0.039540289610523874
chr9	155000001	156000000	0.039755677038318935
chr2	137000001	138000000	0.03982072556513478
chr3	232000001	233000000	0.0399699931908393
chr8	29000001	30000000	0.04022335234868417
chr10	117000001	118000000	0.04023778942675968
chr8	111000001	112000000	0.04028390713657825
chr3	61000001	62000000	0.04068341650098789
chr5	132000001	133000000	0.04084939667334276
chr1	108000001	109000000	0.04087583482545584
chr1	2000001	3000000	0.040918320392239006
chr8	78000001	79000000	0.0411314901244875
chr2	74000001	75000000	0.04121130358175101
chr7	98000001	99000000	0.04133555920348092
chr3	163000001	164000000	0.04135396313262882
chr6	93000001	94000000	0.04154976696261767
chr2	207000001	208000000	0.041561727241587056
chr5	83000001	84000000	0.0417831416497972
chr4	130000001	131000000	0.042037157198879946
chr4	34000001	35000000	0.04208660276900647
chr5	214000001	215000000	0.042113555615135044
chr2	159000001	160000000	0.04221911882487289
chr3	172000001	173000000	0.04233048698684552
chr1	101000001	102000000	0.0423601594283433
chr9	68000001	69000000	0.04242924986181291
chr7	41000001	42000000	0.04247783939289927
chr10	103000001	104000000	0.04247787301297378
chr8	171000001	172000000	0.04250956028527139
chr10	102000001	103000000	0.04256402468225454
chr8	105000001	106000000	0.04275435201701107
chr3	101000001	102000000	0.04286742734431632
chr4	138000001	139000000	0.042868357248275875
chr4	127000001	128000000	0.04295602111229576
chr2	198000001	199000000	0.04299448812427309
chr2	39000001	40000000	0.04305914433812096
chr3	103000001	104000000	0.04320024916115208
chr1	274000001	275000000	0.04337506294849693
chr7	180000001	181000000	0.043465687570938376
chr1	172000001	173000000	0.04390980596625838
chr4	61000001	62000000	0.04400837542789181
chr7	177000001	178000000	0.044064194463976754
chr3	153000001	154000000	0.04426955746223772
chr8	51000001	52000000	0.04432603093968413
chr2	201000001	202000000	0.044399279475924085
chr8	77000001	78000000	0.044448297223293166
chr1	48000001	49000000	0.04456232394712142
chr3	156000001	157000000	0.044726454232496445
chr7	65000001	66000000	0.04490876785329847
chr4	218000001	219000000	0.04499660638219779
chr8	156000001	157000000	0.04516302301883467
chr7	149000001	150000000	0.04522525906248483
chr1	110000001	111000000	0.045299221825821294
chr2	21000001	22000000	0.04534921700157936
chr4	149000001	150000000	0.045375761554763035
chr10	98000001	99000000	0.04564109356638399
chr1	214000001	215000000	0.04565333586848807
chr6	140000001	141000000	0.04604082229554722
chr2	22000001	23000000	0.04610104886327729
chr6	144000001	145000000	0.046311885272743346
chr7	72000001	73000000	0.04664606527552848
chr10	67000001	68000000	0.04683247996910707
chr1	37000001	38000000	0.046934536759663026
chr5	106000001	107000000	0.04696260924598305
chr4	44000001	45000000	0.046989199539767566
chr3	26000001	27000000	0.04729851012748699
chr4	165000001	166000000	0.04732818876703957
chr3	74000001	75000000	0.047341766811580456
chr3	54000001	55000000	0.047455681648522444
chr2	31000001	32000000	0.04746544462100105
chr1	148000001	149000000	0.047828660233498646
chr1	188000001	189000000	0.04794221426360562
chr4	90000001	91000000	0.04809527462570395
chr3	183000001	184000000	0.0484818254281927
chr5	153000001	154000000	0.04887781690987838
chr4	202000001	203000000	0.04901503976995556
chr2	135000001	136000000	0.04914953473699489
chr8	56000001	57000000	0.04931280730704297
chr10	109000001	110000000	0.04935295806323823
chr6	50000001	51000000	0.04947450354095192
chr5	202000001	203000000	0.04948111903390864
chr1	184000001	185000000	0.04970105941142338
chr1	264000001	265000000	0.05000946379859472
chr7	67000001	68000000	0.050122105705039534
chr4	113000001	114000000	0.05015920539788789
chr1	201000001	202000000	0.05027711477632133
chr4	160000001	161000000	0.05045408093338731
chr1	62000001	63000000	0.050551417938307204
chr4	76000001	77000000	0.05060555869610121
chr1	262000001	263000000	0.05072121139256698
chr5	133000001	134000000	0.05079478987164099
chr6	150000001	151000000	0.050915619969868174
chr1	256000001	257000000	0.05092387010796565
chr4	93000001	94000000	0.05123275118567401
chr3	220000001	221000000	0.051409165803398556
chr4	212000001	213000000	0.051457673100729184
chr6	39000001	40000000	0.051552307962487325
chr1	194000001	195000000	0.051565544237026965
chr2	184000001	185000000	0.05156971965543167
chr6	51000001	52000000	0.051572578198786356
chr1	76000001	77000000	0.05158989150992392
chr4	235000001	236000000	0.05165108674460558
chr10	74000001	75000000	0.05169869090978164
chr1	65000001	66000000	0.051823867056971146
chr8	43000001	44000000	0.05197032056583537
chr8	87000001	88000000	0.052058311193801964
chr4	208000001	209000000	0.0522523268067096
chr4	81000001	82000000	0.05254461520386887
chr5	50000001	51000000	0.05269994146586362
chr1	81000001	82000000	0.052782744192528784
chr5	131000001	132000000	0.0529098971394252
chr4	184000001	185000000	0.05303948289502129
chr8	53000001	54000000	0.05319814863006012
chr1	191000001	192000000	0.05320126674616871
chr2	121000001	122000000	0.05347245866466269
chr8	125000001	126000000	0.05354363452603144
chr6	1	1000000	0.053716295372303914
chr1	286000001	287000000	0.05380819424810759
chr2	16000001	17000000	0.05401043093929582
chr8	163000001	164000000	0.05403074657363889
chr7	46000001	47000000	0.05427014836659397
chr2	227000001	228000000	0.05431018015358445
chr1	301000001	302000000	0.05443781817121182
chr1	203000001	204000000	0.054928957342588146
chr4	152000001	153000000	0.05504627341886368
chr8	173000001	174000000	0.05519968239657196
chr1	202000001	203000000	0.055206925687020444
chr8	74000001	75000000	0.055314137128963416
chr4	206000001	207000000	0.05543719657362468
chr3	161000001	162000000	0.0558831421856728
chr1	287000001	288000000	0.05589359080529074
chr4	123000001	124000000	0.05607312425498933
chr1	22000001	23000000	0.056348261111427725
chr3	186000001	187000000	0.05654469992636665
chr5	129000001	130000000	0.05679490099771413
chr7	90000001	91000000	0.05701659925291433
chr2	111000001	112000000	0.0573984874273303
chr1	228000001	229000000	0.05752253163289716
chr1	57000001	58000000	0.05768633565948653
chr4	241000001	242000000	0.05769399271399967
chr4	147000001	148000000	0.05775589914484677
chr4	125000001	126000000	0.057853104428985974
chr9	153000001	154000000	0.05795200781172237
chr2	90000001	91000000	0.05796794409061918
chr5	126000001	127000000	0.05808446801663215
chr5	118000001	119000000	0.058106671947294235
chr1	279000001	280000000	0.05834779255452687
chr3	30000001	31000000	0.05844697167163549
chr7	70000001	71000000	0.058478940487902246
chr4	172000001	173000000	0.058482895065264114
chr1	85000001	86000000	0.05861048099610947
chr5	82000001	83000000	0.05864831331258736
chr10	32000001	33000000	0.058880498836466816
chr8	168000001	169000000	0.05888624241962712
chr9	127000001	128000000	0.05893969459531669
chr6	137000001	138000000	0.059018429230497646
chr1	53000001	54000000	0.05922178268956864
chr10	108000001	109000000	0.059229684992771536
chr3	72000001	73000000	0.0593693569775388
chr7	64000001	65000000	0.05946688902076108
chr10	9000001	10000000	0.059866847978620595
chr3	116000001	117000000	0.06002684812646099
chr1	52000001	53000000	0.06042225369298165
chr8	99000001	100000000	0.06070617052817004
chr10	1000001	2000000	0.06075475146711889
chr1	259000001	260000000	0.06076246694596774
chr1	289000001	290000000	0.06080842353866394
chr2	64000001	65000000	0.06085329292865498
chr4	177000001	178000000	0.06087421573256589
chr3	40000001	41000000	0.06094058579627264
chr1	169000001	170000000	0.060978802381557166
chr1	20000001	21000000	0.06099769178551164
chr2	122000001	123000000	0.06102281872807296
chr8	122000001	123000000	0.06110291804918353
chr4	237000001	238000000	0.06124827089679887
chr5	29000001	30000000	0.061286114993163686
chr4	189000001	190000000	0.0613182822822061
chr8	90000001	91000000	0.06131943403884672
chr6	56000001	57000000	0.06140167856188737
chr3	151000001	152000000	0.06141789407976752
chr4	45000001	46000000	0.06156136205391992
chr8	126000001	127000000	0.06163061661042371
chr1	42000001	43000000	0.06163874142184316
chr1	189000001	190000000	0.061642358347844
chr1	299000001	300000000	0.06167998061406329
chr7	99000001	100000000	0.06180705330725777
chr10	147000001	148000000	0.061839195161714725
chr2	106000001	107000000	0.061898205380149326
chr5	109000001	110000000	0.06220801745154951
chr9	36000001	37000000	0.062230735596680936
chr1	261000001	262000000	0.06232129233563386
chr1	249000001	250000000	0.06233621738880833
chr2	216000001	217000000	0.06244875480702957
chr7	147000001	148000000	0.06249985849349893
chr1	260000001	261000000	0.06263822724806191
chr1	141000001	142000000	0.06287778375535841
chr2	208000001	209000000	0.06294640682581942
chr4	119000001	120000000	0.06304010465436106
chr3	57000001	58000000	0.06310557420445616
chr6	1000001	2000000	0.06311575798226789
chr4	178000001	179000000	0.06317007416240795
chr1	39000001	40000000	0.06322164595476353
chr7	39000001	40000000	0.06352728913267483
chr4	66000001	67000000	0.06359530565604737
chr1	133000001	134000000	0.06376196840672073
chr3	176000001	177000000	0.06376612109817996
chr1	263000001	264000000	0.06413935210287734
chr5	134000001	135000000	0.06439000361095557
chr5	37000001	38000000	0.06469662432425347
chr2	115000001	116000000	0.06474264060573624
chr10	52000001	53000000	0.0647866712381231
chr5	39000001	40000000	0.06482162332871244
chr4	85000001	86000000	0.06484492586117993
chr10	104000001	105000000	0.0648542884229421
chr2	17000001	18000000	0.06488981884718863
chr1	205000001	206000000	0.06492773580510838
chr9	112000001	113000000	0.06496666752516507
chr8	52000001	53000000	0.0649977378091751
chr3	49000001	50000000	0.06501738490001027
chr4	155000001	156000000	0.06517717824259911
chr9	56000001	57000000	0.06531415292574258
chr2	28000001	29000000	0.06531459691128094
chr8	10000001	11000000	0.06544301537179358
chr2	84000001	85000000	0.06556801038460408
chr1	61000001	62000000	0.06558806535145004
chr1	255000001	256000000	0.06574060287266047
chr7	108000001	109000000	0.06578243140701424
chr8	103000001	104000000	0.06607543629754088
chr2	92000001	93000000	0.06634226744210844
chr7	61000001	62000000	0.06647558046855238
chr2	228000001	229000000	0.06666843774708901
chr6	75000001	76000000	0.06667282866049073
chr7	51000001	52000000	0.06723260921117057
chr5	166000001	167000000	0.06725134737307632
chr5	101000001	102000000	0.06726406861215149
chr9	156000001	157000000	0.06733261761554575
chr5	125000001	126000000	0.06738394720070509
chr1	283000001	284000000	0.0674537131020376
chr8	101000001	102000000	0.06757318702202714
chr7	78000001	79000000	0.06763705873874563
chr4	115000001	116000000	0.06768100869540594
chr1	80000001	81000000	0.06769941410146407
chr1	209000001	210000000	0.06795333944836561
chr4	171000001	172000000	0.0679589210920774
chr3	168000001	169000000	0.06801676907411273
chr4	207000001	208000000	0.06802788161616717
chr3	190000001	191000000	0.06815613035548188
chr2	36000001	37000000	0.06825449232998786
chr10	120000001	121000000	0.06830289337187549
chr4	41000001	42000000	0.06837355804099801
chr10	5000001	6000000	0.06859145509678619
chr7	169000001	170000000	0.06863287502470415
chr6	170000001	171000000	0.06865062998879295
chr4	99000001	100000000	0.06876033064000728
chr1	21000001	22000000	0.06897033120858524
chr6	54000001	55000000	0.06897458859007906
chr1	229000001	230000000	0.06905589521998245
chr10	92000001	93000000	0.06923678152956832
chr8	167000001	168000000	0.06981709034248051
chr1	66000001	67000000	0.07005376403149222
chr8	153000001	154000000	0.07030063170882911
chr1	50000001	51000000	0.07038182310967514
chr2	73000001	74000000	0.07048989603138402
chr1	127000001	128000000	0.07054563955280929
chr3	171000001	172000000	0.07066766767370787
chr5	215000001	216000000	0.07073049454403132
chr3	117000001	118000000	0.07092894123841773
chr5	117000001	118000000	0.07108417886855249
chr8	110000001	111000000	0.07122012219714513
chr7	59000001	60000000	0.07125015798152688
chr1	59000001	60000000	0.07201670813720629
chr4	74000001	75000000	0.07211532601023675
chr8	47000001	48000000	0.0721380217965711
chr3	185000001	186000000	0.07219508012702827
chr3	73000001	74000000	0.07230043350144423
chr5	46000001	47000000	0.07236350832650619
chr1	230000001	231000000	0.07245103572015288
chr6	121000001	122000000	0.07250913672393913
chr3	204000001	205000000	0.07284567863062767
chr5	87000001	88000000	0.07298158089353766
chr8	81000001	82000000	0.07299826818649431
chr1	282000001	283000000	0.07302265279255205
chr10	4000001	5000000	0.07323486011968834
chr8	129000001	130000000	0.0733143487478261
chr5	122000001	123000000	0.07347052206853137
chr2	15000001	16000000	0.07364346182104153
chr10	33000001	34000000	0.07365853272701499
chr8	80000001	81000000	0.07369241650041611
chr1	60000001	61000000	0.07374033044692957
chr8	169000001	170000000	0.07374041475159139
chr2	101000001	102000000	0.0738874208794767
chr4	92000001	93000000	0.07398517770659235
chr1	56000001	57000000	0.07421401336058692
chr2	93000001	94000000	0.07430090580081446
chr7	68000001	69000000	0.0744148232269627
chr3	80000001	81000000	0.07447521001029167
chr1	58000001	59000000	0.07450988706411546
chr1	290000001	291000000	0.07468224267177086
chr3	180000001	181000000	0.0747213182220623
chr6	171000001	172000000	0.07482221083837899
chr8	137000001	138000000	0.07496061567028417
chr7	122000001	123000000	0.07554040287444333
chr6	130000001	131000000	0.07558883254267057
chr1	156000001	157000000	0.07606433555390331
chr7	157000001	158000000	0.07629878730001992
chr8	152000001	153000000	0.07646233623405309
chr1	185000001	186000000	0.07658431300161657
chr1	215000001	216000000	0.07667138907606226
chr8	123000001	124000000	0.07668441603882169
chr4	77000001	78000000	0.07674461624758948
chr1	147000001	148000000	0.07687766297845179
chr2	32000001	33000000	0.07690902902619336
chr4	111000001	112000000	0.07700463644924735
chr4	112000001	113000000	0.07717312225461408
chr5	164000001	165000000	0.07728138573346059
chr1	267000001	268000000	0.07734034064166698
chr2	37000001	38000000	0.07743308712093863
chr9	87000001	88000000	0.07755168760199223
chr4	16000001	17000000	0.07755479248915442
chr2	29000001	30000000	0.07759634688466338
chr6	62000001	63000000	0.07760233566652264
chr1	13000001	14000000	0.07763217256798854
chr4	27000001	28000000	0.07781667954528801
chr9	61000001	62000000	0.07786927022805985
chr8	121000001	122000000	0.07803826943811275
chr8	54000001	55000000	0.0781622244600197
chr8	170000001	171000000	0.07833237817159942
chr2	30000001	31000000	0.07838796912013786
chr1	234000001	235000000	0.07849142774616538
chr7	162000001	163000000	0.07859671991038841
chr3	178000001	179000000	0.07873606294084583
chr2	107000001	108000000	0.07903772841183712
chr6	128000001	129000000	0.07907704536408884
chr7	86000001	87000000	0.07917698037532522
chr4	22000001	23000000	0.07921920706804146
chr7	168000001	169000000	0.07933339020757055
chr4	98000001	99000000	0.07942306276469176
chr8	88000001	89000000	0.07963003854984568
chr8	98000001	99000000	0.08033964603180874
chr5	216000001	217000000	0.08035719746727886
chr8	55000001	56000000	0.08047729404459102
chr10	71000001	72000000	0.08051155766515564
chr5	121000001	122000000	0.08051255366863443
chr1	294000001	295000000	0.0806878989150945
chr1	78000001	79000000	0.0810242107025353
chr1	64000001	65000000	0.08115020265764475
chr8	109000001	110000000	0.08115810099656769
chr1	254000001	255000000	0.08129144090557883
chr7	50000001	51000000	0.08141013778987292
chr3	50000001	51000000	0.08146479967953707
chr2	206000001	207000000	0.08150193924005143
chr5	45000001	46000000	0.08159600757800226
chr8	135000001	136000000	0.0817256753522464
chr4	28000001	29000000	0.08196013171810926
chr3	174000001	175000000	0.08203516262947834
chr7	163000001	164000000	0.08204942990541596
chr4	154000001	155000000	0.08222983171755605
chr7	151000001	152000000	0.08238890937896122
chr10	60000001	61000000	0.0824591606655654
chr3	71000001	72000000	0.08270305319954342
chr1	10000001	11000000	0.08276388826285622
chr1	46000001	47000000	0.0828215624900295
chr10	2000001	3000000	0.08289373920867968
chr8	130000001	131000000	0.08316722714471
chr1	16000001	17000000	0.08323884865694628
chr5	165000001	166000000	0.08328189965746678
chr4	153000001	154000000	0.0833127802155988
chr8	158000001	159000000	0.08331791329365154
chr10	148000001	149000000	0.08336444719345501
chr9	72000001	73000000	0.08341101703772458
chr7	161000001	162000000	0.08362724302375996
chr2	11000001	12000000	0.08365644164787521
chr2	76000001	77000000	0.08374644966197485
chr2	25000001	26000000	0.08377939558435739
chr10	53000001	54000000	0.08377986863666509
chr9	117000001	118000000	0.08386004433760484
chr3	47000001	48000000	0.08401910840752089
chr7	146000001	147000000	0.08440668524525667
chr1	27000001	28000000	0.08448388782716229
chr1	29000001	30000000	0.0845596576845984
chr8	147000001	148000000	0.08465027464255885
chr3	98000001	99000000	0.084701360454714
chr7	91000001	92000000	0.08475284781178126
chr10	101000001	102000000	0.08492809402720061
chr1	177000001	178000000	0.08501471013271449
chr4	32000001	33000000	0.08508271264505017
chr7	143000001	144000000	0.08514747376833152
chr1	253000001	254000000	0.08524350914719578
chr8	71000001	72000000	0.08535116939703517
chr2	170000001	171000000	0.08554003936691983
chr5	67000001	68000000	0.08582009561858706
chr2	24000001	25000000	0.08595956577856616
chr7	170000001	171000000	0.08610434745886912
chr8	58000001	59000000	0.08623583941795356
chr1	196000001	197000000	0.08627064058973395
chr3	181000001	182000000	0.08633795340528995
chr4	117000001	118000000	0.08668341519697692
chr9	133000001	134000000	0.08683047841126842
chr6	151000001	152000000	0.0868372773169886
chr4	100000001	101000000	0.08688044860183117
chr1	273000001	274000000	0.0872176851486421
chr7	138000001	139000000	0.08726902370862033
chr1	63000001	64000000	0.08734865947027329
chr8	164000001	165000000	0.08735584498181498
chr8	155000001	156000000	0.08750130875806307
chr1	32000001	33000000	0.08751377733036442
chr4	223000001	224000000	0.08759480005817508
chr3	205000001	206000000	0.08787820294296735
chr3	193000001	194000000	0.08793344221750987
chr4	54000001	55000000	0.08793424511215837
chr10	82000001	83000000	0.08804617497631086
chr1	35000001	36000000	0.08808644089110992
chr9	20000001	21000000	0.08827889405213413
chr4	5000001	6000000	0.08835013876819078
chr4	106000001	107000000	0.08851046840934948
chr4	104000001	105000000	0.08868542770950416
chr1	240000001	241000000	0.0887426106569689
chr5	123000001	124000000	0.08877880432425397
chr7	142000001	143000000	0.08884105498247831
chr1	200000001	201000000	0.08887690976809533
chr8	162000001	163000000	0.08893898460350992
chr4	24000001	25000000	0.08905148690962278
chr3	203000001	204000000	0.08913280172358876
chr1	44000001	45000000	0.08931014010325562
chr1	45000001	46000000	0.08944016255330335
chr6	57000001	58000000	0.0894459688089839
