chr_name	start	end	log2FoldChange	padj	MSTRG_exon_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr4	184667294	184667372	-16.98488068	1.6099999999999999e-10	MSTRG.32141:E2	MSTRG.32141	Zm00001d052247	GRMZM2G161566	Shikimate kinase 1 chloroplastic	[source:homolog]
chr3	227914860	227915535	-16.86420027	1.6299999999999997e-12	MSTRG.27236:E2	MSTRG.27236	Zm00001d044434	GRMZM2G339540	Probable inactive receptor kinase 	[source:homolog]
chr8	172193017	172193088	-16.86365187	7.49e-08	MSTRG.56260:E9	MSTRG.56260	Zm00001d012308	GRMZM2G447876	CDP-diacylglycerol--serine O-phosphatidyltransferase 1	[source:homolog]
chr8	172192343	172192405	-4.98698074	1.3300000000000002e-09	MSTRG.56260:E7	MSTRG.56260	Zm00001d012308	GRMZM2G447876	CDP-diacylglycerol--serine O-phosphatidyltransferase 1	[source:homolog]
chr8	172192706	172192812	-2.568753703	0.000472184	MSTRG.56260:E11	MSTRG.56260	Zm00001d012308	GRMZM2G447876	CDP-diacylglycerol--serine O-phosphatidyltransferase 1	[source:homolog]
chr9	122899986	122900085	-16.71763013	0.001038412	MSTRG.59846:E6	MSTRG.59846	Zm00001d047224	GRMZM5G830250	Probable acetyl-CoA acetyltransferase cytosolic 2	[source:homolog]
chr2	175170954	175171285	-16.67875208	0.009435556	MSTRG.18066:E7	MSTRG.18066	Zm00001d005466	GRMZM2G162374	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr2	175169590	175169718	-2.4950328369999997	0.000222627	MSTRG.18066:E5	MSTRG.18066	Zm00001d005466	GRMZM2G162374	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr1	2782018	2782413	-16.47275908	0.000100631	MSTRG.327:E3	MSTRG.327	Zm00001d027313	GRMZM2G388684	Probable xyloglucan endotransglucosylase/hydrolase protein 32	[source:homolog]
chr1	152354454	152355070	-16.33711837	8.25e-10	MSTRG.4036:E1	MSTRG.4036	Zm00001d030672	GRMZM2G448957		
chr2	36105361	36105715	-16.20937415	3.75e-05	MSTRG.15016:E6	MSTRG.15016	Zm00001d003212	GRMZM2G051984	Probable protein kinase 	[source:homolog]
chr5	215032750	215032757	-15.9985354	3.18e-21	MSTRG.41585:E1	MSTRG.41585	Zm00001d018134	GRMZM2G015784	Peptidyl-prolyl cis-trans isomerase FKBP12	[source:homolog]
chr4	193202401	193202561	-15.96483653	1.0300000000000001e-18	MSTRG.32386:E2	MSTRG.32386	Zm00001d052561	GRMZM2G011173	mRNA-decapping enzyme-like protein	[source:homolog]
chr7	33328423	33328512	-15.63529882	0.003481227	MSTRG.47337:E7	MSTRG.47337	Zm00001d019430	GRMZM2G169914	S-adenosylmethionine carrier 1 chloroplastic/mitochondrial	[source:homolog]
chr3	155486059	155486211	-15.49317589	2.52e-08	MSTRG.24471:E1	MSTRG.24471	Zm00001d042189	GRMZM2G396550	Potassium transporter 3	[source:homolog]
chr3	159215682	159216491	-15.25777604	0.0059263169999999995	MSTRG.24578:E5	MSTRG.24578	Zm00001d042290	GRMZM2G034833	Probable protein S-acyltransferase 7	[source:homolog]
chr3	159214797	159214919	-3.998009544	0.003773883	MSTRG.24578:E3	MSTRG.24578	Zm00001d042290	GRMZM2G034833	Probable protein S-acyltransferase 7	[source:homolog]
chr9	15726914	15727078	-15.15222995	0.004298574	MSTRG.56876:E12	MSTRG.56876	Zm00001d045192	GRMZM2G304378	Ribonucleoside-diphosphate reductase large subunit	[source:homolog]
chr9	15726914	15727078	-15.15222995	0.004298574	MSTRG.56876:E12	MSTRG.56876	Zm00001d045192	GRMZM2G304362	Ribonucleoside-diphosphate reductase large subunit	[source:homolog]
chr9	15727427	15727629	-4.660831161	4.879999999999999e-16	MSTRG.56876:E13	MSTRG.56876	Zm00001d045192	GRMZM2G304378	Ribonucleoside-diphosphate reductase large subunit	[source:homolog]
chr9	15727427	15727629	-4.660831161	4.879999999999999e-16	MSTRG.56876:E13	MSTRG.56876	Zm00001d045192	GRMZM2G304362	Ribonucleoside-diphosphate reductase large subunit	[source:homolog]
chr3	158947032	158947140	-14.93668613	2.39e-07	MSTRG.24603:E2	MSTRG.24603	Zm00001d042285	AC203535.4_FG007		
chr2	35420132	35420227	-14.48124571	1.09e-06	MSTRG.14998:E1	MSTRG.14998	Zm00001d003200	GRMZM2G057113	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr5	204307862	204308212	-13.89089767	0.004016332	MSTRG.40238:E16	MSTRG.40238	Zm00001d017686	GRMZM2G120076	Ubiquitin carboxyl-terminal hydrolase 20	[source:homolog]
chr4	239886491	239886807	-13.83734859	0.0019161039999999999	MSTRG.33930:E1	MSTRG.33930	Zm00001d053725	GRMZM2G125308	Protein kinase superfamily protein	[source:homolog]
chr8	104486050	104486171	-13.37233444	3.9999999999999994e-51	MSTRG.53821:E3	MSTRG.53821	Zm00001d010216	GRMZM2G071319	Mediator of RNA polymerase II transcription subunit 27	[source:homolog]
chr4	61394684	61395213	-13.3654198	0.0007596230000000001	MSTRG.29333:E2	MSTRG.29333	Zm00001d050033	GRMZM2G091245	Whole genome shotgun sequence of line PN40024 scaffold_57.assembly12x (Fragment)	[source:homolog]
chr4	231194411	231194593	-13.16024308	0.000922807	MSTRG.33560:E2	MSTRG.33560	Zm00001d053432	GRMZM2G038365	Cytochrome b6-f complex iron-sulfur subunit  	 [source: RefGen_v3] 
chr5	50859	51182	-12.56633235	0.002531311	MSTRG.34329:E2	MSTRG.34329	Zm00001d012797	GRMZM2G054678		
chr6	123805405	123806139	-10.03407295	7.879999999999998e-34	MSTRG.44188:E2	MSTRG.44188	Zm00001d037384	GRMZM2G383404	Anthocyanidin 3-O-glucosyltransferase  	 [source: RefGen_v3] 
chr6	123806174	123806716	-7.676874362	2.4899999999999998e-23	MSTRG.44188:E3	MSTRG.44188	Zm00001d037384	GRMZM2G383404	Anthocyanidin 3-O-glucosyltransferase  	 [source: RefGen_v3] 
chr2	170145944	170146206	-9.267243286	1.7199999999999993e-192	MSTRG.17919:E10	MSTRG.17919	Zm00001d005343	GRMZM2G104999	Nucleoside N-ribohydrolase 3%3B Pyrimidine-specific ribonucleoside hydrolase rihB  	 [source: RefGen_v3] 
chr2	183159764	183159864	-8.737286152000001	0.0016532329999999998	MSTRG.18322:E2	MSTRG.18322	Zm00001d005679	GRMZM2G340955	TIM-barrel signal transduction protein isoform 2	[source:homolog]
chr1	2105899	2106579	-7.920411443	4.699999999999999e-82	MSTRG.81:E2	MSTRG.81	Zm00001d027295	GRMZM2G164696	 tub1;beta tubulin1: genomic clones sequenced; gene-specific probe (by Southern blot) hybridizes to a single transcript size; SSRs phi056	97
chr10	134959044	134959234	-6.609706903999999	5.25e-16	MSTRG.12572:E7	MSTRG.12572	Zm00001d025963	GRMZM5G800975	Sphingoid long-chain bases kinase 1	[source:homolog]
chr2	172806625	172806711	-6.414770807999999	1.3399999999999998e-92	MSTRG.17988:E2	MSTRG.17988	Zm00001d005403	GRMZM2G504910	Protein prenylyltransferase superfamily protein	[source:homolog]
chr2	172806100	172806537	-3.578661363	0.004212779	MSTRG.17988:E1	MSTRG.17988	Zm00001d005403	GRMZM2G504910	Protein prenylyltransferase superfamily protein	[source:homolog]
chr2	172822605	172822703	17.90016156	1e-18	MSTRG.17988:E10	MSTRG.17988	Zm00001d005403	GRMZM2G504910	Protein prenylyltransferase superfamily protein	[source:homolog]
chr8	137158913	137159056	-6.369164829	6.459999999999998e-21	MSTRG.54762:E6	MSTRG.54762	Zm00001d011035	GRMZM2G005710	 dhar2;dehydroascorbate reductase like2:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	137158913	137159056	-6.369164829	6.459999999999998e-21	MSTRG.54762:E6	MSTRG.54762	Zm00001d011036	GRMZM2G005552	Legumin-like protein%3B Putative rmlC-like cupins superfamily protein  	 [source: RefGen_v3] 
chr8	137158704	137158824	-6.158559062999999	2.8199999999999998e-21	MSTRG.54762:E5	MSTRG.54762	Zm00001d011035	GRMZM2G005710	 dhar2;dehydroascorbate reductase like2:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	137158704	137158824	-6.158559062999999	2.8199999999999998e-21	MSTRG.54762:E5	MSTRG.54762	Zm00001d011036	GRMZM2G005552	Legumin-like protein%3B Putative rmlC-like cupins superfamily protein  	 [source: RefGen_v3] 
chr8	137272972	137272979	-5.509112471	4.1e-13	MSTRG.54762:E4	MSTRG.54762	Zm00001d011035	GRMZM2G005710	 dhar2;dehydroascorbate reductase like2:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	137272972	137272979	-5.509112471	4.1e-13	MSTRG.54762:E4	MSTRG.54762	Zm00001d011036	GRMZM2G005552	Legumin-like protein%3B Putative rmlC-like cupins superfamily protein  	 [source: RefGen_v3] 
chr8	137159146	137159915	-4.50645745	5.32e-31	MSTRG.54762:E7	MSTRG.54762	Zm00001d011035	GRMZM2G005710	 dhar2;dehydroascorbate reductase like2:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	137159146	137159915	-4.50645745	5.32e-31	MSTRG.54762:E7	MSTRG.54762	Zm00001d011036	GRMZM2G005552	Legumin-like protein%3B Putative rmlC-like cupins superfamily protein  	 [source: RefGen_v3] 
chr6	4726922	4727001	-6.334289527999999	0.004944622	MSTRG.41003:E37	MSTRG.41003	Zm00001d035088	GRMZM2G033348	pleckstrin homology (PH) domain-containing protein	[source:homolog]
chr6	4726922	4727001	-6.334289527999999	0.004944622	MSTRG.41003:E37	MSTRG.41003	Zm00001d035089	GRMZM2G380456	pleckstrin homology (PH) domain-containing protein	[source:homolog]
chr2	33782023	33782681	-5.872577972	2.5e-13	MSTRG.14936:E7	MSTRG.14936	Zm00001d003149	GRMZM2G157102	Probable folate-biopterin transporter 2	[source:homolog]
chr2	67663768	67663828	-5.63281624	1.2199999999999997e-97	MSTRG.15853:E8	MSTRG.15853	Zm00001d003917	GRMZM2G025294	RNA polymerase III RPC4	[source:homolog]
chr2	67663464	67663550	17.92945003	1.2299999999999998e-26	MSTRG.15853:E5	MSTRG.15853	Zm00001d003917	GRMZM2G025294	RNA polymerase III RPC4	[source:homolog]
chr2	39696710	39697040	-5.55744551	2.5200000000000003e-27	MSTRG.15115:E2	MSTRG.15115	Zm00001d003309	GRMZM2G147884	Copper amine oxidase family protein	[source:homolog]
chr2	38753142	38753196	-5.546328647999999	1.45e-18	MSTRG.15090:E3	MSTRG.15090	Zm00001d003284	GRMZM2G135410	SWI/SNF complex subunit SWI3A	[source:homolog]
chr2	38752886	38753036	-5.246418104	1.19e-32	MSTRG.15090:E2	MSTRG.15090	Zm00001d003284	GRMZM2G135410	SWI/SNF complex subunit SWI3A	[source:homolog]
chr2	38753286	38753319	-2.4721407859999998	0.00039858900000000003	MSTRG.15090:E4	MSTRG.15090	Zm00001d003284	GRMZM2G135410	SWI/SNF complex subunit SWI3A	[source:homolog]
chr2	38752885	38753036	15.04498341	0.006898749	MSTRG.15090:E6	MSTRG.15090	Zm00001d003284	GRMZM2G135410	SWI/SNF complex subunit SWI3A	[source:homolog]
chr5	835906	835969	-5.249644794	4.26e-15	MSTRG.36006:E4	MSTRG.36006	Zm00001d012817	GRMZM2G014170	Sucrose nonfermenting 4-like protein	[source:homolog]
chr8	144390002	144390083	-5.102992263	4.4799999999999996e-13	MSTRG.55019:E7	MSTRG.55019	Zm00001d011243	GRMZM2G086236	Coiled-coil domain-containing protein	[source:homolog]
chr2	43975490	43975597	-4.978499468	2.7e-07	MSTRG.15264:E2	MSTRG.15264	Zm00001d003415	GRMZM2G010238	Cyclic pyranopterin monophosphate synthase accessory protein mitochondrial	[source:homolog]
chr2	43975490	43975597	-4.978499468	2.7e-07	MSTRG.15264:E2	MSTRG.15264	Zm00001d003426	GRMZM2G130085	Protease Do-like 8 chloroplastic	[source:homolog]
chr4	158809997	158810415	-4.570487013	1.79e-12	MSTRG.31164:E7	MSTRG.31164	Zm00001d051442	GRMZM2G394528	Probable methyltransferase PMT15	[source:homolog]
chr2	224448712	224448856	-4.565583233	0.003776892	MSTRG.20113:E8	MSTRG.20113	Zm00001d007195	GRMZM2G097277	Alpha-L-arabinofuranosidase 1	[source:homolog]
chr5	196087368	196087488	-4.523907063999999	5.62e-13	MSTRG.39954:E5	MSTRG.39954	Zm00001d017445	GRMZM2G031952	ELMO/CED-12 family protein	[source:homolog]
chr5	196088261	196088315	-4.205679977	4.769999999999999e-12	MSTRG.39954:E6	MSTRG.39954	Zm00001d017445	GRMZM2G031952	ELMO/CED-12 family protein	[source:homolog]
chr5	196089761	196089870	2.7423749269999997	6.13e-05	MSTRG.39954:E9	MSTRG.39954	Zm00001d017445	GRMZM2G031952	ELMO/CED-12 family protein	[source:homolog]
chr10	126886708	126888066	-4.482317082	5.64e-25	MSTRG.12228:E7	MSTRG.12228	Zm00001d025706	AC214507.3_FG001	RNA-binding CRS1 / YhbY (CRM) domain protein	[source:homolog]
chr2	18457856	18458249	-4.429488232	0.000207039	MSTRG.14116:E1	MSTRG.14116	Zm00001d002656	GRMZM2G117060	Protein CHROMATIN REMODELING 19	[source:homolog]
chr5	942070	942114	-4.42885694	9.44e-08	MSTRG.36019:E6	MSTRG.36019	Zm00001d012827	GRMZM2G083546	ADP-ribosylation factor GTPase-activating protein AGD10	[source:homolog]
chr8	136397365	136397374	-4.418212032	0.00018581200000000002	MSTRG.54738:E16	MSTRG.54738	Zm00001d010987	GRMZM2G700665	 rap2;rap2.7 orthologue: negative regulator of flowering time; vgt1 acts as an enhancer (Salvi et al. 2007)	 [source: characterized gene (MaizeGDB_09082017)]
chr8	136397365	136397374	-4.418212032	0.00018581200000000002	MSTRG.54738:E16	MSTRG.54738	Zm00001d010995	GRMZM2G474726	Thylakoid membrane protein TERC chloroplastic	[source:homolog]
chr2	30714024	30714156	-4.405885405	1.59e-18	MSTRG.14724:E5	MSTRG.14724	Zm00001d003058	GRMZM2G147256	Probable low-specificity L-threonine aldolase 1	[source:homolog]
chr2	16782263	16783002	-4.365345367	3.6799999999999997e-10	MSTRG.14093:E1	MSTRG.14093	Zm00001d002615	GRMZM2G086484	Pleckstrin homology (PH) domain superfamily protein	[source:homolog]
chr2	154621231	154621450	-4.3648798719999995	4.3199999999999996e-35	MSTRG.17552:E7	MSTRG.17552	Zm00001d005027	GRMZM2G017941	Expressed protein;  protein	[source:homolog]
chr1	107765170	107765183	-4.3091458110000005	9.88e-06	MSTRG.3367:E8	MSTRG.3367	Zm00001d030129	GRMZM2G457147	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr1	107764341	107764605	-3.370468517	8.65e-09	MSTRG.3367:E6	MSTRG.3367	Zm00001d030129	GRMZM2G457147	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr7	177942795	177943145	-4.249405708	9.940000000000001e-07	MSTRG.53289:E1	MSTRG.53289	Zm00001d022449	GRMZM2G166738	Potassium transporter 2	[source:homolog]
chr8	27715123	27715586	-3.960724584	1.47e-05	MSTRG.51636:E5	MSTRG.51636	Zm00001d008965	GRMZM2G127687	Putative inactive receptor-like protein kinase 	[source:homolog]
chr10	60226179	60226471	-3.902884075	0.003430548	MSTRG.10394:E1	MSTRG.10394	Zm00001d024268	GRMZM2G167018	NAC domain-containing protein 21/22	[source:homolog]
chr8	147564557	147566080	-3.828996469	0.004968648	MSTRG.55114:E1	MSTRG.55114	Zm00001d011350	GRMZM2G361066	ATPase%2C coupled to transmembrane movement of substance  	 [source: RefGen_v3] 
chr7	134916701	134916702	-3.8141042510000003	3.17e-06	MSTRG.49315:E2	MSTRG.49315	Zm00001d020852	GRMZM2G014558	Cellulose synthase-like protein E1	[source:homolog]
chr7	134916701	134916702	-3.8141042510000003	3.17e-06	MSTRG.49315:E2	MSTRG.49315	Zm00001d020861	GRMZM2G393349	Protein binding protein  	 [source: RefGen_v3] 
chr3	233501018	233501305	-3.773253238	9.2e-19	MSTRG.27411:E7	MSTRG.27411	Zm00001d044621	GRMZM2G166701		
chr3	233501018	233501305	-3.773253238	9.2e-19	MSTRG.27411:E7	MSTRG.27411	Zm00001d044622	GRMZM2G467147	F-box/LRR-repeat protein 3	[source:homolog]
chr6	166903644	166903654	-3.6035865069999997	0.000686254	MSTRG.45981:E8	MSTRG.45981	Zm00001d038897	GRMZM2G041694	Short-chain dehydrogenase/reductase SDRA	[source:homolog]
chr7	167322417	167322514	-3.56124596	4.079999999999999e-39	MSTRG.50610:E17	MSTRG.50610	Zm00001d021972	GRMZM2G411916	Phospholipid-transporting ATPase 2	[source:homolog]
chr7	167926212	167926639	-3.391803093	2e-05	MSTRG.50644:E10	MSTRG.50644	Zm00001d022010	GRMZM2G090715	Eukaryotic aspartyl protease family protein	[source:homolog]
chr7	167932903	167934844	-3.24834003	0.00026703400000000003	MSTRG.50644:E11	MSTRG.50644	Zm00001d022010	GRMZM2G090715	Eukaryotic aspartyl protease family protein	[source:homolog]
chr8	175362451	175362943	-3.3167801860000004	0.0061451809999999996	MSTRG.57477:E7	MSTRG.57477	Zm00001d012472	GRMZM2G135362	Ankyrin repeat family protein	[source:homolog]
chr8	175362451	175362943	-3.3167801860000004	0.0061451809999999996	MSTRG.57477:E7	MSTRG.57477	Zm00001d012485	GRMZM2G036448	Transmembrane amino acid transporter family protein	[source:homolog]
chr2	242380849	242381400	-3.3067474960000003	0.001585627	MSTRG.20874:E3	MSTRG.20874	Zm00001d007909	GRMZM5G817777	Gibberellin receptor GID1L2  	 [source: RefGen_v3] 
chr4	11357735	11358218	-3.1826479869999997	0.00711308	MSTRG.27943:E1	MSTRG.27943	Zm00001d048979	GRMZM2G008507	Putative sucrose-phosphate synthase family protein  	 [source: RefGen_v3] 
chr3	157894876	157895430	-3.0997282489999995	1.1699999999999999e-07	MSTRG.24548:E16	MSTRG.24548	Zm00001d042262	GRMZM2G126266	Retrovirus-related Pol polyprotein LINE-1	[source:homolog]
chr1	273089545	273089712	-3.078818144	0.000307408	MSTRG.7714:E6	MSTRG.7714	Zm00001d033767	GRMZM2G127521	60S ribosomal protein L17-2	[source:homolog]
chr7	177456153	177456955	-3.05715101	0.001650735	MSTRG.53257:E1	MSTRG.53257	Zm00001d022428	GRMZM2G017894	Probable galacturonosyltransferase 7	[source:homolog]
chr2	181908506	181908511	-3.0345910239999996	0.00463279	MSTRG.18230:E1	MSTRG.18230	Zm00001d005649	GRMZM2G150616	 vdac1a;voltage-dependent anion channel protein1a:	 [source: characterized gene (MaizeGDB_09082017)]
chr7	7857334	7857424	-3.016062377	0.006071084	MSTRG.46663:E4	MSTRG.46663	Zm00001d018869	GRMZM2G406830	 ao5;aldehyde oxidase5:	 [source: characterized gene (MaizeGDB_09082017)]
chr6	160513773	160513903	-3.015297188	0.00021000900000000001	MSTRG.45500:E5	MSTRG.45500	Zm00001d038577	GRMZM2G088951	Probable glucan endo-13-beta-glucosidase BG1	[source:homolog]
chr6	160513773	160513903	-3.015297188	0.00021000900000000001	MSTRG.45500:E5	MSTRG.45500	Zm00001d038583	GRMZM2G383623	Structural maintenance of chromosomes protein  	 [source: RefGen_v3] 
chr6	143083883	143084269	-2.9177611789999998	0.000663217	MSTRG.44873:E19	MSTRG.44873	Zm00001d037946	GRMZM2G066485	 pld13;phospholipase D13:	 [source: characterized gene (MaizeGDB_09082017)]
chr10	139920099	139920220	-2.915182685	0.000406173	MSTRG.12637:E9	MSTRG.12637	Zm00001d026153	AF466202.2_FG008	SPT2 chromatin protein	[source:homolog]
chr1	69620969	69621107	-2.9078459910000003	1.3699999999999998e-05	MSTRG.2489:E5	MSTRG.2489	Zm00001d029416	GRMZM5G866758	Probable acetyl-CoA acetyltransferase cytosolic 2	[source:homolog]
chr6	166317949	166318260	-2.8589484130000002	0.00018036	MSTRG.45949:E15	MSTRG.45949	Zm00001d038862	GRMZM2G021406	Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG8	[source:homolog]
