chr_name	start	end	log2FoldChange	padj	MSTRG_transcript_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr4	242134456	242136636	1.3272167095940601	0.0125035913237038	Zm00001d053838_T005	MSTRG.34049	Zm00001d053838	GRMZM2G419891	 ubi2;ubiquitin2: genomic sequence encodes 7 contiguous ubiquitin monomers; transcript specific probe	 [source: characterized gene (MaizeGDB_09082017)]
chr5	205462037	205466842	1.33501333046926	0.0400792406984964	Zm00001d017729_T042	MSTRG.40284	Zm00001d017729	GRMZM2G108829	Serine/threonine-protein kinase MHK	[source:homolog]
chr4	118811903	118822922	1.33614241129434	0.0330413971822242	Zm00001d050723_T001	MSTRG.30289	Zm00001d050723	GRMZM2G130018	 snrkII6;SnRK2 serine threonine protein kinase6:	 [source: characterized gene (MaizeGDB_09082017)]
chr10	86458105	86462044	1.3443871356315402	0.0159151053721257	MSTRG.11033.11	MSTRG.11033	Zm00001d024754	GRMZM2G061135	S-adenosylmethionine synthase  	 [source: RefGen_v3] 
chr8	165320392	165322096	1.35141640328421	0.031872559850779	MSTRG.55774.3	MSTRG.55774	Zm00001d011969	GRMZM2G134073	NAC domain containing protein 84	[source:homolog]
chr10	87218149	87221164	1.35652810531185	0.00215543940879724	Zm00001d024767_T004	MSTRG.11058	Zm00001d024767	GRMZM2G123029	Aspartic proteinase A1	[source:homolog]
chr8	177035747	177244447	1.3569544492448797	0.00778427353574835	MSTRG.57615.12	MSTRG.57615	Zm00001d012597	GRMZM2G139374		
chr9	127436185	127437854	1.36213350248423	0.0208010812159551	Zm00001d047356_T001	MSTRG.59991	Zm00001d047355	GRMZM2G070034	Agamous-like MADS-box protein AGL14	[source:homolog]
chr7	8344650	8353396	1.3621603455887903	0.0257986928822032	Zm00001d018884_T005	MSTRG.46682	Zm00001d018884	GRMZM2G074479	Ubiquitin-conjugating enzyme E2 2	[source:homolog]
chr1	239383201	239642808	1.3837599571623898	0.0475654518144978	MSTRG.6668.13	MSTRG.6668	Zm00001d032825	GRMZM2G067315		
chr8	81766888	81771357	1.3852173282429998	0.002844757070991	MSTRG.52698.13	MSTRG.52698	Zm00001d009795	GRMZM2G112336	Cellulose synthase1  	 [source: RefGen_v3] 
chr9	118040851	118154412	1.39058688947613	0.0068149504888569	MSTRG.59645.4	MSTRG.59645	Zm00001d047087	GRMZM2G013002	 expb8;beta expansin8: Expb2 specifically expressed in the elongationg region of maize primary roots	 [source: characterized gene (MaizeGDB_09082017)]
chr10	87219369	87221046	1.3908367850127399	0.00360528338339806	Zm00001d024767_T007	MSTRG.11058	Zm00001d024767	GRMZM2G123029	Aspartic proteinase A1	[source:homolog]
chr2	41782004	41787090	1.40378917081386	0.0331364453186448	Zm00001d003369_T001	MSTRG.15166	Zm00001d003369	GRMZM2G050435	18S pre-ribosomal assembly protein gar2-related	[source:homolog]
chr1	93847218	94093532	1.41708717684372	0.0017500776037803801	MSTRG.3105.2	MSTRG.3105	Zm00001d029913	GRMZM2G176595	Expansin-B4	[source:homolog]
chr1	202884656	202896349	1.41904838205968	0.038589792020854	Zm00001d031817_T003	MSTRG.5468	Zm00001d031817	GRMZM2G082640	PWWP domain protein	[source:homolog]
chr3	171065716	171068804	1.43201336477168	0.01948630663582	MSTRG.24887.4	MSTRG.24887	Zm00001d042536	GRMZM2G086845	 frk1;fructokinase1:	 [source: characterized gene (MaizeGDB_09082017)]
chr3	99796981	99830105	1.4328694812538898	0.0440124406113561	Zm00001d041138_T006	MSTRG.23268	Zm00001d041138	GRMZM5G823484	Exocyst complex component SEC10	[source:homolog]
chr4	202206787	202394530	1.43302628203971	0.0362805435140779	MSTRG.32788.2	MSTRG.32788	Zm00001d052841	GRMZM2G332522	Caffeoyl-CoA O-methyltransferase 1	[source:homolog]
chr2	10330336	10334066	1.4383826785058302	0.011288706893526002	Zm00001d002326_T009	MSTRG.14258	Zm00001d002326	GRMZM5G817886	 aaa1;adenosylmethionine aminotransferase1: endosperm cDNA 5C01E09 (uaz113) similar to bacterial biotin synthesis enzyme	 [source: characterized gene (MaizeGDB_09082017)]
chr7	164354403	164361173	1.44428997807051	0.0162087795113481	Zm00001d021844_T071	MSTRG.50424	Zm00001d021844	GRMZM2G081668	Sodium/hydrogen exchanger 2	[source:homolog]
chr8	136858817	136861435	1.44842721098202	0.0348335244733063	MSTRG.54714.6	MSTRG.54714	Zm00001d011013	GRMZM2G056014	Calcium pump1  	 [source: RefGen_v3] 
chr3	150158974	150163372	1.4496953127595902	0.00845446114061786	Zm00001d042084_T052	MSTRG.24354	Zm00001d042084	GRMZM2G047310	Villin-2	[source:homolog]
chr2	202646627	202649958	1.45032496830284	0.0104853635800302	Zm00001d006242_T003	MSTRG.19013	Zm00001d006242	GRMZM2G573867	3-dehydroquinate synthase chloroplastic	[source:homolog]
chr7	27569612	27572327	1.45436760439168	0.0244138154524443	Zm00001d019317_T018	MSTRG.47200	Zm00001d019317	GRMZM2G177631	Cellulose synthase-8  	 [source: RefGen_v3] 
chr2	241225844	241393572	1.45621062791647	0.0451401969897809	MSTRG.20820.1	MSTRG.20820	Zm00001d007870	GRMZM2G324471		
chr1	239383201	239443013	1.45724244244465	0.000986238603612352	MSTRG.6668.12	MSTRG.6668	Zm00001d032825	GRMZM2G067315		
chr3	175917267	175918358	1.46651864655185	0.0109681539793238	MSTRG.25075.2	MSTRG.25075	Zm00001d042664	GRMZM2G081652	Patellin-1	[source:homolog]
chr4	64846819	64930705	1.4786503648896998	0.00174356800071709	MSTRG.29383.3	MSTRG.29383	Zm00001d050082	GRMZM2G175499	Pectinesterase  	 [source: RefGen_v3] 
chr2	19342492	19344268	1.48651305751966	0.00228464570843115	Zm00001d002690_T004	MSTRG.14192	Zm00001d002690	GRMZM2G174807	 pip1a;plasma membrane intrinsic protein1:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	328801	334414	1.4886682666176299	0.0334751910031839	Zm00001d008176_T015	MSTRG.50691	Zm00001d008176	GRMZM2G081127	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein  	 [source: RefGen_v3] 
chr2	24286536	24291225	1.49040224399985	0.0222449828885558	Zm00001d002842_T001	MSTRG.14593	Zm00001d002842	GRMZM2G122937	Remorin family protein	[source:homolog]
chr1	17945836	17961437	1.5019555232533002	0.0314664742482574	Zm00001d027934_T001	MSTRG.760	Zm00001d027938	GRMZM2G109431	UDP-glucuronate:xylan alpha-glucuronosyltransferase 2	[source:homolog]
chr2	19342500	19344268	1.5019706975498501	0.000981505127203647	Zm00001d002690_T005	MSTRG.14192	Zm00001d002690	GRMZM2G174807	 pip1a;plasma membrane intrinsic protein1:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	936265	948305	1.50661195396256	0.00409580808201644	Zm00001d001788_T045	MSTRG.13595	Zm00001d001788	GRMZM2G058948	K(+) efflux antiporter 2 chloroplastic	[source:homolog]
chr1	262991884	262994316	1.51764234163732	0.0241917339604188	Zm00001d033447_T005	MSTRG.7378	Zm00001d033447	GRMZM2G067919	Globulin-1 S allele  	 [source: RefGen_v3] 
chr1	47025140	47026431	1.52422759743436	0.0493896848567303	MSTRG.1897.2	MSTRG.1897	Zm00001d028808	GRMZM2G010909	senescence associated gene 20	[source:homolog]
chr4	186822052	186886185	1.5268724835877099	0.0438438540695837	MSTRG.32267.2	MSTRG.32267	Zm00001d052314	GRMZM2G111818	Ubiquitin-activating enzyme E1 2	[source:homolog]
chr2	25914629	25921148	1.5306483653959	0.0315778990504593	Zm00001d002889_T016	MSTRG.14635	Zm00001d002889	GRMZM2G061928	Soluble inorganic pyrophosphatase  	 [source: RefGen_v3] 
chr3	5918558	5920805	1.53204488805366	0.0402400602137006	Zm00001d039497_T001	MSTRG.21160	Zm00001d039497	GRMZM2G499197	Chaperone protein ClpC1 chloroplastic	[source:homolog]
chr4	55307251	55311651	1.53872944811479	0.00569401619989226	Zm00001d049954_T001	MSTRG.29207	Zm00001d049954	GRMZM2G134708	Monodehydroascorbate reductase 1 peroxisomal	[source:homolog]
chr1	4133373	4135619	1.53888650685498	0.0417311519773448	Zm00001d027387_T001	MSTRG.382	Zm00001d027387	GRMZM2G013986	Subtilisin-like protease SBT1.9	[source:homolog]
chr4	179070181	179277211	1.5391902963897601	0.0439007224711784	MSTRG.31939.3	MSTRG.31939	Zm00001d052087	GRMZM2G018398	Ethylene-responsive transcription factor RAP2-2	[source:homolog]
chr7	146557562	146566625	1.5432282165345999	0.0230180680986747	MSTRG.49737.3	MSTRG.49737	Zm00001d021227	GRMZM2G073504	Plant UBX domain-containing protein 8	[source:homolog]
chr2	34889630	34892415	1.54434645063374	0.00188999294428487	Zm00001d003181_T002	MSTRG.14977	Zm00001d003181	GRMZM2G112530	Cytochrome b561 and DOMON domain-containing protein 	[source:homolog]
chr9	142473527	142477070	1.55214416078651	0.044497441434744	Zm00001d047813_T005	MSTRG.60463	Zm00001d047813	GRMZM2G098784		
chr5	55662915	55872581	1.55236154051238	0.00489546404444633	MSTRG.35938.2	MSTRG.35938	Zm00001d014617	GRMZM2G026980	Xyloglucan endotransglucosylase/hydrolase protein 14	[source:homolog]
chr6	165655159	165656827	1.5536448845276103	0.0069937286124562795	Zm00001d038843_T001	MSTRG.45930	Zm00001d038843	GRMZM5G863420	Putative WRKY DNA-binding domain superfamily protein  	 [source: RefGen_v3] 
chr3	172910308	172914852	1.5544351947169501	0.0220947111526778	Zm00001d042590_T001	MSTRG.24953	Zm00001d042590	GRMZM2G125531	KH domain-containing protein /At1g09670	[source:homolog]
chr2	241390347	241393526	1.5577339130071899	0.00235186929669558	MSTRG.20820.8	MSTRG.20820	Zm00001d007870	GRMZM2G324471		
chr6	165632452	165639973	1.5578993982028002	0.0072583240375722	Zm00001d038841_T013	MSTRG.45927	Zm00001d038841	GRMZM2G090087	 mis1;putative aldehyde dehydrogenase MIS1:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	24286691	24291153	1.55797841052722	0.0135759976618409	Zm00001d002842_T004	MSTRG.14593	Zm00001d002842	GRMZM2G122937	Remorin family protein	[source:homolog]
chr2	50949128	51306635	1.5588627360107699	0.0030009965956429	MSTRG.15462.3	MSTRG.15462	Zm00001d003632	GRMZM2G003565	 rcc2;regulator of chromosome condensation2:	 [source: characterized gene (MaizeGDB_09082017)]
chr7	109595543	109604672	1.5615078501955801	0.0170445052449464	MSTRG.48707.9	MSTRG.48707	Zm00001d020364	GRMZM2G025646	Protein EARLY FLOWERING 4	[source:homolog]
chr1	227449071	227475484	1.56545221165988	0.0397263041836955	MSTRG.6313.2	MSTRG.6313	Zm00001d032461	GRMZM2G176209	 tls1;tasselless1: encodes an aquaporin; plants generally lack tassels	 have ear shoots but ear development is variable ranging from no seed set to a few kernels on a small ball-shaped cob; in some backgrounds
chr8	135650452	135764481	1.5689111925018897	0.0467286451031216	MSTRG.54723.5	MSTRG.54723	Zm00001d010976	GRMZM2G012874	Probable beta-14-xylosyltransferase IRX9	[source:homolog]
chr8	177034316	177040006	1.56904162613336	0.0033166324647640006	MSTRG.57615.5	MSTRG.57615	Zm00001d012597	GRMZM2G139374		
chr4	27879589	27893067	1.57564337587109	0.0388118739080646	Zm00001d049361_T006	MSTRG.28459	Zm00001d049361	GRMZM5G852329	Protein kinase superfamily protein	[source:homolog]
chr1	189592956	189836507	1.57582130311799	0.00535894926100604	MSTRG.4984.1	MSTRG.4984	Zm00001d031423	GRMZM2G441903	Zinc finger A20 and AN1 domain-containing stress-associated protein 5	[source:homolog]
chr1	207526463	207529592	1.57943219472516	0.0206391963267382	Zm00001d031940_T001	MSTRG.5607	Zm00001d031940	GRMZM2G058402	F1F0-ATPase inhibitor protein	[source:homolog]
chr6	123791605	123793032	1.57958698626066	0.0015770238381191302	Zm00001d037382_T001	MSTRG.44190	Zm00001d037382	GRMZM2G162783	UDP-glycosyltransferase 72B1	[source:homolog]
chr1	268353044	268596561	1.58313936487738	0.0404148017958101	MSTRG.7547.2	MSTRG.7547	Zm00001d033612	GRMZM2G480954	 ole4;oleosin4: genomic clone; SSR umc1184	 [source: characterized gene (MaizeGDB_09082017)]
chr5	2868072	3000825	1.58473552495439	0.00971786448479523	MSTRG.36187.1	MSTRG.36187	Zm00001d013005	GRMZM2G124441	RING/U-box superfamily protein	[source:homolog]
chr1	199715758	199718643	1.58483928437524	0.000552437070076621	Zm00001d031727_T004	MSTRG.5286	Zm00001d031727	GRMZM2G175423	Sorbitol dehydrogenase  	 [source: RefGen_v3] 
chr2	23082800	23087211	1.5880198478986298	0.00990635219255341	MSTRG.14532.13	MSTRG.14532	Zm00001d002801	GRMZM2G016649	GT-2-like 1	[source:homolog]
chr6	132563639	132569884	1.59057887550743	0.0105940176708792	Zm00001d037636_T002	MSTRG.44539	Zm00001d037636	GRMZM2G027723	Cellulose synthase-2%3B Cellulose synthase2  	 [source: RefGen_v3] 
chr3	198285415	198288331	1.5960510678173403	0.0120819083353466	Zm00001d043382_T005	MSTRG.25983	Zm00001d043382	GRMZM2G094712	 got1;glutamate-oxaloacetate transaminase1: electrophoretic mobility; null allele is known; glyoxysomal; dimeric; intralocus hybrid bands occur	 [source: characterized gene (MaizeGDB_09082017)]
chr1	208050389	208053463	1.60142604856436	0.00973364557490136	Zm00001d031961_T004	MSTRG.5639	Zm00001d031971	GRMZM2G456217	Vignain  	 [source: RefGen_v3] 
chr7	5392478	5398634	1.6056389944690201	0.0351610074798919	MSTRG.46607.3	MSTRG.46607	Zm00001d018798	GRMZM2G013114	IAP-like protein 1	[source:homolog]
chr9	144124187	144127808	1.60979732657939	0.0330144836279819	Zm00001d047881_T005	MSTRG.60626	Zm00001d047881	GRMZM2G446234	Putative DUF593 domain containing family protein  	 [source: RefGen_v3] 
chr2	12283823	12292424	1.61498598732942	0.0473160081057636	Zm00001d002418_T033	MSTRG.14368	Zm00001d002418	GRMZM2G156638	yeast YAK1-related gene 1	[source:homolog]
chr9	18176209	18385074	1.61785752212774	8.77660207376596e-05	MSTRG.57149.1	MSTRG.57149	Zm00001d045298	AC231745.1_FG003	Lipase-like	[source:homolog]
chr10	10856361	10862425	1.6201993156961498	0.0106231624760933	MSTRG.9498.6	MSTRG.9498	Zm00001d023587	GRMZM5G803992	DNA-directed RNA polymerases II IV and V subunit 10	[source:homolog]
chr1	195672346	195676988	1.6248553636245	0.0485633367968704	Zm00001d031593_T003	MSTRG.5145	Zm00001d031593	GRMZM2G424241	 fha2;FHA-transcription factor 2:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	36827852	36829878	1.62686157606792	0.0495927780436911	MSTRG.15032.3	MSTRG.15032	Zm00001d003228	GRMZM2G023204	Serine/threonine-protein kinase OXI1	[source:homolog]
chr6	151976012	151979773	1.6281612322331298	0.00784619959438174	Zm00001d038224_T003	MSTRG.45208	Zm00001d038224	GRMZM2G153075	F-box protein SKP2A	[source:homolog]
chr4	33812426	33814685	1.63004044552601	0.0345176309236444	MSTRG.28589.9	MSTRG.28589	Zm00001d049540	AC196475.3_FG005	Putative NAC domain transcription factor superfamily protein  	 [source: RefGen_v3] 
chr1	295778554	295998898	1.6313027595474	0.0283156805571642	MSTRG.8615.3	MSTRG.8615	Zm00001d034550	GRMZM2G092663	40S ribosomal protein S2-1	[source:homolog]
chr10	85128123	85168584	1.6315996561047599	0.0448889964373988	MSTRG.10969.7	MSTRG.10969	Zm00001d024723	GRMZM2G101875	Long chain acyl-CoA synthetase 1	[source:homolog]
chr5	7152543	7292105	1.64143157881556	0.00855428879621418	MSTRG.36485.5	MSTRG.36485	Zm00001d013254	GRMZM2G072071	ABC transporter B family member 27	[source:homolog]
chr1	181717089	181912294	1.6478742120917902	0.0330510349087217	MSTRG.4718.1	MSTRG.4718	Zm00001d031191	GRMZM2G059029	glycine-rich protein	[source:homolog]
chr2	196151933	196157855	1.6552134458033	0.0460380422287907	Zm00001d006041_T040	MSTRG.18682	Zm00001d006041	GRMZM2G446050	Proton pump-interactor 1	[source:homolog]
chr1	26887385	26892552	1.6658544883183102	0.008316350580934521	Zm00001d028218_T007	MSTRG.1059	Zm00001d028218	GRMZM2G099628	Methionine--tRNA ligase cytoplasmic	[source:homolog]
chr5	55662766	55872451	1.6664331584957799	0.0288776523202878	MSTRG.35938.1	MSTRG.35938	Zm00001d014617	GRMZM2G026980	Xyloglucan endotransglucosylase/hydrolase protein 14	[source:homolog]
chr1	148584466	148936420	1.66781102968891	0.0151399347392347	MSTRG.3978.4	MSTRG.3978	Zm00001d030620	GRMZM2G044354	Protein OS-9 homolog	[source:homolog]
chr10	16401052	16407834	1.6687551754200198	0.024282752218892003	Zm00001d023706_T029	MSTRG.9685	Zm00001d023706	GRMZM2G181251	Transcriptional corepressor SEUSS	[source:homolog]
chr1	294321794	294323638	1.67457724406879	0.0232715772906206	Zm00001d034489_T001	MSTRG.8550	Zm00001d034489	GRMZM2G574534	Major facilitator superfamily protein	[source:homolog]
chr2	244114388	244356560	1.6771560156964698	0.0332096540418636	MSTRG.20926.1	MSTRG.20926	Zm00001d007972	GRMZM2G103955	Tetratricopeptide repeat (TPR)-like superfamily protein	[source:homolog]
chr8	128347493	128353068	1.6775748732353701	0.00848472023521691	MSTRG.54511.9	MSTRG.54511	Zm00001d010803	GRMZM2G082707	50S ribosomal protein L20  	 [source: RefGen_v3] 
chr2	211262072	211265546	1.68769843331239	0.00467494585044489	Zm00001d006573_T059	MSTRG.19376	Zm00001d006573	GRMZM5G821988	Eukaryotic translation initiation factor 4G	[source:homolog]
chr2	216891193	216892807	1.6882687049621001	0.0190296915580385	Zm00001d006796_T001	MSTRG.19671	Zm00001d006796	GRMZM2G339994	NAD(P)-binding Rossmann-fold superfamily protein	[source:homolog]
chr1	292813718	292816694	1.69155072264929	0.0460859935569846	Zm00001d034429_T005	MSTRG.8505	Zm00001d034429	GRMZM2G052471	PITH domain-containing protein 	[source:homolog]
chr5	172412996	172429260	1.6945705810332599	0.0158985153788883	Zm00001d016684_T002	MSTRG.39076	Zm00001d016684	GRMZM2G032628	1%2C4-alpha-glucan-branching enzyme 2%2C chloroplastic/amyloplastic  	 [source: RefGen_v3] 
chr1	239383268	239384250	1.6980103129755402	0.00021687585400281	MSTRG.6668.19	MSTRG.6668	Zm00001d032825	GRMZM2G067315		
chr3	189114931	189122572	1.69999821712089	0.0354223696760841	Zm00001d043093_T098	MSTRG.25775	Zm00001d043093	GRMZM2G070126	Protein MOR1	[source:homolog]
chr10	87219771	87221084	1.70115629603177	6.53935767980437e-05	Zm00001d024767_T008	MSTRG.11058	Zm00001d024767	GRMZM2G123029	Aspartic proteinase A1	[source:homolog]
chr4	4465105	4469262	1.7038990420683202	0.0276427936230453	Zm00001d048731_T010	MSTRG.27715	Zm00001d048731	GRMZM2G037472	P-loop containing nucleoside triphosphate hydrolases superfamily protein	[source:homolog]
chr10	13697131	13701267	1.70738213239861	0.0438928709355445	Zm00001d023652_T001	MSTRG.9605	Zm00001d023652	GRMZM2G126002	Putative oxidoreductase%2C aldo/keto reductase family protein  	 [source: RefGen_v3] 
chr1	199616692	199718699	1.70741089643221	0.00395853498616339	MSTRG.5286.2	MSTRG.5286	Zm00001d031727	GRMZM2G175423	Sorbitol dehydrogenase  	 [source: RefGen_v3] 
chr1	197388665	197549052	1.70835484832999	0.00284135053470106	MSTRG.5347.1	MSTRG.5347	Zm00001d031655	GRMZM2G054252	 nactf48;NAC-transcription factor 48: Locus designated and assigned to a transcription factor family by the GRASSIUS project (Yilmaz et al 2009) 	 which also provided the mappings to the B73_Reference Genome sequence v2 gene models.
chr4	130884294	130889561	1.7089644302571698	0.00542927615268712	Zm00001d050917_T001	MSTRG.30524	Zm00001d050917	GRMZM2G018416	Glycerophosphodiester phosphodiesterase GDPDL3	[source:homolog]
chr1	275938957	276066667	1.7104776035972602	0.0451929377026226	MSTRG.7836.9	MSTRG.7836	Zm00001d033855	GRMZM2G149576	Sulfite exporter TauE/SafE family protein	[source:homolog]
chr2	5018237	5021343	1.71129437005871	0.00528961302431815	Zm00001d002052_T002	MSTRG.13396	Zm00001d002052	GRMZM2G082032	Probable isoaspartyl peptidase/L-asparaginase 2	[source:homolog]
chr6	171009263	171031072	1.72929683183651	0.00209855573739988	MSTRG.46266.4	MSTRG.46266	Zm00001d039144	GRMZM2G413162	Protein REDUCED WALL ACETYLATION 3	[source:homolog]
chr3	185749782	185756808	1.73079864009469	0.020593015617306	MSTRG.25431.1	MSTRG.25431	Zm00001d042980	GRMZM2G122280	jasmonate-regulated gene 21	[source:homolog]
chr3	7479692	7482979	1.73518505930392	0.00596730213383128	Zm00001d039535_T001	MSTRG.21340	Zm00001d039534	GRMZM2G576002	F-box family protein	[source:homolog]
chr5	65376798	65461269	1.73625166764673	0.00756743657046688	MSTRG.36653.2	MSTRG.36653	Zm00001d014848	GRMZM2G088212	Catalase isozyme 1  	 [source: RefGen_v3] 
chr2	51106489	51109865	1.73994179262535	0.00214754604075585	Zm00001d003632_T001	MSTRG.15462	Zm00001d003632	GRMZM2G003565	 rcc2;regulator of chromosome condensation2:	 [source: characterized gene (MaizeGDB_09082017)]
chr6	172206016	172210406	1.7428656657210002	0.0286922283155079	Zm00001d039189_T015	MSTRG.46326	Zm00001d039189	GRMZM2G456570	Structural maintenance of chromosomes protein 3	[source:homolog]
chr1	56855760	56858177	1.744998821697	0.0462298373735618	Zm00001d029062_T003	MSTRG.2030	Zm00001d029062	GRMZM2G054916	Vicilin-like seed storage protein 	[source:homolog]
chr1	152667855	152669314	1.75174383242521	0.0485140513852038	Zm00001d030678_T003	MSTRG.4043	Zm00001d030678	GRMZM2G130149	Transcription factor MYB48	[source:homolog]
chr8	177876259	177879321	1.7550644720268997	0.0347698731263401	Zm00001d012651_T011	MSTRG.57670	Zm00001d012651	GRMZM2G116086	Protein kinase family protein	[source:homolog]
chr7	4770466	4774110	1.7656509374493	0.0314664742482574	Zm00001d018770_T014	MSTRG.46574	Zm00001d018770	GRMZM2G480002	GYF domain-containing protein	[source:homolog]
