chr_name	start	end	log2FoldChange	padj	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr5	35783	42435	6.319784928	3.15620524918432E-19	MSTRG.34327	Zm00001d012795	GRMZM2G356260	SH2 domain protein B	[source:homolog]
chr4	241014851	241015599	6.2999449313	4.28760678432253E-05	MSTRG.34004	Zm00001d053785	GRMZM2G115340	Defensin-like protein 6	[source:homolog]
chr1	64999436	65079682	6.2784607987	0.0002013122	MSTRG.2312	Zm00001d029293	GRMZM2G147698	 myb156;MYB-transcription factor 156:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	53590634	53668652	6.245494444	1.13287532317218E-51	MSTRG.15531	Zm00001d003675	GRMZM2G391511	Nicotinate phosphoribosyltransferase 2	[source:homolog]
chr1	190545391	190558314	6.1382635767	1.64023457172692E-35	MSTRG.5055	Zm00001d031453	GRMZM2G115442	3-oxoacyl-reductase  	 [source: RefGen_v3] 
chr8	47906293	47913252	6.0696848216	2.07683526257586E-10	MSTRG.52014	Zm00001d009260	GRMZM2G102015	Dephospho-CoA kinase	[source:homolog]
chr6	58367181	58371339	6.0535704689	6.46488949912244E-24	MSTRG.42414	Zm00001d035883	GRMZM2G132882	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 2	[source:homolog]
chr2	30033564	30282079	6.0483151026	8.64652664034682E-11	MSTRG.14827	Zm00001d003045	GRMZM5G882852	Beta-glucosidase 47	[source:homolog]
chr8	103253391	103404391	6.0238651533	0.0438890495	MSTRG.53764	Zm00001d010179	GRMZM2G055684	Putative subtilase family protein  	 [source: RefGen_v3] 
chr2	232330793	232331401	5.953647914	0.0126149518	MSTRG.20364	Zm00001d007466	GRMZM2G040932		
chr2	132137970	132139180	5.9301964446	0.0059754941	MSTRG.17062	Zm00001d004700	GRMZM2G099867	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	[source:homolog]
chr4	7259957	7263342	5.913056833	0.0387165091	MSTRG.27924	Zm00001d048896	GRMZM2G099353		
chr2	85362121	85368441	5.9060229705	0.0041534844	MSTRG.16170	Zm00001d004130	AC209624.2_FG001		
chr9	91549198	91601730	5.8953075758	0.0035132626	MSTRG.58925	Zm00001d046474	GRMZM2G337594		
chr6	111806506	111808586	5.8484791109	0.0304830719	MSTRG.43836	Zm00001d037089	GRMZM2G175250	Putative cytochrome P450 superfamily protein  	 [source: RefGen_v3] 
chr1	213971572	213974101	5.8032611682	4.59039670184322E-36	MSTRG.5832	Zm00001d032131	GRMZM5G817046	Scar-like domain-containing protein WAVE 5	[source:homolog]
chr1	220971331	220973914	5.7998458215	0.0108841588	MSTRG.5997	Zm00001d032298	GRMZM2G347280	 trpp1;trehalose-6-phosphate phosphatase1:	 [source: characterized gene (MaizeGDB_09082017)]
chr5	39659999	39668339	5.7569454035	4.08329881179804E-14	MSTRG.35514	Zm00001d014290	GRMZM2G018558	Leucine aminopeptidase 2 chloroplastic	[source:homolog]
chr5	93095266	93097864	5.7222138078	0.0092635809	MSTRG.37531	Zm00001d015485	GRMZM2G472945	Tubby-like protein 8	[source:homolog]
chr2	17149596	17153986	5.702656017	5.02943032849686E-19	MSTRG.14036	Zm00001d002625	GRMZM2G128179	Probable methyltransferase PMT15	[source:homolog]
chr2	64103998	64104966	5.655936672	0.0182866224	MSTRG.15796	Zm00001d003869	GRMZM2G084462	 ipt2;isopentenyl transferase2: encodes an isopentenyl transferase	 [source: characterized gene (MaizeGDB_09082017)]
chr8	180847477	180848901	5.6535854042	0.0044806886	MSTRG.56368	Zm00001d012782	GRMZM2G130119	UDP-glycosyltransferase 88A1	[source:homolog]
chr3	33490795	33491514	5.6526809864	0.0096922716	MSTRG.22123	Zm00001d040245	GRMZM2G108847	Putative serine type endopeptidase inhibitor  	 [source: RefGen_v3] 
chr5	3167039	3488860	5.6284259437	0.0124457024	MSTRG.36206	Zm00001d013022	AC210013.4_FG006	(+)-neomenthol dehydrogenase	[source:homolog]
chr3	9798193	10075549	5.620096178	2.2558492333556E-08	MSTRG.21445	Zm00001d039638	GRMZM2G113626		
chr3	234823897	234849055	5.6019369514	0.000000736	MSTRG.27517	Zm00001d044683	GRMZM2G175076	Probable chalcone--flavonone isomerase 3	[source:homolog]
chr10	117395751	117399868	5.5907489387	2.6704208903566E-18	MSTRG.11876	Zm00001d025404	GRMZM2G007633		
chr8	6124199	6138440	5.5861044804	0.0164567635	MSTRG.51200	Zm00001d008349	GRMZM2G323545		
chr2	173882328	173889679	5.5327790065	6.96233906273779E-05	MSTRG.18018	Zm00001d005434	GRMZM2G011784	Serine carboxypeptidase-like 19	[source:homolog]
chr3	137063189	137064493	5.51288112	0.0218316171	MSTRG.23942	Zm00001d041774	GRMZM2G082943	 zar9;Zea mays ARGOS9:	 [source: characterized gene (MaizeGDB_09082017)]
chr8	82095227	82105383	5.5051527814	0.0219599615	MSTRG.52707	Zm00001d009801	GRMZM2G103164	Protein NSP-INTERACTING KINASE 3	[source:homolog]
chr4	89800432	89802254	5.4585438194	0.0467315168	MSTRG.29874	Zm00001d050456	AC184794.2_FG003	Protein NRT1/ PTR FAMILY 1.2	[source:homolog]
chr2	36039302	36040798	5.4441315256	1.57474161800982E-31	MSTRG.14972	Zm00001d003209	GRMZM2G138770	AAA-ATPase ASD mitochondrial	[source:homolog]
chr10	96956014	96967803	5.3911172677	1.54344194225162E-09	MSTRG.11309	Zm00001d024962	GRMZM2G436455	PR5-like receptor kinase	[source:homolog]
chr7	10360131	10360683	5.3761197493	3.84638409930352E-06	MSTRG.46754	Zm00001d018951	GRMZM2G070399		
chr1	224698683	224699694	5.3508660669	0.0188189605	MSTRG.6085	Zm00001d032381	GRMZM2G090264	Two-component response regulator ARR16	[source:homolog]
chr4	214198923	214199570	5.3426318185	4.89197911278539E-07	MSTRG.33146	Zm00001d053108	GRMZM2G158400		
chr1	121211811	121213196	5.340004856	0.0247205792	MSTRG.3616	Zm00001d030305	GRMZM2G003909	Proline-rich protein 2	[source:homolog]
chr2	19071690	19082040	5.3359792644	2.46950079324638E-46	MSTRG.14143	Zm00001d002678	GRMZM2G322819	Prolyl oligopeptidase family protein	[source:homolog]
chr6	7125784	7140658	5.3267962642	3.93507538318449E-09	Zm00001d035153	Zm00001d035153	GRMZM2G449489		
chr9	6096248	6097444	5.3070685431	0.0175062166	MSTRG.56548	Zm00001d044874	GRMZM2G135960	23.6 kDa heat shock protein mitochondrial	[source:homolog]
chr5	241541	254837	5.2480424304	8.24949549696358E-29	MSTRG.34314	Zm00001d012801	GRMZM2G309624	TRF-like 10	[source:homolog]
chr3	156903314	156903949	5.2304966754	0.0095350288	MSTRG.24482	Zm00001d042229	GRMZM2G158407		
chr4	35888519	35889106	5.1994401364	0.0406822547	MSTRG.28713	Zm00001d049576	GRMZM2G152655		
chr3	139335175	139335830	5.1827348564	0.0029099422	MSTRG.24072	Zm00001d041822	GRMZM2G087413	 betl9;basal endosperm transfer layer9: endosperm transfer cell specific protein regulated by mrp1 myb related protein1; RFLP gpm92	 [source: characterized gene (MaizeGDB_09082017)]
chr4	7985199	7985836	5.1538314203	0.0209118077	MSTRG.27870	Zm00001d048920	GRMZM2G132162		
chr3	212548986	212551766	5.1484287251	0.0049902603	MSTRG.26511	Zm00001d043870	GRMZM2G423202		
chr10	82482086	82482747	5.1063371311	0.008530863	MSTRG.10889	Zm00001d024659	GRMZM2G121137		
chr10	80279268	80279792	5.0610608104	0.0046560331	MSTRG.10872	Zm00001d024610	GRMZM2G008403		
chr2	23520333	23532848	5.0419409764	1.77842503074553E-05	MSTRG.14555	Zm00001d002817	GRMZM5G860469	Kinesin-like protein KIN-7G	[source:homolog]
chr10	96868297	96869018	5.0256780897	1.2419445895567E-05	MSTRG.11305	Zm00001d024958	GRMZM2G155555	Putative bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein  	 [source: RefGen_v3] 
chr6	95592329	95594036	5.0195047702	9.78557744475879E-17	MSTRG.43335	Zm00001d036628	GRMZM2G054998	Single-stranded nucleic acid binding R3H protein	[source:homolog]
chr6	137680378	137914594	5.0122442385	0.0455218089	MSTRG.44631	Zm00001d037784	GRMZM2G031311	 sm1;salmon silks1: silks salmon color with P1-rr and P1-wr	 brown with P1-ww
chr10	69487371	69498832	4.9891585699	0.0383143141	MSTRG.10596	Zm00001d024411	GRMZM2G471579	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr9	85187676	85190971	4.9408088946	5.09220622138692E-20	MSTRG.58812	Zm00001d046373	GRMZM2G088096	Peroxisomal nicotinamide adenine dinucleotide carrier	[source:homolog]
chr4	1765064	1765348	4.9241407506	0.0028915626	MSTRG.27584	Zm00001d048630	GRMZM2G107302		
chr2	111528064	111532562	4.9237515538	0.0004899629	MSTRG.16627	Zm00001d004434	GRMZM2G400655	Alpha-galactosidase 3	[source:homolog]
chr6	164911115	164915840	4.9179254472	0.0271733378	MSTRG.45778	Zm00001d038811	GRMZM2G474656	Putative homeodomain-like transcription factor superfamily protein  	 [source: RefGen_v3] 
chr7	6925327	6929601	4.9161554759	0.016731723	MSTRG.46567	Zm00001d018837	GRMZM2G032145	 burp3;BURP domain-containing protein-RD22-like3:	 [source: characterized gene (MaizeGDB_09082017)]
chr5	76814418	76818198	4.9079501859	0.0165889509	MSTRG.37071	Zm00001d015133	GRMZM2G168747	Metal transporter Nramp6	[source:homolog]
chr2	25180799	25248590	4.905063316	0.0447248095	MSTRG.14629	Zm00001d002874	GRMZM2G157196	OSJNBa0038O10.24 protein;  protein	[source:homolog]
chr3	101680043	101683106	4.8976763965	0.029563532	Zm00001d041167	Zm00001d041167	GRMZM2G435385	Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related	[source:homolog]
chr10	73839384	73843136	4.8808475157	2.27045372521234E-06	MSTRG.10664	Zm00001d024488	GRMZM2G150680	myb domain protein 118	[source:homolog]
