chr_name	start	end	log2FoldChange	padj	MSTRG_transcript_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr5	185267366	185270683	-9.74686106786257	3.7112388664486605e-07	Zm00001d017096_T019	MSTRG.39526	Zm00001d017096	GRMZM2G179308	Serine/threonine-protein kinase AFC2	[source:homolog]
chr5	1891852	1900873	-9.71027482951419	3.2196805899621094e-32	MSTRG.36105.1	MSTRG.36105	Zm00001d012913	GRMZM2G138511	Chaperone DnaJ-domain superfamily protein	[source:homolog]
chr2	243376655	243381295	-9.70476772750819	2.5341609930956897e-23	Zm00001d007932_T001	MSTRG.20907	Zm00001d007932	GRMZM5G856071	Probable disease resistance protein 	[source:homolog]
chr7	11773333	11774450	-9.644209855330269	0.011288706893526002	Zm00001d018981_T005	MSTRG.46830	Zm00001d018981	GRMZM2G401308	 his1a;histone1a: cDNA sequences	 SSR umc1577
chr10	21192744	21198690	-9.58599488226425	0.0276113395166429	Zm00001d023795_T001	MSTRG.9791	Zm00001d023795	GRMZM2G331368	E3 ubiquitin-protein ligase UPL1	[source:homolog]
chr7	181798165	181799397	-9.57512129099367	4.377631493510429e-07	Zm00001d022630_T001	MSTRG.53490	Zm00001d022630	GRMZM2G158394	 kin1;knotted1 induced1:	 [source: characterized gene (MaizeGDB_09082017)]
chr1	159025010	159029990	-9.56593866544776	0.0018243208150867899	Zm00001d030770_T002	MSTRG.4171	Zm00001d030770	GRMZM2G076911	Diacylglycerol kinase 1  	 [source: RefGen_v3] 
chr10	954795	962851	-9.541866015782501	8.057920753480641e-10	Zm00001d023230_T020	MSTRG.9112	Zm00001d023230	GRMZM2G048067	Regulatory-associated protein of TOR 1	[source:homolog]
chr8	20367872	20375101	-9.52902380226331	7.43082691673104e-10	MSTRG.51355.11	MSTRG.51355	Zm00001d008791	GRMZM2G167554	Putative AGC protein kinase family protein  	 [source: RefGen_v3] 
chr7	5392511	5399222	-9.524583502736949	0.004663773477259	Zm00001d018798_T004	MSTRG.46607	Zm00001d018798	GRMZM2G013114	IAP-like protein 1	[source:homolog]
chr3	147774833	147787003	-9.46327522473447	0.00396019930556891	Zm00001d042028_T012	MSTRG.24315	Zm00001d042028	GRMZM2G302913	LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: FBD F-box and Leucine Rich Repeat domains containing protein (TAIR:AT1G22000.1); Has 84739 Blast hits to 38714 p /.../s in 2257 species: Archae - 1436; Bacteria - 11314; Metazoa - 40747; Fungi - 7706; Plants - 4675; Viruses - 308; Other Eukaryotes - 18553 (source: NCBI BLink).	[source:homolog]
chr7	177459333	177465043	-9.35816260337381	7.221512361844699e-23	Zm00001d022428_T005	MSTRG.53257	Zm00001d022428	GRMZM2G017894	Probable galacturonosyltransferase 7	[source:homolog]
chr6	161716664	161718253	-9.28882028411656	6.182049983871191e-16	Zm00001d038649_T003	MSTRG.45814	Zm00001d038649	GRMZM2G006207	14-3-3-like protein GF14 nu	[source:homolog]
chr10	135279807	135286890	-9.28724145715783	1.77257961585447e-09	Zm00001d025981_T002	MSTRG.12604	Zm00001d025981	GRMZM2G126665	RNA-binding (RRM/RBD/RNP motifs) family protein	[source:homolog]
chr5	185786433	185793791	-9.26965060671316	0.000420634922806994	Zm00001d017114_T004	MSTRG.39541	Zm00001d017114	GRMZM2G144166	 tel2;telomere maintenance2:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	26418750	26428989	-9.255169002466461	2.2743461345971e-24	Zm00001d002917_T001	MSTRG.14651	Zm00001d002917	GRMZM2G337792	RNA-binding region RNP-1  	 [source: RefGen_v3] 
chr5	197532993	197533798	-9.24123070181625	4.70495808758583e-12	MSTRG.40021.8	MSTRG.40021	Zm00001d017494	GRMZM2G327266	Expansin-B4	[source:homolog]
chr5	116594014	116649911	-9.19760496847545	4.15901187861504e-05	Zm00001d015754_T001	MSTRG.37922	Zm00001d015754	GRMZM2G056661	Nuclear pore complex protein NUP205	[source:homolog]
chr9	40487330	40494877	-9.12002142914993	7.61358764421748e-09	Zm00001d045808_T065	MSTRG.58036	Zm00001d045808	GRMZM2G076303	WW domain-containing protein	[source:homolog]
chr2	21822630	21825221	-9.100349471730551	1.0231461211155199e-09	MSTRG.14497.6	MSTRG.14497	Zm00001d002759	GRMZM2G175816	Nudix hydrolase 8	[source:homolog]
chr7	16899619	16907272	-9.08324750526091	1.7037072655065702e-16	Zm00001d019106_T003	MSTRG.46890	Zm00001d019106	GRMZM2G178618	Coatomer subunit gamma  	 [source: RefGen_v3] 
chr2	4150426	4154404	-9.04662214932299	1.10245964230862e-09	Zm00001d002000_T007	MSTRG.13828	Zm00001d002000	GRMZM2G040095	 lox6;lipoxygenase6:	 [source: characterized gene (MaizeGDB_09082017)]
chr1	243735038	243745136	-9.02835104616162	1.2530899438320701e-08	MSTRG.6762.7	MSTRG.6762	Zm00001d032933	GRMZM2G324390	Protein NETWORKED 1A	[source:homolog]
chr8	162918720	162923330	-9.0283398856633	2.24857804255177e-06	Zm00001d011854_T092	MSTRG.55742	Zm00001d011854	GRMZM2G180988	Villin-2	[source:homolog]
chr10	129941880	129946474	-8.99312417936124	0.00106443980606052	Zm00001d025799_T005	MSTRG.12342	Zm00001d025799	GRMZM2G061537	Calmodulin-binding receptor-like cytoplasmic kinase 3	[source:homolog]
chr2	134905738	134916670	-8.873596915664221	0.00168452506922525	Zm00001d004737_T008	MSTRG.17175	Zm00001d004740	GRMZM2G087212	Transmembrane 9 superfamily protein member 3  	 [source: RefGen_v3] 
chr4	162051563	162062835	-8.81636977100017	1.75183894612464e-06	Zm00001d051545_T003	MSTRG.31308	Zm00001d051545	GRMZM2G106931	Probable GTP diphosphokinase RSH2 chloroplastic	[source:homolog]
chr1	59846918	59876672	-8.776605826505701	0.0011487024632522301	Zm00001d029134_T008	MSTRG.2133	Zm00001d029134	GRMZM2G552278	CW-type Zinc Finger	[source:homolog]
chr1	207518347	207529597	-8.73919436849984	3.11737133605688e-20	MSTRG.5607.2	MSTRG.5607	Zm00001d031940	GRMZM2G058402	F1F0-ATPase inhibitor protein	[source:homolog]
chr8	169041112	169048925	-8.69282321539093	0.014675807161114	Zm00001d012155_T012	MSTRG.56034	Zm00001d012155	GRMZM5G813206	ARM repeat superfamily protein	[source:homolog]
chr8	117172710	117177262	-8.649640082122211	0.000419562553167605	MSTRG.54109.3	MSTRG.54109	Zm00001d010478	GRMZM2G149211	Peroxisomal adenine nucleotide carrier 1	[source:homolog]
chr7	181798131	181847567	-8.51548183675166	1.20927572335421e-05	MSTRG.53490.4	MSTRG.53490	Zm00001d022630	GRMZM2G158394	 kin1;knotted1 induced1:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	84496026	84510237	-8.512623783871879	0.004936839079619029	Zm00001d004125_T056	MSTRG.16230	Zm00001d004125	GRMZM5G858094	 acc2;acetyl-CoA carboxylase2: graminicide (e.g.	 sethoxydim
chr9	30191058	30217582	-8.48094726378879	0.0071980085663158905	Zm00001d045635_T015	MSTRG.57823	Zm00001d045635	GRMZM2G472428	Helicase protein MOM1	[source:homolog]
chr9	157420948	157428637	-8.38435144820976	0.0154905382396506	Zm00001d048501_T007	MSTRG.61959	Zm00001d048501	GRMZM2G303312	evolutionarily conserved C-terminal region 11	[source:homolog]
chr1	279077286	279107998	-8.38090653441034	0.000350628182107879	MSTRG.7950.3	MSTRG.7950	Zm00001d033935	GRMZM2G033135	Serine/threonine-protein kinase TOR	[source:homolog]
chr5	11966175	11968379	-8.37140699885745	6.367818864735889e-05	Zm00001d013453_T001	MSTRG.34749	Zm00001d013453	GRMZM2G123459	DEAD-box ATP-dependent RNA helicase 21	[source:homolog]
chr2	18554643	18564104	-8.35382594122961	1.8223753019209498e-10	Zm00001d002658_T012	MSTRG.14118	Zm00001d002658	GRMZM2G176647	Transducin/WD40 repeat-like superfamily protein	[source:homolog]
chr5	81980417	81993607	-8.35088219915192	0.010645149553908	MSTRG.37242.10	MSTRG.37242	Zm00001d015265	GRMZM2G033138	Pathogenesis-related homeodomain protein	[source:homolog]
chr2	46242738	46247103	-8.34126838082207	0.0394105478049975	Zm00001d003509_T006	MSTRG.15327	Zm00001d003509	GRMZM2G015610	Probable protein phosphatase 2C 12	[source:homolog]
chr1	143495794	143510856	-8.33065797602782	0.0127435850486755	Zm00001d030554_T008	MSTRG.3904	Zm00001d030554	GRMZM2G449779	Pumilio homolog 23	[source:homolog]
chr7	181066448	181072500	-8.32980364843472	7.412060639531449e-19	MSTRG.53453.32	MSTRG.53453	Zm00001d022621	GRMZM2G386824	Beta-galactosidase 11	[source:homolog]
chr10	127564995	127567765	-8.320543959597849	3.23511013525893e-20	MSTRG.12252.12	MSTRG.12252	Zm00001d025722	GRMZM2G306348	ATP-dependent DNA helicase Q-like 5	[source:homolog]
chr10	127564876	127568743	-8.31130757075821	7.67360466697465e-08	MSTRG.12252.11	MSTRG.12252	Zm00001d025722	GRMZM2G306348	ATP-dependent DNA helicase Q-like 5	[source:homolog]
chr2	83489835	83491541	-8.302632120820281	9.17437360359089e-06	Zm00001d004115_T010	MSTRG.16142	Zm00001d004115	GRMZM5G867918		
chr2	29217621	29229499	-8.27336181586847	2.61163179191763e-07	MSTRG.14688.5	MSTRG.14688	Zm00001d003002	GRMZM5G831795	IAA-amino acid hydrolase ILR1-like 3  	 [source: RefGen_v3] 
chr2	60752692	60763041	-8.25218589296344	6.62692409008484e-33	Zm00001d003817_T011	MSTRG.15706	Zm00001d003817	GRMZM2G073054	Starch branching enzyme IIa  	 [source: RefGen_v3] 
chr6	164016473	164027545	-8.23444141154938	0.0323823408597293	Zm00001d038762_T012	MSTRG.45719	Zm00001d038762	GRMZM2G043435	 rboh3;respiratory burst oxidase3:	 [source: characterized gene (MaizeGDB_09082017)]
chr10	1565438	1588782	-8.20733114721283	0.000146000883483455	Zm00001d023262_T020	MSTRG.9166	Zm00001d023262	GRMZM5G886363	 brk3;brick3: Involved in formation of epidermal cell lobes as well as for properly polarized divisions of stomatal subsidiary mother cells.	 [source: characterized gene (MaizeGDB_09082017)]
chr1	98890271	98893863	-8.20725594198311	0.000775039163021697	MSTRG.3190.1	MSTRG.3190	Zm00001d030007	GRMZM2G349185		
chr5	220896917	220900780	-8.20341865132274	0.000154982876291035	Zm00001d018440_T001	MSTRG.41918	Zm00001d018440	GRMZM2G150932	casein kinase I	[source:homolog]
chr1	151464307	151472443	-8.196843103044879	4.309534426907929e-07	Zm00001d030659_T008	MSTRG.4126	Zm00001d030659	GRMZM2G424181	modifier of snc1	[source:homolog]
chr8	96089913	96110811	-8.19582253148504	0.0139627089414724	Zm00001d010029_T031	MSTRG.53593	Zm00001d010029	GRMZM2G432083	Cation-chloride cotransporter 1	[source:homolog]
chr3	212421420	212447192	-8.17725222470582	2.4201451868199297e-06	MSTRG.26550.21	MSTRG.26550	Zm00001d043855	GRMZM2G077607	DUF1639 family protein	[source:homolog]
chr5	76842021	76858234	-8.16829823867733	3.3999086028077697e-16	MSTRG.37063.6	MSTRG.37063	Zm00001d015138	GRMZM2G017229		
chr5	167108695	167128107	-8.15146541037227	6.27543836868542e-05	MSTRG.38916.1	MSTRG.38916	Zm00001d016552	GRMZM2G012690	ubiquitin-associated (UBA)/TS-N domain-containing protein	[source:homolog]
chr2	171219759	171225850	-8.14328495374558	8.888884924183588e-28	Zm00001d005372_T013	MSTRG.17945	Zm00001d005372	GRMZM2G018356	Calcineurin-like metallo-phosphoesterase superfamily protein	[source:homolog]
chr1	117620233	117694898	-8.14248565573933	0.0366127418902338	Zm00001d030266_T044	MSTRG.3571	Zm00001d030266	GRMZM2G326643	Callose synthase 10	[source:homolog]
chr10	96586463	96592053	-8.13201238725845	0.00024495422553970803	Zm00001d024952_T007	MSTRG.11296	Zm00001d024952	GRMZM5G858454	 aco2;aconitase2: electrophoretic mobility	 [source: characterized gene (MaizeGDB_09082017)]
chr5	194465352	194478968	-8.11442657589714	1.0525038551427198e-09	MSTRG.39870.3	MSTRG.39870	Zm00001d017395	GRMZM2G315121	Thylakoid lumenal protein TL20.3 chloroplastic	[source:homolog]
chr6	151951692	151955613	-8.09909171618858	7.74450786312818e-05	Zm00001d038222_T003	MSTRG.45205	Zm00001d038222	GRMZM2G018971	Probable magnesium transporter NIPA4	[source:homolog]
chr3	150159020	150170843	-8.0939185004806	0.0153068204098656	Zm00001d042084_T077	MSTRG.24354	Zm00001d042084	GRMZM2G047310	Villin-2	[source:homolog]
chr4	133090522	133096441	-8.07874520059094	0.0107540842295957	MSTRG.30557.5	MSTRG.30557	Zm00001d050947	GRMZM2G165231	Protein kinase superfamily protein	[source:homolog]
chr3	211258240	211305189	-8.06344279485481	0.00143007077283869	MSTRG.26482.4	MSTRG.26482	Zm00001d043835	GRMZM2G427067	DNA ligase 6	[source:homolog]
chr7	169129059	169141965	-8.06087959566664	5.60264584822036e-13	MSTRG.50457.7	MSTRG.50457	Zm00001d022058	GRMZM2G050501	Transducin/WD40 repeat-like superfamily protein	[source:homolog]
chr9	13117962	13122682	-8.04496156784371	7.438546778130149e-07	MSTRG.56790.4	MSTRG.56790	Zm00001d045112	GRMZM2G409974	Putative two-component response regulator family protein  	 [source: RefGen_v3] 
chr5	207144180	207147294	-8.03427725534151	0.0490537779522342	MSTRG.40349.5	MSTRG.40349	Zm00001d017802	GRMZM2G170595	Histidinol-phosphate aminotransferase 2 chloroplastic	[source:homolog]
chr7	176432893	176444002	-7.97779602597663	3.7434680940286605e-07	Zm00001d022378_T005	MSTRG.53206	Zm00001d022378	GRMZM2G152963	Protein transport protein SEC31 homolog B	[source:homolog]
chr2	71150965	71157459	-7.973830316476951	0.0269832339274988	Zm00001d003947_T002	MSTRG.15912	Zm00001d003947	GRMZM2G142863	2-oxoglutarate dehydrogenase E1 component	[source:homolog]
chr4	239382415	239406234	-7.96972535138186	0.0365810899563347	Zm00001d053697_T016	MSTRG.33819	Zm00001d053697	GRMZM2G385338	Methyl-CpG-binding domain-containing protein 9	[source:homolog]
chr8	96089587	96110784	-7.96868506183372	0.0379088295223648	Zm00001d010029_T018	MSTRG.53593	Zm00001d010029	GRMZM2G432083	Cation-chloride cotransporter 1	[source:homolog]
chr3	143615064	143681456	-7.95758778295102	0.0338208005182821	MSTRG.24172.2	MSTRG.24172	Zm00001d041918	GRMZM2G152889	 mkkk63;MAP kinase kinase kinase63: function inferred from sequence similarity (Kong et al 2013)	 [source: characterized gene (MaizeGDB_09082017)]
chr5	1884005	1891050	-7.94682971690361	2.2041700694852402e-10	MSTRG.36099.17	MSTRG.36099	Zm00001d012909	GRMZM2G133407	soluble epoxide hydrolase	[source:homolog]
chr6	151823551	151834751	-7.938675244627429	0.0177625879218089	Zm00001d038217_T004	MSTRG.45173	Zm00001d038217	GRMZM2G070075	TPX2 (targeting protein for Xklp2) protein family	[source:homolog]
chr7	181798837	181799427	-7.915087042780019	1.71209544103456e-05	MSTRG.53490.8	MSTRG.53490	Zm00001d022630	GRMZM2G158394	 kin1;knotted1 induced1:	 [source: characterized gene (MaizeGDB_09082017)]
chr3	158557806	158558987	-7.89290720399318	1.7152198458726997e-32	MSTRG.24583.9	MSTRG.24583	Zm00001d042275	GRMZM2G142315	Phosphatidylinositol transfer protein CSR1  	 [source: RefGen_v3] 
chr4	3334733	3345872	-7.87997810815269	2.3122823529050699e-07	Zm00001d048689_T008	MSTRG.27662	Zm00001d048689	GRMZM2G126453	AAA-type ATPase family protein	[source:homolog]
chr1	203973374	203990059	-7.87714407336164	0.000997473007747243	Zm00001d031847_T033	MSTRG.5501	Zm00001d031847	GRMZM2G416069	Structural maintenance of chromosomes (SMC) family protein	[source:homolog]
chr2	27887473	28097454	-7.872367725716809	0.000588872144555571	MSTRG.14763.2	MSTRG.14763	Zm00001d002958	GRMZM2G114153	FIP1  	 [source: RefGen_v3] 
chr5	217007561	217019177	-7.857006857580809	0.0150332246813497	MSTRG.41692.4	MSTRG.41692	Zm00001d018226	GRMZM5G897224	UPF0614 C14orf102-like protein	[source:homolog]
chr2	243379241	243381495	-7.79849576098097	1.5317457452388602e-08	Zm00001d007932_T002	MSTRG.20907	Zm00001d007932	GRMZM5G856071	Probable disease resistance protein 	[source:homolog]
chr5	133998359	134004233	-7.7556286368641105	0.0336527221969796	Zm00001d015955_T005	MSTRG.38200	Zm00001d015955	GRMZM2G118098	Topoisomerase II-associated protein PAT1	[source:homolog]
chr8	171319449	171322752	-7.739989256074179	0.00688425032206466	MSTRG.56202.5	MSTRG.56202	Zm00001d012260	GRMZM2G075956	Protein SENSITIVE TO PROTON RHIZOTOXICITY 1	[source:homolog]
chr4	239822333	239826055	-7.73846413906393	0.00953144255220752	Zm00001d053719_T003	MSTRG.33923	Zm00001d053719	GRMZM2G000976	Exostosin-like%3B Exostosin-like protein  	 [source: RefGen_v3] 
chr7	85615215	85627395	-7.726927740001991	0.000567775292764396	Zm00001d020014_T011	MSTRG.48224	Zm00001d020014	GRMZM2G106903	RNA recognition motif (RRM)-containing protein	[source:homolog]
chr5	6614737	6619848	-7.72531347883599	0.005018886066509179	Zm00001d013211_T003	MSTRG.36444	Zm00001d013211	GRMZM5G866581		
chr10	121168140	121171977	-7.724033868914191	8.530784072570031e-08	Zm00001d025522_T002	MSTRG.12011	Zm00001d025522	GRMZM2G024811	Putative FKBP-type peptidyl-prolyl cis-trans isomerase family protein  	 [source: RefGen_v3] 
chr10	141651735	141667275	-7.65900888948754	0.026319758738175	MSTRG.12834.2	MSTRG.12834	Zm00001d026235	GRMZM2G109753	scramblase-related	[source:homolog]
chr1	186054639	186062670	-7.640204621662071	0.0386008599248184	MSTRG.4881.4	MSTRG.4881	Zm00001d031326	GRMZM2G080746	Sas10/U3 ribonucleoprotein (Utp) family protein	[source:homolog]
chr2	153738280	153753877	-7.637848639284849	1.60929307149748e-06	Zm00001d005012_T013	MSTRG.17540	Zm00001d005013	GRMZM2G175008	ENTH/VHS family protein	[source:homolog]
chr10	58196315	58208268	-7.60959670644501	1.90502029954812e-11	Zm00001d024225_T001	MSTRG.10369	Zm00001d024225	GRMZM5G812144	Histone-lysine N-methyltransferase ATXR3	[source:homolog]
chr3	166411972	166416359	-7.60815832820047	0.044730674284323	MSTRG.24745.1	MSTRG.24745	Zm00001d042416	GRMZM2G362850	 drh1;DEAD box RNA helicase1: protein is part of a ribonucleoprotein complex in rRNA metabolism - mRNA yeast two-hybrid screening showed interaction of protein with MA16 nucleolar protein	 [source: characterized gene (MaizeGDB_09082017)]
chr9	146097891	146100940	-7.5965071335061	0.0224341584796004	MSTRG.60716.6	MSTRG.60716	Zm00001d047955	GRMZM2G175642		
chr2	140809536	140813969	-7.594723610641839	5.07004032681081e-05	Zm00001d004812_T008	MSTRG.17246	Zm00001d004812	GRMZM2G047486	 cdpk11;calcium dependent protein kinase11: encodes a protein that functions in abscisic acid signaling upstream of the MAP kinase encoded by mpk2	 aka MPK5 (Ding et al 2012)
chr5	205460253	205466921	-7.59186486192417	0.0037254324847349205	Zm00001d017729_T010	MSTRG.40284	Zm00001d017729	GRMZM2G108829	Serine/threonine-protein kinase MHK	[source:homolog]
chr10	20833117	20890188	-7.58960251846262	0.0019073964460010302	MSTRG.9786.3	MSTRG.9786	Zm00001d023792	GRMZM2G040968	Phosphoglucan water dikinase chloroplastic	[source:homolog]
chr9	127070632	127076473	-7.589391302279361	0.009465866691097091	Zm00001d047347_T010	MSTRG.59977	Zm00001d047347	GRMZM2G047546	65-kDa microtubule-associated protein 3	[source:homolog]
chr1	43908553	43911256	-7.58239397511225	0.00054949392597726	Zm00001d028711_T003	MSTRG.1792	Zm00001d028711	GRMZM2G017792	 mpk3;MAP kinase3: transcript and protein activity upregulated by ABA and H2O2	 [source: characterized gene (MaizeGDB_09082017)]
chr4	3334725	3345872	-7.5739195156208705	0.0405402330156886	Zm00001d048689_T003	MSTRG.27662	Zm00001d048689	GRMZM2G126453	AAA-type ATPase family protein	[source:homolog]
chr10	110572318	110574522	-7.57069673627806	0.0322522849324079	Zm00001d025238_T001	MSTRG.11653	Zm00001d025238	GRMZM2G159720	DNAJ heat shock N-terminal domain-containing protein	[source:homolog]
chr7	155404480	155420324	-7.56580090395635	0.0296020407381587	Zm00001d021541_T019	MSTRG.50086	Zm00001d021541	GRMZM2G316191	Protein CHROMATIN REMODELING 4	[source:homolog]
chr1	221942141	221946939	-7.562753513975	0.011288706893526002	Zm00001d032316_T001	MSTRG.6047	Zm00001d032316	GRMZM2G003304	Homeobox-leucine zipper protein HAT5	[source:homolog]
chr10	85128108	85258348	-7.55028525282377	4.3178345103048603e-07	MSTRG.10969.5	MSTRG.10969	Zm00001d024723	GRMZM2G101875	Long chain acyl-CoA synthetase 1	[source:homolog]
chr10	17272676	17276247	-7.52312283844433	6.48889351853764e-07	MSTRG.9702.2	MSTRG.9702	Zm00001d023724	GRMZM5G856142		
chr1	284169314	284175235	-7.5146898806847	6.41779729022834e-09	Zm00001d034108_T006	MSTRG.8152	Zm00001d034108	GRMZM2G351582	ZPR1 zinc-finger domain protein	[source:homolog]
chr10	72225772	72228591	-7.49473800657296	0.00222813287291328	MSTRG.10702.16	MSTRG.10702	Zm00001d024467	GRMZM2G022506		
chr2	243855186	243861454	-7.488876713963231	2.02238502261778e-06	Zm00001d007947_T001	MSTRG.20889	Zm00001d007947	GRMZM2G048494	Protein LEO1 homolog	[source:homolog]
chr8	165490510	165506030	-7.488020756639969	6.16496077386402e-05	Zm00001d011975_T002	MSTRG.55778	Zm00001d011975	GRMZM2G447406	ENTH/VHS family protein	[source:homolog]
chr2	208748329	208752777	-7.44476923888707	0.0488193987372412	Zm00001d006455_T002	MSTRG.19243	Zm00001d006457	GRMZM2G179505	Hydrolase/ protein serine/threonine phosphatase  	 [source: RefGen_v3] 
chr2	55847356	55852377	-7.417781193410081	0.000392786482612792	Zm00001d003710_T007	MSTRG.15566	Zm00001d003710	GRMZM2G401062	Protein SET DOMAIN GROUP 41	[source:homolog]
chr2	4547362	4552556	-7.41740127903913	0.0287331335909946	Zm00001d002022_T007	MSTRG.13361	Zm00001d002022	GRMZM2G040017	Vacuolar cation/proton exchanger 2	[source:homolog]
chr9	117409317	117454495	-7.416998451313031	0.0205677483776726	Zm00001d047074_T019	MSTRG.59689	Zm00001d047074	GRMZM2G331105	pleckstrin homology (PH) domain-containing protein	[source:homolog]
chr1	55779762	55785436	-7.40941343290057	1.0069421822084301e-07	MSTRG.1963.7	MSTRG.1963	Zm00001d029041	GRMZM2G019991	Mitochondrial ATP synthase D chain-related protein	[source:homolog]
chr10	92329955	92330715	-7.3769973525565895	2.6077909161264097e-15	MSTRG.11145.1	MSTRG.11145	Zm00001d024885	GRMZM2G176998	Putative WD40-like beta propeller repeat family protein  	 [source: RefGen_v3] 
chr5	216549186	216551284	-7.349767064507589	0.000327154396163022	Zm00001d018204_T001	MSTRG.41674	Zm00001d018204	GRMZM5G852833		
chr3	158018568	158023262	-7.338307731695569	0.0110369660631442	MSTRG.24557.4	MSTRG.24557	Zm00001d042264	GRMZM2G300862	Aspartokinase 1 chloroplastic	[source:homolog]
chr2	32787350	32790222	-7.33046653314556	1.59125201663145e-10	Zm00001d003118_T001	MSTRG.14889	Zm00001d003118	GRMZM2G086486	40S ribosomal protein S11-1	[source:homolog]
chr9	132739987	132744737	-7.32418167394087	0.0024731405852322	Zm00001d047498_T010	MSTRG.60169	Zm00001d047498	GRMZM2G436092	Serine/arginine-rich-splicing factor SR34	[source:homolog]
chr7	51770839	51776719	-7.32034304866856	0.00107441489819932	Zm00001d019700_T007	MSTRG.47741	Zm00001d019700	GRMZM2G061562	Protein LONGIFOLIA 2	[source:homolog]
chr10	80320727	80327231	-7.31767952082618	0.009575230002269909	Zm00001d024612_T019	MSTRG.10874	Zm00001d024612	GRMZM2G054397	Ras-related protein RABH1b	[source:homolog]
